Source system ID,Plant (code),Plant (name),Calendar day,Operation Group,Material Unique (code),Material Unique (name),Stock Qty,ATP Quantity,ATP Qty (allow negative),Reserved Stock Qty,Stock in Transit Qty,Safety Stock Qty,Minimum Safety Stock Qty,Stock Value (EUR),ATP Stock Value (EUR),Reserved Stock Value (EUR),Safety Stock Value (EUR),Stock in Transit Value (EUR),Total Stock Value (EUR)
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200074,M12-EPDM GASKET 35,7239,5019,3959,215,302,60,42,218778.76,196900.88,28688.27,1813.33,9127.11,227905.87
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200080,M10-BFG GASKET 01,6214,3205,2920,91,2843,563,394,29258.09,26332.28,3810.49,2650.84,13386.02,42644.11
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200091,M6-FKM GASKET 12,5003,2773,2604,950,2845,711,498,196080.62,176472.56,37462.05,27865.94,111502.97,307583.59
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200092,M20-SILI GASKET 13,2708,1960,2308,37,1999,1026,718,11847.5,10662.75,812.02,4488.75,8745.63,20593.13
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200100,M20-SILI GASKET 21,6815,5159,2724,123,3273,614,430,152482.01,137233.81,10784.2,13737.92,73231.64,225713.64
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200101,M14-HNBR GASKET 22,1539,1153,682,256,3393,838,587,49364.43,44427.99,3638.03,26879.4,108832.69,158197.12
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200103,M22-NBR GASKET 24,11951,8769,9810,1525,1660,798,559,448071.82,403264.64,42314.76,29918.94,62237.4,510309.22
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200109,M14-HNBR GASKET 30,8752,5504,4554,1646,622,955,668,397593.88,357834.5,60374.84,43384.62,28256.79,425850.67
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200111,M22-NBR GASKET 32,5484,5162,4135,307,893,517,362,268656.84,241791.15,44724.19,25327.42,43747.37,312404.2
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200117,M14-HNBR GASKET 38,3061,2512,2753,601,174,951,666,15010.28,13509.25,2886.85,4663.44,853.25,15863.53
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M18-AFLAS,MAT-200118,M18-AFLAS GASKET 39,5748,4218,4643,806,1010,295,206,227408.92,204668.03,34040.92,11671.13,39958.77,267367.69
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200121,M8-NBR GASKET 02,5311,3606,2098,9,483,610,427,299328.82,269395.94,40733.08,34379.7,27221.96,326550.78
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200122,M12-EPDM GASKET 03,8826,5096,5541,618,2566,414,290,96918.41,87226.57,12499.84,4546.14,28177.28,125095.69
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200128,M10-BFG GASKET 09,3703,2705,1860,19,1382,184,129,214214.45,192793.0,30944.71,10644.2,79947.17,294161.62
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200130,M12-EPDM GASKET 11,9719,5261,4785,1268,689,1094,766,270299.57,243269.61,25247.88,30425.74,19162.1,289461.66
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200132,M20-SILI GASKET 13,530,310,300,23,2722,1122,785,19551.99,17596.79,1133.72,41391.2,100416.08,119968.07
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200133,M14-HNBR GASKET 14,8143,5583,2984,408,1141,586,410,484902.36,436412.12,75246.91,34895.34,67944.69,552847.05
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200136,M10-BFG GASKET 17,930,472,737,119,1983,532,372,12127.73,10914.96,1139.38,6937.58,25859.45,37987.18
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200145,M8-NBR GASKET 26,6899,6372,5376,1252,10,853,597,50939.7,45845.73,4711.9,6298.24,73.84,51013.53
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200147,M6-FKM GASKET 28,11556,8949,9337,473,1503,207,145,330506.75,297456.08,42203.06,5920.29,42986.47,373493.22
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200153,M8-NBR GASKET 34,11858,7085,6260,701,649,1127,789,625430.25,562887.23,123222.04,59441.72,34230.41,659660.66
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200155,M6-FKM GASKET 36,9145,8197,7069,1166,2634,304,213,260488.48,234439.63,35874.29,8659.21,75027.52,335515.99
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M18-AFLAS,MAT-200158,M18-AFLAS GASKET 39,10218,6937,6636,1573,1605,335,234,222185.78,199967.21,33909.09,7284.42,34900.0,257085.78
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200163,M6-FKM GASKET 04,9623,8127,4784,1740,51,742,519,553549.04,498194.13,36373.06,42682.47,2933.7,556482.74
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200165,M14-HNBR GASKET 06,8738,7555,6259,470,884,182,127,209962.25,188966.02,22820.14,4373.21,21241.32,231203.57
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200168,M10-BFG GASKET 09,2740,2526,1334,541,911,133,93,145703.03,131132.72,14916.55,7072.45,48443.6,194146.63
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200169,M8-NBR GASKET 10,9230,6949,4792,296,589,209,146,356701.01,321030.91,57355.93,8076.98,22762.39,379463.4
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M18-AFLAS,MAT-200174,M18-AFLAS GASKET 15,2862,2620,1893,344,2606,386,270,70331.17,63298.06,9032.51,9485.62,64040.2,134371.37
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200176,M10-BFG GASKET 17,7488,5609,2357,35,2702,658,461,387367.85,348631.06,61143.03,34039.54,139779.37,527147.22
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200177,M8-NBR GASKET 18,7395,5686,6133,105,531,1072,750,442144.63,397930.16,56507.86,64094.53,31748.32,473892.94
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200178,M12-EPDM GASKET 19,4744,2698,1863,220,1125,143,100,71037.18,63933.47,10293.09,2141.3,16845.88,87883.06
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200187,M6-FKM GASKET 28,9695,7228,5021,1614,716,95,66,391881.49,352693.34,41123.7,3839.99,28941.43,420822.91
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200192,M10-BFG GASKET 33,2031,1087,856,185,2738,135,94,30929.89,27836.9,1779.27,2055.9,41696.71,72626.6
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200196,M20-SILI GASKET 37,3877,3219,2796,550,1461,80,56,140537.98,126484.18,10011.09,2899.93,52960.02,193497.99
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200201,M8-NBR GASKET 02,1774,995,1044,283,1793,1192,834,85639.88,77075.89,6789.22,57543.82,86557.1,172196.98
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200202,M12-EPDM GASKET 03,6331,4237,2715,378,2118,1198,839,337112.33,303401.1,47910.62,63790.96,112779.01,449891.34
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200225,M8-NBR GASKET 26,2261,1754,1564,157,1066,1175,822,90627.32,81564.59,7499.14,47097.35,42728.32,133355.64
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200232,M10-BFG GASKET 33,5044,2782,4106,775,1422,655,458,80590.6,72531.54,9479.62,10465.27,22720.03,103310.64
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200243,M6-FKM GASKET 04,896,794,546,107,2631,165,115,52502.68,47252.41,6046.57,9668.46,154168.01,206670.69
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200248,M10-BFG GASKET 09,5700,2970,2527,97,830,96,67,318787.79,286909.01,60058.15,5369.06,46419.98,365207.77
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200253,M14-HNBR GASKET 14,8050,7344,5035,1381,2188,623,436,409967.65,368970.89,24568.56,31727.93,111429.72,521397.37
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200263,M22-NBR GASKET 24,2003,1045,1230,69,475,1031,722,60520.74,54468.67,8865.64,31151.71,14352.15,74872.89
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200267,M6-FKM GASKET 28,11222,7344,9775,895,2576,972,680,297127.08,267414.37,19268.77,25735.83,68205.25,365332.33
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200269,M14-HNBR GASKET 30,9150,7713,3579,989,629,556,389,482736.77,434463.09,69403.38,29333.51,33184.86,515921.63
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200274,M12-EPDM GASKET 35,6747,4861,4868,1072,3420,977,684,329973.42,296976.08,21387.35,47781.83,167260.87,497234.29
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200279,M22-NBR GASKET 40,7002,3584,3166,949,318,923,646,278422.75,250580.47,27107.38,36701.54,12644.73,291067.48
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200293,M14-HNBR GASKET 14,10777,8099,5723,4,2582,127,89,434900.31,391410.28,68859.73,5125.02,104195.29,539095.6
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200299,M6-FKM GASKET 20,10674,9777,9365,362,3436,703,492,235801.71,212221.54,27191.83,15530.13,75905.44,311707.15
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200300,M20-SILI GASKET 21,8522,4659,3643,262,1901,620,434,316928.17,285235.36,41330.69,23057.44,70697.07,387625.25
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200301,M14-HNBR GASKET 22,11278,8643,7703,1489,491,285,200,282275.01,254047.5,33313.74,7133.21,12289.15,294564.15
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200305,M8-NBR GASKET 26,7212,4749,5057,946,125,819,573,430063.44,387057.09,65131.9,48838.32,7453.96,437517.39
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200308,M20-SILI GASKET 29,6673,3665,5129,778,713,984,689,59173.66,53256.29,7117.97,8725.74,6322.62,65496.28
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200330,M12-EPDM GASKET 11,3156,1732,1724,199,108,486,340,139961.86,125965.68,11205.38,21553.06,4789.57,144751.43
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200335,M22-NBR GASKET 16,7892,4883,5286,816,2004,383,268,37855.64,34070.08,6033.93,1837.14,9612.61,47468.25
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200344,M10-BFG GASKET 25,10505,6097,7655,1948,2393,961,673,545580.63,491022.57,97656.07,49909.85,124281.24,669861.87
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200345,M8-NBR GASKET 26,5194,4356,3956,652,784,893,625,304587.57,274128.81,31035.8,52367.48,45975.48,350563.05
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200357,M14-HNBR GASKET 38,9455,6981,4810,1283,2034,583,408,363238.64,326914.77,33421.63,22397.47,78141.45,441380.08
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200362,M12-EPDM GASKET 03,820,581,564,44,422,1023,716,21633.29,19469.96,2540.32,26988.84,11133.23,32766.51
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200371,M6-FKM GASKET 12,7767,6014,6313,491,101,1104,773,57763.03,51986.73,5998.64,8210.43,751.14,58514.16
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200373,M14-HNBR GASKET 14,3511,2128,2227,617,3115,1067,747,170074.28,153066.85,23079.06,51685.92,150891.87,320966.15
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M18-AFLAS,MAT-200374,M18-AFLAS GASKET 15,4716,3075,3820,457,3301,582,407,45481.94,40933.75,8331.44,5612.91,31835.43,77317.37
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200385,M8-NBR GASKET 26,4077,2111,1282,362,505,1031,722,80318.29,72286.46,14057.76,20311.05,9948.67,90266.96
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200386,M12-EPDM GASKET 27,6562,5918,3813,116,1046,809,566,96395.21,86755.69,5657.56,11884.14,15365.65,111760.86
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200387,M6-FKM GASKET 28,8884,8148,4000,1135,1673,346,242,374756.31,337280.68,36676.56,14595.42,70572.64,445328.94
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200388,M20-SILI GASKET 29,9082,5577,7732,444,51,752,526,197198.67,177478.8,38375.39,16328.28,1107.37,198306.04
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200397,M14-HNBR GASKET 38,1104,730,927,110,2272,1065,746,6010.4,5409.36,712.64,5798.07,12369.23,18379.62
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200399,M22-NBR GASKET 40,7145,5973,4628,1014,3013,998,699,150635.38,135571.84,21692.6,21040.46,63521.96,214157.33
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200401,M8-NBR GASKET 02,10168,5935,7438,390,1016,84,59,319644.5,287680.05,43846.81,2640.65,31939.3,351583.8
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200402,M12-EPDM GASKET 03,4370,2459,3825,136,44,694,486,173239.11,155915.2,17862.0,27512.11,1744.28,174983.39
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M18-AFLAS,MAT-200406,M18-AFLAS GASKET 07,953,856,616,39,1560,927,649,18563.7,16707.33,1675.39,18057.24,30387.59,48951.29
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200410,M12-EPDM GASKET 11,4743,3426,2138,16,739,250,175,134081.29,120673.16,18594.08,7067.32,20891.01,154972.3
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200412,M20-SILI GASKET 13,9237,8164,7595,751,654,690,483,37670.18,33903.16,5936.36,2813.95,2667.13,40337.31
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200417,M8-NBR GASKET 18,727,396,246,73,1389,612,428,39865.44,35878.9,5606.24,33559.35,76166.57,116032.02
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200419,M6-FKM GASKET 20,5600,3959,3104,698,364,195,136,236488.1,212839.29,26319.19,8234.85,15371.73,251859.82
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M18-AFLAS,MAT-200422,M18-AFLAS GASKET 23,6618,4945,5625,289,1536,570,399,216689.59,195020.63,21061.0,18663.2,50292.42,266982.01
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200428,M20-SILI GASKET 29,1854,1625,1508,308,1498,60,42,23518.03,21166.23,3421.67,761.1,19002.16,42520.2
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200431,M22-NBR GASKET 32,1185,905,400,196,2649,398,279,32685.98,29417.38,5707.58,10978.07,73067.64,105753.62
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200433,M8-NBR GASKET 34,6950,5291,4145,1216,2713,185,130,248844.2,223959.78,39426.79,6623.91,97138.75,345982.96
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200436,M20-SILI GASKET 37,2852,1614,1636,21,2707,742,519,104830.81,94347.73,16624.09,27273.65,99501.06,204331.87
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200445,M14-HNBR GASKET 06,4250,3320,2703,420,214,225,158,73836.46,66452.81,11105.49,3908.99,3717.88,77554.34
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200449,M8-NBR GASKET 10,4294,3422,2601,32,532,1117,782,131708.1,118537.29,19127.39,34261.28,16317.82,148025.91
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200456,M10-BFG GASKET 17,2672,1396,1869,273,2891,1190,833,42827.01,38544.3,4975.63,19073.4,46337.15,89164.16
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200460,M20-SILI GASKET 21,9451,7065,5749,1663,3281,787,551,502317.32,452085.59,100355.32,41828.77,174383.99,676701.31
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200469,M14-HNBR GASKET 30,10123,8284,4153,47,2272,103,72,144752.47,130277.22,7973.85,1472.83,32488.16,177240.63
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200477,M14-HNBR GASKET 38,9414,8105,3996,1768,173,118,83,534476.86,481029.17,76499.39,6699.41,9822.02,544298.88
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200483,M6-FKM GASKET 04,6127,3950,4244,1122,719,356,249,204491.79,184042.62,32756.15,11881.68,23997.0,228488.79
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200495,M22-NBR GASKET 16,4398,4030,1384,259,1132,1115,780,120852.7,108767.43,17118.7,30639.1,31106.24,151958.94
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200505,M8-NBR GASKET 26,8808,5214,5853,628,982,121,85,357095.24,321385.71,65262.83,4905.6,39812.39,396907.62
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200513,M8-NBR GASKET 34,11666,8836,6788,697,1361,407,285,207075.25,186367.73,31331.24,7224.38,24158.19,231233.44
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200519,M22-NBR GASKET 40,10751,9700,6841,1175,266,590,413,235469.34,211922.4,21496.28,12922.23,5825.96,241295.29
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200520,M10-BFG GASKET 01,10577,7071,8544,163,2856,1153,807,363567.5,327210.75,53971.99,39632.53,98170.44,461737.94
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200529,M8-NBR GASKET 10,6333,3884,3485,391,2885,1037,726,239748.26,215773.43,47912.72,39257.69,109217.39,348965.65
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200532,M20-SILI GASKET 13,6707,5411,4130,1337,3367,119,83,168870.15,151983.13,8719.4,2996.21,84774.98,253645.13
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200533,M14-HNBR GASKET 14,5702,4349,2474,662,2597,554,388,110336.76,99303.08,12522.24,10720.2,50253.34,160590.1
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200537,M8-NBR GASKET 18,7275,3901,2479,180,2516,1115,780,298781.61,268903.45,41292.99,45792.64,103331.21,402112.81
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200555,M6-FKM GASKET 36,9976,9064,6352,1267,1708,142,99,218890.5,197001.45,35182.56,3115.72,37476.44,256366.94
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M18-AFLAS,MAT-200558,M18-AFLAS GASKET 39,437,300,333,18,746,350,245,20934.26,18840.83,3060.25,16766.57,35736.74,56671.0
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200561,M8-NBR GASKET 02,3392,1768,2891,662,3437,109,76,69964.45,62968.0,13059.32,2248.27,70892.63,140857.07
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M18-AFLAS,MAT-200566,M18-AFLAS GASKET 07,10655,6359,7717,107,3445,911,638,391372.81,352235.53,47987.09,33462.28,126539.59,517912.4
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200571,M6-FKM GASKET 12,11727,10610,4927,386,485,1162,813,381057.22,342951.49,46832.94,37758.04,15759.59,396816.81
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200572,M20-SILI GASKET 13,2458,1254,1617,340,2976,371,260,40259.26,36233.34,7957.18,6076.56,48743.52,89002.78
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200581,M14-HNBR GASKET 22,4580,2569,1747,288,667,488,342,35908.72,32317.85,2794.8,3826.08,5229.5,41138.23
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M18-AFLAS,MAT-200582,M18-AFLAS GASKET 23,8870,7975,7440,808,487,157,110,380317.57,342285.82,61211.74,6731.66,20881.02,401198.59
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200583,M22-NBR GASKET 24,685,411,339,106,1006,877,614,15559.75,14003.78,1691.84,19921.02,22851.25,38411.01
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200585,M8-NBR GASKET 26,7161,6313,5727,652,1986,676,473,58919.83,53027.85,3563.86,5562.05,16340.57,75260.4
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200591,M22-NBR GASKET 32,9874,8746,5316,88,2379,522,365,87987.97,79189.17,11530.02,4651.58,21199.45,109187.42
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200605,M14-HNBR GASKET 06,10241,7889,8763,2040,112,313,219,130396.32,117356.69,8495.69,3985.36,1426.07,131822.39
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200627,M6-FKM GASKET 28,7121,5275,5948,411,3254,253,177,161506.09,145355.48,22570.05,5738.1,73801.55,235307.63
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200631,M22-NBR GASKET 32,7335,5139,4582,1370,2004,71,50,187758.83,168982.95,18481.39,1817.43,51297.71,239056.54
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200635,M6-FKM GASKET 36,1882,1609,713,309,2326,892,624,50609.59,45548.63,8174.38,23987.12,62549.37,113158.96
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200648,M10-BFG GASKET 09,7377,4845,4212,1013,2565,1181,827,167659.83,150893.84,18015.52,26841.03,58295.71,225955.54
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200669,M14-HNBR GASKET 30,3832,2722,3310,72,3113,423,296,213366.47,192029.82,15817.98,23552.72,173332.41,386698.88
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200671,M22-NBR GASKET 32,6609,5051,5017,410,24,1111,778,211959.7,190763.73,10682.66,35631.29,769.71,212729.41
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200676,M20-SILI GASKET 37,5913,3785,5296,326,269,885,620,256421.22,230779.1,25824.34,38378.62,11665.37,268086.59
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200684,M20-SILI GASKET 05,6641,3370,5043,1260,2411,1000,700,21427.98,19285.18,3971.54,3226.62,7779.38,29207.36
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200688,M10-BFG GASKET 09,7852,5349,4801,752,67,967,677,60470.99,54423.89,11616.02,7447.2,515.99,60986.98
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200698,M12-EPDM GASKET 19,10934,7765,5600,1509,2497,124,87,534605.23,481144.7,43782.76,6062.84,122087.91,656693.14
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200699,M6-FKM GASKET 20,7283,4868,6075,882,533,348,244,286761.09,258084.98,19333.64,13702.16,20986.36,307747.45
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200703,M22-NBR GASKET 24,3753,2701,1681,296,1001,812,568,18177.64,16359.88,3454.41,3932.92,4848.34,23025.98
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200705,M8-NBR GASKET 26,8138,4790,2944,295,3443,1199,839,296879.22,267191.3,41153.62,43740.25,125602.75,422481.97
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200706,M12-EPDM GASKET 27,4725,4043,3146,683,1840,669,468,64664.58,58198.13,9525.95,9155.68,25181.55,89846.14
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200707,M6-FKM GASKET 28,5712,3734,4672,381,1580,637,446,59065.89,53159.3,8903.59,6587.0,16338.25,75404.14
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200712,M10-BFG GASKET 33,5607,3755,4581,45,394,162,113,46850.95,42165.86,4232.65,1353.64,3292.18,50143.14
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M22-NBR,MAT-200727,M22-NBR GASKET 08,424,291,214,74,1700,300,210,1991.54,1792.38,204.61,1409.11,7984.93,9976.47
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200728,M10-BFG GASKET 09,282,251,172,37,682,526,368,5718.23,5146.41,347.19,10665.93,13829.2,19547.44
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200729,M8-NBR GASKET 10,4929,3842,1564,748,2769,241,169,111698.95,100529.06,16445.91,5461.44,62749.93,174448.88
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200737,M8-NBR GASKET 18,5844,5309,4987,500,844,433,303,22931.61,20638.45,4098.79,1699.07,3311.82,26243.43
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M10-BFG,MAT-200744,M10-BFG GASKET 25,3075,2840,1960,492,2004,147,103,126140.52,113526.47,24948.8,6030.13,82206.7,208347.22
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M8-NBR,MAT-200761,M8-NBR GASKET 02,6491,4081,4508,1175,620,275,192,181119.67,163007.7,18326.67,7673.38,17299.98,198419.65
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M12-EPDM,MAT-200762,M12-EPDM GASKET 03,1337,812,959,237,3367,1072,750,25314.54,22783.09,2118.78,20297.08,63750.24,89064.78
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M6-FKM,MAT-200771,M6-FKM GASKET 12,6806,5034,4644,1118,3418,220,154,178550.87,160695.78,13131.87,5771.55,89668.95,268219.82
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M20-SILI,MAT-200772,M20-SILI GASKET 13,4402,3670,2175,206,23,1060,742,227336.3,204602.67,16423.67,54742.5,1187.81,228524.11
P01,NW12,Northwind Cerrado,2026.04.03,OPS-M14-HNBR,MAT-200773,M14-HNBR GASKET 14,3518,2090,1203,240,555,689,482,120205.51,108184.95,13401.21,23542.24,18963.63,139169.14
