WC Schedule Label,Plant,Plant name,Size,WC-Group,WC-Description,WC-Description long,Weekly Schedule,Hours,Days,AP Limit,Weekly available time,Suggested % Limit,AP Limit (in %),AP Limit time (in H),OEE (in %),Daily breaks (in H),NR of stands per WC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
NW07_EXTRUSION_1 8/5 (8H/5D),NW07,Northwind West Coast,M,,EXTRUSION_1,Extrusion line A,8/5,8,5,Downside Limit 1 (hrs),18.58,0.7,0.7,18.58,0.7885,1.0,2,79.62,78.31,77.55,76.6,80.17,76.0,81.95,82.09,81.3,76.21,82.7,80.0
NW07_EXTRUSION_1 8/5 (8H/5D),NW07,Northwind West Coast,M,,EXTRUSION_1,Extrusion line A,8/5,8,5,"Available Capacity, hours",26.54,1.0,1.0,26.54,0.7885,1.0,2,115.82,116.37,116.28,113.9,112.49,110.52,109.1,110.54,111.59,117.56,119.33,109.37
NW07_EXTRUSION_1 8/5 (8H/5D),NW07,Northwind West Coast,M,,EXTRUSION_1,Extrusion line A,8/5,8,5,Upside Limit 1 (hrs),34.5,1.3,1.3,34.5,0.7885,1.0,2,146.07,155.53,150.48,144.71,149.75,146.89,147.89,155.56,142.77,151.76,142.46,149.23
NW07_EXTRUSION_1 8/5 (8H/5D),NW07,Northwind West Coast,M,,EXTRUSION_1,Extrusion line A,8/5,8,5,Upside Limit 2 (hrs),42.46,1.6,1.6,42.46,0.7885,1.0,2,189.37,184.52,185.94,186.66,185.21,179.76,177.08,183.6,187.69,185.83,184.44,189.07
NW07_GRINDING_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,GRINDING_1,Grinding line,8/5,8,5,Downside Limit 2 (hrs),13.27,0.5,0.5,13.27,0.7885,1.0,1,59.52,58.63,55.48,55.28,55.16,54.5,57.5,58.03,55.11,57.63,56.42,57.85
NW07_GRINDING_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,GRINDING_1,Grinding line,8/5,8,5,Downside Limit 1 (hrs),18.58,0.7,0.7,18.58,0.7885,1.0,1,76.73,76.84,80.44,76.32,76.9,82.24,80.01,76.33,81.48,82.21,78.23,83.1
NW07_GRINDING_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,GRINDING_1,Grinding line,8/5,8,5,"Available Capacity, hours",26.54,1.0,1.0,26.54,0.7885,1.0,1,116.83,114.3,112.12,119.03,118.48,111.52,109.38,109.87,112.94,116.03,112.84,114.31
NW07_GRINDING_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,GRINDING_1,Grinding line,8/5,8,5,Upside Limit 1 (hrs),34.5,1.3,1.3,34.5,0.7885,1.0,1,154.69,145.8,151.41,151.04,153.36,145.52,154.25,147.51,148.04,148.23,147.19,151.32
NW07_GRINDING_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,GRINDING_1,Grinding line,8/5,8,5,Upside Limit 2 (hrs),42.46,1.6,1.6,42.46,0.7885,1.0,1,191.17,180.33,183.94,189.46,187.0,174.2,182.66,178.13,173.7,190.15,183.93,173.53
NW07_ASSY_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,ASSY_1,Assembly cell,8/5,8,5,Downside Limit 2 (hrs),13.27,0.5,0.5,13.27,0.7885,1.0,1,56.87,54.7,59.15,55.52,57.91,58.61,58.27,55.31,56.33,57.88,58.11,54.36
NW07_ASSY_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,ASSY_1,Assembly cell,8/5,8,5,Downside Limit 1 (hrs),18.58,0.7,0.7,18.58,0.7885,1.0,1,82.88,76.46,78.78,80.76,76.96,78.94,77.03,80.26,75.98,80.62,79.96,77.4
NW07_ASSY_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,ASSY_1,Assembly cell,8/5,8,5,"Available Capacity, hours",26.54,1.0,1.0,26.54,0.7885,1.0,1,116.96,115.81,110.02,116.77,117.03,110.98,110.55,114.19,109.57,110.77,109.46,108.98
NW07_ASSY_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,ASSY_1,Assembly cell,8/5,8,5,Upside Limit 1 (hrs),34.5,1.3,1.3,34.5,0.7885,1.0,1,147.68,148.31,151.36,145.99,148.14,145.12,153.77,150.37,143.37,152.81,148.65,153.65
NW07_ASSY_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,ASSY_1,Assembly cell,8/5,8,5,Upside Limit 2 (hrs),42.46,1.6,1.6,42.46,0.7885,1.0,1,176.16,191.48,180.66,186.86,181.5,190.86,178.65,180.03,179.05,184.26,186.9,179.39
NW08_PRESS_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,PRESS_1,Press 3300T,8/5,8,5,Downside Limit 2 (hrs),13.5,0.5,0.5,13.5,0.8,1.0,1,59.83,60.3,57.1,59.59,56.22,55.46,60.74,55.79,55.99,55.72,57.85,57.6
NW08_PRESS_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,PRESS_1,Press 3300T,8/5,8,5,Downside Limit 1 (hrs),18.9,0.7,0.7,18.9,0.8,1.0,1,83.03,83.22,80.48,83.88,83.24,84.73,81.61,79.08,82.41,79.15,78.78,85.05
NW08_PRESS_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,PRESS_1,Press 3300T,8/5,8,5,"Available Capacity, hours",27.0,1.0,1.0,27.0,0.8,1.0,1,113.13,117.08,112.89,114.96,120.34,118.36,121.39,118.68,114.67,121.02,111.28,116.67
NW08_PRESS_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,PRESS_1,Press 3300T,8/5,8,5,Upside Limit 1 (hrs),35.1,1.3,1.3,35.1,0.8,1.0,1,149.95,150.7,146.22,148.77,158.4,144.37,143.77,147.05,153.22,157.29,154.36,156.19
NW08_PRESS_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,PRESS_1,Press 3300T,8/5,8,5,Upside Limit 2 (hrs),43.2,1.6,1.6,43.2,0.8,1.0,1,182.49,178.59,177.52,187.58,181.28,177.25,185.32,193.03,189.34,183.56,187.56,191.95
NW08_PRESS_2 8/5 (8H/5D),NW08,Northwind Iberia,M,,PRESS_2,Press 5500T,8/5,8,5,Downside Limit 2 (hrs),13.5,0.5,0.5,13.5,0.8,1.0,2,59.24,55.16,55.84,56.51,55.78,59.72,57.55,60.94,56.58,58.96,56.0,58.19
NW08_PRESS_2 8/5 (8H/5D),NW08,Northwind Iberia,M,,PRESS_2,Press 5500T,8/5,8,5,Downside Limit 1 (hrs),18.9,0.7,0.7,18.9,0.8,1.0,2,83.46,80.0,81.54,82.68,82.35,83.62,82.33,84.53,83.65,84.43,78.29,80.07
NW08_PRESS_2 8/5 (8H/5D),NW08,Northwind Iberia,M,,PRESS_2,Press 5500T,8/5,8,5,"Available Capacity, hours",27.0,1.0,1.0,27.0,0.8,1.0,2,120.06,110.77,119.34,115.34,115.27,114.15,116.29,112.9,113.58,116.9,121.61,110.92
NW08_PRESS_2 8/5 (8H/5D),NW08,Northwind Iberia,M,,PRESS_2,Press 5500T,8/5,8,5,Upside Limit 1 (hrs),35.1,1.3,1.3,35.1,0.8,1.0,2,149.72,154.9,147.52,151.6,148.78,148.91,148.14,151.1,150.81,153.42,151.72,150.48
NW08_PRESS_2 8/5 (8H/5D),NW08,Northwind Iberia,M,,PRESS_2,Press 5500T,8/5,8,5,Upside Limit 2 (hrs),43.2,1.6,1.6,43.2,0.8,1.0,2,191.52,191.66,188.6,183.79,179.13,192.87,194.78,178.25,188.69,192.37,183.8,190.28
NW08_PRESS_3 8/5 (8H/5D),NW08,Northwind Iberia,M,,PRESS_3,Press 8000T,8/5,8,5,Downside Limit 2 (hrs),13.5,0.5,0.5,13.5,0.8,1.0,2,58.35,59.45,56.41,57.39,55.86,55.98,57.18,58.68,55.42,60.85,55.42,59.77
NW08_PRESS_3 8/5 (8H/5D),NW08,Northwind Iberia,M,,PRESS_3,Press 8000T,8/5,8,5,Downside Limit 1 (hrs),18.9,0.7,0.7,18.9,0.8,1.0,2,78.31,79.84,79.12,78.53,79.35,79.52,79.92,83.64,85.07,77.24,81.82,82.09
NW08_PRESS_3 8/5 (8H/5D),NW08,Northwind Iberia,M,,PRESS_3,Press 8000T,8/5,8,5,"Available Capacity, hours",27.0,1.0,1.0,27.0,0.8,1.0,2,112.75,111.03,115.54,114.65,113.41,113.9,112.55,115.47,115.72,114.16,119.41,113.73
NW08_PRESS_3 8/5 (8H/5D),NW08,Northwind Iberia,M,,PRESS_3,Press 8000T,8/5,8,5,Upside Limit 1 (hrs),35.1,1.3,1.3,35.1,0.8,1.0,2,150.26,152.76,156.29,152.57,154.23,153.03,155.99,144.23,156.51,146.14,154.54,156.02
NW08_PRESS_3 8/5 (8H/5D),NW08,Northwind Iberia,M,,PRESS_3,Press 8000T,8/5,8,5,Upside Limit 2 (hrs),43.2,1.6,1.6,43.2,0.8,1.0,2,191.72,190.74,179.81,183.67,180.56,188.25,185.2,192.22,194.55,187.73,182.79,178.51
NW08_PRESS_4 24/5 (24H/5D),NW08,Northwind Iberia,L,,PRESS_4,Press 13900T,24/5,24,5,Downside Limit 2 (hrs),43.0,0.5,0.5,43.0,0.8,2.0,3,188.86,188.74,185.64,181.84,188.26,180.57,186.35,191.43,190.29,181.45,182.71,176.65
NW08_PRESS_4 24/5 (24H/5D),NW08,Northwind Iberia,L,,PRESS_4,Press 13900T,24/5,24,5,Downside Limit 1 (hrs),60.2,0.7,0.7,60.2,0.8,2.0,3,265.77,250.16,261.56,266.83,247.09,250.06,254.74,270.6,247.42,253.61,256.12,251.37
NW08_PRESS_4 24/5 (24H/5D),NW08,Northwind Iberia,L,,PRESS_4,Press 13900T,24/5,24,5,"Available Capacity, hours",86.0,1.0,1.0,86.0,0.8,2.0,3,363.05,380.88,366.97,382.26,372.46,373.4,372.16,384.07,378.22,374.73,352.54,384.33
NW08_PRESS_4 24/5 (24H/5D),NW08,Northwind Iberia,L,,PRESS_4,Press 13900T,24/5,24,5,Upside Limit 1 (hrs),111.8,1.3,1.3,111.8,0.8,2.0,3,474.95,489.47,492.16,475.86,504.63,470.45,503.68,461.47,482.75,497.62,494.26,467.09
NW08_PRESS_4 24/5 (24H/5D),NW08,Northwind Iberia,L,,PRESS_4,Press 13900T,24/5,24,5,Upside Limit 2 (hrs),137.6,1.6,1.6,137.6,0.8,2.0,3,583.14,607.51,608.79,603.04,600.1,596.62,603.86,592.75,590.28,596.62,603.32,575.25
NW08_GRINDING_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,GRINDING_1,Grinding line,8/5,8,5,Downside Limit 2 (hrs),12.7,0.5,0.5,12.7,0.76,1.0,1,54.2,55.81,55.73,52.08,53.53,51.92,54.75,55.97,57.03,57.0,53.99,52.76
NW08_GRINDING_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,GRINDING_1,Grinding line,8/5,8,5,Downside Limit 1 (hrs),17.78,0.7,0.7,17.78,0.76,1.0,1,76.57,74.52,78.89,78.59,72.87,75.37,76.62,75.5,77.38,75.28,76.54,79.54
NW08_GRINDING_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,GRINDING_1,Grinding line,8/5,8,5,"Available Capacity, hours",25.4,1.0,1.0,25.4,0.76,1.0,1,110.9,106.11,106.95,107.88,110.46,112.23,105.44,107.36,112.69,108.84,107.03,105.15
NW08_GRINDING_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,GRINDING_1,Grinding line,8/5,8,5,Upside Limit 1 (hrs),33.02,1.3,1.3,33.02,0.76,1.0,1,135.74,143.36,145.45,148.83,146.87,142.58,144.81,138.38,135.93,143.49,143.84,143.74
NW08_GRINDING_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,GRINDING_1,Grinding line,8/5,8,5,Upside Limit 2 (hrs),40.64,1.6,1.6,40.64,0.76,1.0,1,181.55,166.52,171.18,181.67,170.05,178.45,180.83,170.81,182.62,168.06,180.88,180.8
NW08_ASSY_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,ASSY_1,Assembly cell,8/5,8,5,Downside Limit 2 (hrs),12.7,0.5,0.5,12.7,0.76,1.0,1,52.66,52.86,55.79,55.86,53.55,56.27,55.36,53.3,52.29,52.98,53.78,52.17
NW08_ASSY_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,ASSY_1,Assembly cell,8/5,8,5,Downside Limit 1 (hrs),17.78,0.7,0.7,17.78,0.76,1.0,1,74.0,80.21,74.44,73.53,72.71,78.38,78.56,76.94,76.98,75.68,80.07,80.13
NW08_ASSY_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,ASSY_1,Assembly cell,8/5,8,5,"Available Capacity, hours",25.4,1.0,1.0,25.4,0.76,1.0,1,112.8,104.96,114.33,106.8,108.84,114.51,104.83,108.76,110.6,110.22,108.19,104.73
NW08_ASSY_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,ASSY_1,Assembly cell,8/5,8,5,Upside Limit 1 (hrs),33.02,1.3,1.3,33.02,0.76,1.0,1,135.17,139.99,137.08,147.24,147.03,137.06,144.05,136.51,141.79,144.92,138.51,148.0
NW08_ASSY_1 8/5 (8H/5D),NW08,Northwind Iberia,S,,ASSY_1,Assembly cell,8/5,8,5,Upside Limit 2 (hrs),40.64,1.6,1.6,40.64,0.76,1.0,1,180.26,169.59,171.21,176.09,176.59,172.4,172.13,167.39,169.76,173.22,174.92,178.29
NW09_PRESS_1 12/5 (12H/5D),NW09,Northwind Alpine,S,,PRESS_1,Press 3300T,12/5,12,5,Downside Limit 2 (hrs),20.9,0.5,0.5,20.9,0.78,1.0,1,87.83,87.57,91.91,86.94,90.8,89.05,89.96,86.15,87.25,87.85,90.41,94.27
NW09_PRESS_1 12/5 (12H/5D),NW09,Northwind Alpine,S,,PRESS_1,Press 3300T,12/5,12,5,Downside Limit 1 (hrs),29.26,0.7,0.7,29.26,0.78,1.0,1,131.13,126.14,122.63,129.11,126.69,122.79,120.35,131.73,122.32,131.1,124.61,121.85
NW09_PRESS_1 12/5 (12H/5D),NW09,Northwind Alpine,S,,PRESS_1,Press 3300T,12/5,12,5,"Available Capacity, hours",41.8,1.0,1.0,41.8,0.78,1.0,1,175.75,178.6,179.13,170.89,184.41,179.14,187.12,185.49,180.23,171.23,180.26,180.47
NW09_PRESS_1 12/5 (12H/5D),NW09,Northwind Alpine,S,,PRESS_1,Press 3300T,12/5,12,5,Upside Limit 1 (hrs),54.34,1.3,1.3,54.34,0.78,1.0,1,225.17,238.9,238.27,225.67,234.58,236.13,225.93,245.1,222.12,237.01,242.24,243.72
NW09_PRESS_1 12/5 (12H/5D),NW09,Northwind Alpine,S,,PRESS_1,Press 3300T,12/5,12,5,Upside Limit 2 (hrs),66.88,1.6,1.6,66.88,0.78,1.0,1,280.03,286.26,296.57,290.0,293.23,276.12,299.69,275.2,284.0,280.31,292.04,277.49
NW09_PRESS_2 12/5 (12H/5D),NW09,Northwind Alpine,M,,PRESS_2,Press 5500T,12/5,12,5,Downside Limit 2 (hrs),20.9,0.5,0.5,20.9,0.78,1.0,2,87.78,89.42,86.93,91.5,90.93,94.1,86.01,93.58,89.66,85.88,87.57,87.22
NW09_PRESS_2 12/5 (12H/5D),NW09,Northwind Alpine,M,,PRESS_2,Press 5500T,12/5,12,5,Downside Limit 1 (hrs),29.26,0.7,0.7,29.26,0.78,1.0,2,124.23,129.99,120.73,119.82,131.64,119.55,125.91,125.69,122.37,120.55,123.54,131.79
NW09_PRESS_2 12/5 (12H/5D),NW09,Northwind Alpine,M,,PRESS_2,Press 5500T,12/5,12,5,"Available Capacity, hours",41.8,1.0,1.0,41.8,0.78,1.0,2,174.93,176.72,174.09,185.45,172.24,172.67,180.61,180.8,186.78,171.03,171.07,176.4
NW09_PRESS_2 12/5 (12H/5D),NW09,Northwind Alpine,M,,PRESS_2,Press 5500T,12/5,12,5,Upside Limit 1 (hrs),54.34,1.3,1.3,54.34,0.78,1.0,2,224.81,237.35,227.94,227.53,236.25,224.07,232.98,226.73,222.78,240.41,243.7,234.76
NW09_PRESS_2 12/5 (12H/5D),NW09,Northwind Alpine,M,,PRESS_2,Press 5500T,12/5,12,5,Upside Limit 2 (hrs),66.88,1.6,1.6,66.88,0.78,1.0,2,281.5,291.64,295.31,288.63,280.63,295.55,278.2,292.57,280.82,291.01,297.98,297.83
NW09_PRESS_3 12/5 (12H/5D),NW09,Northwind Alpine,M,,PRESS_3,Press 8000T,12/5,12,5,Downside Limit 2 (hrs),20.9,0.5,0.5,20.9,0.78,1.0,2,89.12,88.91,92.63,88.65,90.51,92.73,93.44,88.2,91.87,86.97,86.35,94.05
NW09_PRESS_3 12/5 (12H/5D),NW09,Northwind Alpine,M,,PRESS_3,Press 8000T,12/5,12,5,Downside Limit 1 (hrs),29.26,0.7,0.7,29.26,0.78,1.0,2,131.54,120.73,123.25,130.42,129.82,126.23,127.12,131.33,127.18,129.12,126.69,131.56
NW09_PRESS_3 12/5 (12H/5D),NW09,Northwind Alpine,M,,PRESS_3,Press 8000T,12/5,12,5,"Available Capacity, hours",41.8,1.0,1.0,41.8,0.78,1.0,2,186.96,178.09,180.27,174.34,171.53,182.19,179.84,186.19,179.63,183.78,174.53,187.22
NW09_PRESS_3 12/5 (12H/5D),NW09,Northwind Alpine,M,,PRESS_3,Press 8000T,12/5,12,5,Upside Limit 1 (hrs),54.34,1.3,1.3,54.34,0.78,1.0,2,237.4,230.97,231.57,225.45,244.83,240.74,224.41,237.21,241.51,239.94,240.69,234.81
NW09_PRESS_3 12/5 (12H/5D),NW09,Northwind Alpine,M,,PRESS_3,Press 8000T,12/5,12,5,Upside Limit 2 (hrs),66.88,1.6,1.6,66.88,0.78,1.0,2,284.72,283.94,280.11,280.82,281.72,277.48,297.13,276.36,292.95,278.97,295.35,290.81
NW09_PRESS_4 24/5 (24H/5D),NW09,Northwind Alpine,L,,PRESS_4,Press 11000T,24/5,24,5,Downside Limit 2 (hrs),41.8,0.5,0.5,41.8,0.78,2.0,3,181.02,175.25,183.71,186.91,173.68,181.94,178.5,173.83,181.95,187.32,170.78,186.5
NW09_PRESS_4 24/5 (24H/5D),NW09,Northwind Alpine,L,,PRESS_4,Press 11000T,24/5,24,5,Downside Limit 1 (hrs),58.52,0.7,0.7,58.52,0.78,2.0,3,245.36,250.53,255.99,257.51,253.82,246.0,247.23,263.22,262.8,250.78,248.34,261.76
NW09_PRESS_4 24/5 (24H/5D),NW09,Northwind Alpine,L,,PRESS_4,Press 11000T,24/5,24,5,"Available Capacity, hours",83.6,1.0,1.0,83.6,0.78,2.0,3,345.63,365.29,359.65,348.3,356.02,358.31,364.33,368.05,364.64,374.89,346.85,365.27
NW09_PRESS_4 24/5 (24H/5D),NW09,Northwind Alpine,L,,PRESS_4,Press 11000T,24/5,24,5,Upside Limit 1 (hrs),108.68,1.3,1.3,108.68,0.78,2.0,3,452.5,477.89,469.28,461.21,482.51,469.03,449.24,464.13,486.34,450.36,476.83,452.76
NW09_PRESS_4 24/5 (24H/5D),NW09,Northwind Alpine,L,,PRESS_4,Press 11000T,24/5,24,5,Upside Limit 2 (hrs),133.76,1.6,1.6,133.76,0.78,2.0,3,550.57,584.45,584.33,567.61,576.02,560.1,586.02,594.04,581.38,592.53,571.01,555.75
NW09_EXTRUSION_1 12/5 (12H/5D),NW09,Northwind Alpine,M,,EXTRUSION_1,Extrusion line A,12/5,12,5,Downside Limit 2 (hrs),19.73,0.5,0.5,19.73,0.741,1.0,2,87.14,82.24,82.17,88.0,87.18,80.67,80.63,80.81,82.76,80.64,81.87,82.68
NW09_EXTRUSION_1 12/5 (12H/5D),NW09,Northwind Alpine,M,,EXTRUSION_1,Extrusion line A,12/5,12,5,Downside Limit 1 (hrs),27.62,0.7,0.7,27.62,0.741,1.0,2,117.74,121.82,114.5,115.23,113.06,121.19,121.77,117.71,123.66,118.36,119.15,118.75
NW09_EXTRUSION_1 12/5 (12H/5D),NW09,Northwind Alpine,M,,EXTRUSION_1,Extrusion line A,12/5,12,5,"Available Capacity, hours",39.46,1.0,1.0,39.46,0.741,1.0,2,170.71,164.46,174.03,169.97,173.51,177.46,172.08,163.47,176.22,175.31,170.65,175.99
NW09_EXTRUSION_1 12/5 (12H/5D),NW09,Northwind Alpine,M,,EXTRUSION_1,Extrusion line A,12/5,12,5,Upside Limit 1 (hrs),51.3,1.3,1.3,51.3,0.741,1.0,2,230.51,219.53,227.32,212.14,226.74,223.06,220.72,229.54,227.89,223.31,212.29,214.57
NW09_EXTRUSION_1 12/5 (12H/5D),NW09,Northwind Alpine,M,,EXTRUSION_1,Extrusion line A,12/5,12,5,Upside Limit 2 (hrs),63.14,1.6,1.6,63.14,0.741,1.0,2,270.18,269.34,269.07,271.33,279.99,281.17,268.9,261.66,278.89,271.88,276.16,273.46
NW09_GRINDING_1 12/5 (12H/5D),NW09,Northwind Alpine,S,,GRINDING_1,Grinding line,12/5,12,5,Downside Limit 2 (hrs),19.73,0.5,0.5,19.73,0.741,1.0,1,85.38,82.72,87.15,81.6,84.61,88.4,85.88,80.62,83.63,86.46,80.98,85.89
NW09_GRINDING_1 12/5 (12H/5D),NW09,Northwind Alpine,S,,GRINDING_1,Grinding line,12/5,12,5,Downside Limit 1 (hrs),27.62,0.7,0.7,27.62,0.741,1.0,1,117.39,119.22,116.72,120.56,121.96,116.33,115.2,124.39,116.88,120.54,114.53,123.71
NW09_GRINDING_1 12/5 (12H/5D),NW09,Northwind Alpine,S,,GRINDING_1,Grinding line,12/5,12,5,"Available Capacity, hours",39.46,1.0,1.0,39.46,0.741,1.0,1,176.31,167.67,165.89,167.93,178.15,174.6,172.04,163.99,173.28,164.19,163.09,174.62
NW09_GRINDING_1 12/5 (12H/5D),NW09,Northwind Alpine,S,,GRINDING_1,Grinding line,12/5,12,5,Upside Limit 1 (hrs),51.3,1.3,1.3,51.3,0.741,1.0,1,222.65,215.81,229.63,226.29,209.86,224.25,216.36,231.03,228.89,228.17,220.71,211.63
NW09_GRINDING_1 12/5 (12H/5D),NW09,Northwind Alpine,S,,GRINDING_1,Grinding line,12/5,12,5,Upside Limit 2 (hrs),63.14,1.6,1.6,63.14,0.741,1.0,1,266.29,265.85,271.33,282.53,273.98,260.05,262.97,276.87,282.19,283.64,265.19,267.74
NW10_PRESS_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,PRESS_1,Press 3300T,12/5,12,5,Downside Limit 2 (hrs),19.35,0.5,0.5,19.35,0.77,1.5,1,85.62,79.71,83.77,86.42,80.36,86.14,81.43,79.21,80.09,81.26,82.78,87.02
NW10_PRESS_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,PRESS_1,Press 3300T,12/5,12,5,Downside Limit 1 (hrs),27.09,0.7,0.7,27.09,0.77,1.5,1,115.26,119.48,121.74,114.05,119.58,120.17,111.74,114.79,111.82,112.94,116.55,118.99
NW10_PRESS_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,PRESS_1,Press 3300T,12/5,12,5,"Available Capacity, hours",38.7,1.0,1.0,38.7,0.77,1.5,1,164.06,170.26,163.93,166.9,168.26,164.36,172.46,172.49,166.7,174.65,167.26,164.39
NW10_PRESS_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,PRESS_1,Press 3300T,12/5,12,5,Upside Limit 1 (hrs),50.31,1.3,1.3,50.31,0.77,1.5,1,222.96,219.21,221.59,222.82,222.14,208.82,227.06,207.13,216.93,220.17,206.19,216.0
NW10_PRESS_1 12/5 (12H/5D),NW10,Northwind Baltics,S,,PRESS_1,Press 3300T,12/5,12,5,Upside Limit 2 (hrs),61.92,1.6,1.6,61.92,0.77,1.5,1,276.41,263.92,254.73,255.21,264.06,274.09,262.31,272.87,274.03,264.17,277.21,273.8
NW10_PRESS_2 12/5 (12H/5D),NW10,Northwind Baltics,M,,PRESS_2,Press 5500T,12/5,12,5,Downside Limit 2 (hrs),19.35,0.5,0.5,19.35,0.77,1.5,2,81.41,80.02,83.48,86.36,80.92,80.05,79.09,79.45,85.86,84.87,82.86,83.57
NW10_PRESS_2 12/5 (12H/5D),NW10,Northwind Baltics,M,,PRESS_2,Press 5500T,12/5,12,5,Downside Limit 1 (hrs),27.09,0.7,0.7,27.09,0.77,1.5,2,116.9,120.91,120.1,114.14,115.19,119.14,114.56,122.29,116.91,118.19,118.64,112.69
NW10_PRESS_2 12/5 (12H/5D),NW10,Northwind Baltics,M,,PRESS_2,Press 5500T,12/5,12,5,"Available Capacity, hours",38.7,1.0,1.0,38.7,0.77,1.5,2,167.71,162.04,158.55,167.34,169.38,168.83,173.11,161.72,171.3,166.83,168.43,172.54
NW10_PRESS_2 12/5 (12H/5D),NW10,Northwind Baltics,M,,PRESS_2,Press 5500T,12/5,12,5,Upside Limit 1 (hrs),50.31,1.3,1.3,50.31,0.77,1.5,2,207.18,214.56,220.79,220.4,224.23,225.13,207.7,225.22,224.67,209.98,220.78,212.35
NW10_PRESS_2 12/5 (12H/5D),NW10,Northwind Baltics,M,,PRESS_2,Press 5500T,12/5,12,5,Upside Limit 2 (hrs),61.92,1.6,1.6,61.92,0.77,1.5,2,278.55,272.68,257.92,265.92,271.9,255.28,259.17,274.35,255.62,258.17,269.04,253.58
NW10_PRESS_3 12/5 (12H/5D),NW10,Northwind Baltics,M,,PRESS_3,Press 8000T,12/5,12,5,Downside Limit 2 (hrs),19.35,0.5,0.5,19.35,0.77,1.5,2,85.37,86.48,82.82,85.59,80.91,81.36,85.99,86.57,83.88,81.51,85.03,86.27
NW10_PRESS_3 12/5 (12H/5D),NW10,Northwind Baltics,M,,PRESS_3,Press 8000T,12/5,12,5,Downside Limit 1 (hrs),27.09,0.7,0.7,27.09,0.77,1.5,2,114.16,111.77,117.16,114.8,114.04,119.83,115.89,121.16,120.9,120.4,111.41,116.63
NW10_PRESS_3 12/5 (12H/5D),NW10,Northwind Baltics,M,,PRESS_3,Press 8000T,12/5,12,5,"Available Capacity, hours",38.7,1.0,1.0,38.7,0.77,1.5,2,165.68,165.74,173.1,158.15,173.51,172.13,172.78,169.33,171.41,174.21,168.37,161.62
NW10_PRESS_3 12/5 (12H/5D),NW10,Northwind Baltics,M,,PRESS_3,Press 8000T,12/5,12,5,Upside Limit 1 (hrs),50.31,1.3,1.3,50.31,0.77,1.5,2,222.14,223.35,218.64,225.99,218.6,209.67,205.75,212.46,224.27,209.68,207.56,212.6
NW10_PRESS_3 12/5 (12H/5D),NW10,Northwind Baltics,M,,PRESS_3,Press 8000T,12/5,12,5,Upside Limit 2 (hrs),61.92,1.6,1.6,61.92,0.77,1.5,2,256.06,273.54,277.72,268.49,279.21,269.74,268.45,273.31,271.68,257.91,264.42,278.46
NW10_PRESS_4 24/5 (24H/5D),NW10,Northwind Baltics,L,,PRESS_4,Press 13900T,24/5,24,5,Downside Limit 2 (hrs),41.2,0.5,0.5,41.2,0.77,2.0,3,182.78,180.79,179.74,171.64,174.87,180.12,171.95,170.62,183.99,184.42,180.33,178.9
NW10_PRESS_4 24/5 (24H/5D),NW10,Northwind Baltics,L,,PRESS_4,Press 13900T,24/5,24,5,Downside Limit 1 (hrs),57.68,0.7,0.7,57.68,0.77,2.0,3,239.89,246.37,235.65,260.29,256.19,249.85,238.22,240.82,248.74,241.42,242.98,255.01
NW10_PRESS_4 24/5 (24H/5D),NW10,Northwind Baltics,L,,PRESS_4,Press 13900T,24/5,24,5,"Available Capacity, hours",82.4,1.0,1.0,82.4,0.77,2.0,3,344.12,369.44,342.9,348.71,341.76,360.85,337.79,360.16,348.57,371.74,339.99,345.85
NW10_PRESS_4 24/5 (24H/5D),NW10,Northwind Baltics,L,,PRESS_4,Press 13900T,24/5,24,5,Upside Limit 1 (hrs),107.12,1.3,1.3,107.12,0.77,2.0,3,459.3,443.85,482.1,467.08,458.19,470.36,458.87,453.44,450.95,452.2,471.58,461.92
