Connector,Plant,Type,Sap code,Material description,Total QTY,Tool No.,Work center,Group,Cycle times Standard Value (Machine),OPS plan GD,Rev no,Material Status
NW12_MAT-200362,NW12,Gaskets,MAT-200362,M12-EPDM GASKET 03,110277,T-70618-B,ASSY_1,N/54632762,0.529,52142,D,Active
NW12_MAT-200371,NW12,Gaskets,MAT-200371,M6-FKM GASKET 12,143257,T-70087-A,GRINDING_1,N/57555227,0.344,46908,D,Active
NW12_MAT-200373,NW12,Gaskets,MAT-200373,M14-HNBR GASKET 14,184596,T-70338-B,GRINDING_1,N/57456441,0.524,194827,C,Active
NW12_MAT-200374,NW12,Gaskets,MAT-200374,M18-AFLAS GASKET 15,200187,T-70361-B,PRESS_1,N/55073512,0.751,196729,A,Active
NW12_MAT-200385,NW12,Gaskets,MAT-200385,M8-NBR GASKET 26,215184,T-70044-C,PRESS_1,N/55230861,0.495,12790,A,Active
NW12_MAT-200386,NW12,Gaskets,MAT-200386,M12-EPDM GASKET 27,38184,T-70419-B,PRESS_1,N/50009088,0.553,201156,C,Phase-out
NW12_MAT-200387,NW12,Gaskets,MAT-200387,M6-FKM GASKET 28,71011,T-70026-A,PRESS_3,N/50129285,0.361,31562,C,Active
NW12_MAT-200388,NW12,Gaskets,MAT-200388,M20-SILI GASKET 29,138397,T-70039-B,GRINDING_1,N/52857786,0.626,113472,D,Active
NW12_MAT-200397,NW12,Gaskets,MAT-200397,M14-HNBR GASKET 38,36989,T-70602-B,GRINDING_1,N/59328617,0.648,294762,A,Active
NW12_MAT-200399,NW12,Gaskets,MAT-200399,M22-NBR GASKET 40,207487,T-70034-D,PRESS_2,N/50898168,0.724,241133,D,Active
NW12_MAT-200401,NW12,Gaskets,MAT-200401,M8-NBR GASKET 02,196419,T-70234-B,PRESS_1,N/50742847,0.371,47985,C,Phase-out
NW12_MAT-200402,NW12,Gaskets,MAT-200402,M12-EPDM GASKET 03,125919,T-70005-C,ASSY_1,N/53651142,0.49,42192,A,Active
NW12_MAT-200406,NW12,Gaskets,MAT-200406,M18-AFLAS GASKET 07,193345,T-70615-B,PRESS_3,N/58341453,0.754,104207,B,Phase-out
NW12_MAT-200410,NW12,Gaskets,MAT-200410,M12-EPDM GASKET 11,241853,T-70272-D,PRESS_2,N/52272669,0.73,116462,D,Active
NW12_MAT-200412,NW12,Gaskets,MAT-200412,M20-SILI GASKET 13,110784,T-70387-A,PRESS_3,N/59430843,0.751,202193,C,Active
NW12_MAT-200417,NW12,Gaskets,MAT-200417,M8-NBR GASKET 18,87300,T-70091-B,GRINDING_1,N/57547699,0.504,125298,B,Active
NW12_MAT-200419,NW12,Gaskets,MAT-200419,M6-FKM GASKET 20,223173,T-70236-A,GRINDING_1,N/56113318,0.359,224898,C,Phase-out
NW12_MAT-200422,NW12,Gaskets,MAT-200422,M18-AFLAS GASKET 23,77048,T-70244-B,ASSY_1,N/59830138,0.665,162095,B,Active
NW12_MAT-200428,NW12,Gaskets,MAT-200428,M20-SILI GASKET 29,199759,T-70429-D,PRESS_1,N/59841859,0.623,257440,B,Active
NW12_MAT-200431,NW12,Gaskets,MAT-200431,M22-NBR GASKET 32,13824,T-70091-B,PRESS_1,N/51320755,0.699,62317,A,Active
NW12_MAT-200433,NW12,Gaskets,MAT-200433,M8-NBR GASKET 34,20876,T-70271-D,PRESS_1,N/59743324,0.322,51118,A,Phase-out
NW12_MAT-200436,NW12,Gaskets,MAT-200436,M20-SILI GASKET 37,154488,T-70638-C,PRESS_3,N/59917170,0.672,168870,B,Phase-out
NW12_MAT-200445,NW12,Gaskets,MAT-200445,M14-HNBR GASKET 06,41930,T-70661-B,PRESS_1,N/55300668,0.498,253541,D,Active
NW12_MAT-200449,NW12,Gaskets,MAT-200449,M8-NBR GASKET 10,33844,T-70006-B,PRESS_2,N/50200756,0.5,268577,A,Active
NW12_MAT-200456,NW12,Gaskets,MAT-200456,M10-BFG GASKET 17,65972,T-70213-C,PRESS_2,N/56857269,0.567,299821,B,Active
NW12_MAT-200460,NW12,Gaskets,MAT-200460,M20-SILI GASKET 21,170243,T-70631-B,PRESS_1,N/58892036,0.618,147371,D,Phase-out
NW12_MAT-200469,NW12,Gaskets,MAT-200469,M14-HNBR GASKET 30,110946,T-70558-D,PRESS_1,N/50051549,0.496,259172,D,Active
NW12_MAT-200477,NW12,Gaskets,MAT-200477,M14-HNBR GASKET 38,35241,T-70377-B,ASSY_1,N/54276255,0.451,213793,A,Active
NW12_MAT-200483,NW12,Gaskets,MAT-200483,M6-FKM GASKET 04,1522,T-70458-A,PRESS_1,N/53799669,0.39,239125,B,Active
NW12_MAT-200495,NW12,Gaskets,MAT-200495,M22-NBR GASKET 16,210868,T-70243-A,ASSY_1,N/53198884,0.521,247566,C,Phase-out
NW12_MAT-200505,NW12,Gaskets,MAT-200505,M8-NBR GASKET 26,96077,T-70575-B,PRESS_2,N/55437920,0.415,277248,A,Phase-out
NW12_MAT-200513,NW12,Gaskets,MAT-200513,M8-NBR GASKET 34,79546,T-70081-B,ASSY_1,N/50015818,0.514,205457,B,Active
NW12_MAT-200519,NW12,Gaskets,MAT-200519,M22-NBR GASKET 40,243790,T-70013-C,PRESS_3,N/56008731,0.67,39518,C,Active
NW12_MAT-200520,NW12,Gaskets,MAT-200520,M10-BFG GASKET 01,247482,T-70342-A,PRESS_3,N/51215042,0.554,40001,C,Phase-out
NW12_MAT-200529,NW12,Gaskets,MAT-200529,M8-NBR GASKET 10,20257,T-70358-A,PRESS_3,N/51577964,0.434,154550,C,Phase-out
NW12_MAT-200532,NW12,Gaskets,MAT-200532,M20-SILI GASKET 13,246779,T-70625-A,PRESS_3,N/58613905,0.901,239961,C,Active
NW12_MAT-200533,NW12,Gaskets,MAT-200533,M14-HNBR GASKET 14,144893,T-70066-C,PRESS_3,N/58365568,0.595,208612,A,Active
NW12_MAT-200537,NW12,Gaskets,MAT-200537,M8-NBR GASKET 18,24846,T-70513-D,PRESS_2,N/54498212,0.374,291836,A,Active
NW12_MAT-200555,NW12,Gaskets,MAT-200555,M6-FKM GASKET 36,45003,T-70601-B,PRESS_1,N/50071773,0.306,202210,B,Phase-out
NW12_MAT-200558,NW12,Gaskets,MAT-200558,M18-AFLAS GASKET 39,166555,T-70223-C,PRESS_1,N/50494292,0.685,137551,A,Active
NW12_MAT-200561,NW12,Gaskets,MAT-200561,M8-NBR GASKET 02,59307,T-70129-A,ASSY_1,N/57137024,0.416,134415,A,Active
NW12_MAT-200566,NW12,Gaskets,MAT-200566,M18-AFLAS GASKET 07,122319,T-70594-C,PRESS_2,N/58099210,0.613,146214,B,Active
NW12_MAT-200571,NW12,Gaskets,MAT-200571,M6-FKM GASKET 12,113431,T-70607-A,PRESS_2,N/57005982,0.271,230514,A,Active
NW12_MAT-200572,NW12,Gaskets,MAT-200572,M20-SILI GASKET 13,103995,T-70159-B,PRESS_1,N/57233057,0.596,244410,C,Active
NW12_MAT-200581,NW12,Gaskets,MAT-200581,M14-HNBR GASKET 22,229303,T-70254-D,PRESS_2,N/56943290,0.619,236888,B,Active
NW12_MAT-200582,NW12,Gaskets,MAT-200582,M18-AFLAS GASKET 23,111875,T-70433-A,PRESS_2,N/57251916,0.609,178307,B,Active
NW12_MAT-200583,NW12,Gaskets,MAT-200583,M22-NBR GASKET 24,107590,T-70310-C,GRINDING_1,N/56668769,0.695,101460,B,Active
NW12_MAT-200585,NW12,Gaskets,MAT-200585,M8-NBR GASKET 26,180251,T-70398-C,PRESS_2,N/54378763,0.443,77022,A,Phase-out
NW12_MAT-200591,NW12,Gaskets,MAT-200591,M22-NBR GASKET 32,73548,T-70521-A,GRINDING_1,N/52321406,0.675,311556,B,Active
NW12_MAT-200605,NW12,Gaskets,MAT-200605,M14-HNBR GASKET 06,157972,T-70503-C,PRESS_3,N/58316365,0.534,259470,A,Active
NW12_MAT-200627,NW12,Gaskets,MAT-200627,M6-FKM GASKET 28,97962,T-70254-D,PRESS_2,N/54138927,0.394,310475,B,Active
NW12_MAT-200631,NW12,Gaskets,MAT-200631,M22-NBR GASKET 32,52854,T-70281-B,PRESS_2,N/57283250,0.507,209088,A,Phase-out
NW12_MAT-200635,NW12,Gaskets,MAT-200635,M6-FKM GASKET 36,171732,T-70631-B,PRESS_1,N/56874206,0.339,199040,C,Active
NW12_MAT-200648,NW12,Gaskets,MAT-200648,M10-BFG GASKET 09,198673,T-70448-D,PRESS_1,N/57121048,0.658,186517,B,Active
NW12_MAT-200669,NW12,Gaskets,MAT-200669,M14-HNBR GASKET 30,60216,T-70242-A,ASSY_1,N/55748202,0.654,144234,B,Active
NW12_MAT-200671,NW12,Gaskets,MAT-200671,M22-NBR GASKET 32,51716,T-70185-A,PRESS_3,N/56090590,0.823,60405,D,Active
NW12_MAT-200676,NW12,Gaskets,MAT-200676,M20-SILI GASKET 37,53774,T-70257-B,PRESS_2,N/53563286,0.932,95003,A,Active
NW12_MAT-200684,NW12,Gaskets,MAT-200684,M20-SILI GASKET 05,645,T-70659-C,PRESS_3,N/59037822,0.781,225487,C,Active
NW12_MAT-200688,NW12,Gaskets,MAT-200688,M10-BFG GASKET 09,87197,T-70572-A,PRESS_2,N/56245603,0.68,245175,D,Active
NW12_MAT-200698,NW12,Gaskets,MAT-200698,M12-EPDM GASKET 19,56430,T-70155-D,,N/58336031,0.699,304164,D,Phase-out
NW12_MAT-200699,NW12,Gaskets,MAT-200699,M6-FKM GASKET 20,174012,T-70319-B,PRESS_2,N/58466269,0.335,19963,A,Active
NW12_MAT-200703,NW12,Gaskets,MAT-200703,M22-NBR GASKET 24,153174,T-70302-C,GRINDING_1,N/54864980,0.726,8957,C,Active
NW12_MAT-200705,NW12,Gaskets,MAT-200705,M8-NBR GASKET 26,173806,T-70023-A,PRESS_1,N/59658243,0.394,286613,C,Phase-out
NW12_MAT-200706,NW12,Gaskets,MAT-200706,M12-EPDM GASKET 27,252757,T-70451-D,GRINDING_1,N/52125130,0.584,231178,A,Active
NW12_MAT-200707,NW12,Gaskets,MAT-200707,M6-FKM GASKET 28,245659,T-70193-B,PRESS_1,N/51162159,0.29,161062,D,Active
NW12_MAT-200712,NW12,Gaskets,MAT-200712,M10-BFG GASKET 33,20724,T-70509-B,PRESS_2,N/56743773,0.546,226799,B,Active
NW12_MAT-200727,NW12,Gaskets,MAT-200727,M22-NBR GASKET 08,18387,T-70688-A,PRESS_1,N/52921890,0.692,269504,D,Active
NW12_MAT-200728,NW12,Gaskets,MAT-200728,M10-BFG GASKET 09,149458,T-70300-A,PRESS_2,N/53779662,0.582,196025,A,Active
NW12_MAT-200729,NW12,Gaskets,MAT-200729,M8-NBR GASKET 10,72616,T-70255-D,PRESS_2,N/52584759,0.487,10144,B,Phase-out
NW12_MAT-200737,NW12,Gaskets,MAT-200737,M8-NBR GASKET 18,45831,T-70138-C,PRESS_3,N/54444192,0.487,50301,B,Active
NW12_MAT-200744,NW12,Gaskets,MAT-200744,M10-BFG GASKET 25,67034,T-70309-D,ASSY_1,N/50042067,0.558,184700,D,Active
NW12_MAT-200761,NW12,Gaskets,MAT-200761,M8-NBR GASKET 02,185975,T-70349-D,PRESS_2,N/57185414,0.515,150988,D,Phase-out
NW12_MAT-200762,NW12,Gaskets,MAT-200762,M12-EPDM GASKET 03,169500,T-70463-A,PRESS_2,N/53324376,0.556,255011,B,Active
NW12_MAT-200771,NW12,Gaskets,MAT-200771,M6-FKM GASKET 12,33790,T-70003-C,PRESS_3,N/59590469,0.274,184163,B,Active
NW12_MAT-200772,NW12,Gaskets,MAT-200772,M20-SILI GASKET 13,106330,T-70154-B,PRESS_1,N/54444451,0.88,191845,D,Active
NW12_MAT-200773,NW12,Gaskets,MAT-200773,M14-HNBR GASKET 14,120193,T-70158-D,GRINDING_1,N/51707266,0.515,151707,A,Active
NW12_MAT-200774,NW12,Gaskets,MAT-200774,M18-AFLAS GASKET 15,202483,T-70121-B,PRESS_2,N/59807875,0.731,162597,D,Active
NW12_MAT-200782,NW12,Gaskets,MAT-200782,M18-AFLAS GASKET 23,177197,T-70549-C,PRESS_1,N/57956467,0.825,143106,A,Active
NW12_MAT-200785,NW12,Gaskets,MAT-200785,M8-NBR GASKET 26,221934,T-70016-C,PRESS_2,N/56986692,0.374,38715,A,Active
NW12_MAT-200793,NW12,Gaskets,MAT-200793,M8-NBR GASKET 34,92017,T-70080-B,PRESS_3,N/57987313,0.335,311006,D,Active
NW12_MAT-200807,NW12,Gaskets,MAT-200807,M22-NBR GASKET 08,130819,T-70588-D,GRINDING_1,N/51953089,0.607,28557,A,Phase-out
NW12_MAT-200813,NW12,Gaskets,MAT-200813,M14-HNBR GASKET 14,49941,T-70320-C,PRESS_2,N/57111167,0.488,20286,C,Active
NW12_MAT-200815,NW12,Gaskets,MAT-200815,M22-NBR GASKET 16,152895,T-70079-D,PRESS_3,N/55000674,0.805,164211,B,Phase-out
NW12_MAT-200819,NW12,Gaskets,MAT-200819,M6-FKM GASKET 20,246402,T-70021-D,,N/51151492,0.354,54261,D,Phase-out
NW12_MAT-200824,NW12,Gaskets,MAT-200824,M10-BFG GASKET 25,237136,T-70501-A,PRESS_1,N/56298625,0.685,133395,A,Phase-out
NW12_MAT-200832,NW12,Gaskets,MAT-200832,M10-BFG GASKET 33,13934,T-70098-A,PRESS_2,N/56102465,0.648,186169,B,Active
NW12_MAT-200834,NW12,Gaskets,MAT-200834,M12-EPDM GASKET 35,11095,T-70285-B,PRESS_2,N/52546795,0.549,163118,A,Active
NW12_MAT-200835,NW12,Gaskets,MAT-200835,M6-FKM GASKET 36,58478,T-70175-C,GRINDING_1,N/59859004,0.288,56572,D,Phase-out
NW12_MAT-200843,NW12,Gaskets,MAT-200843,M6-FKM GASKET 04,186106,T-70453-B,PRESS_3,N/58245892,0.344,232895,C,Active
NW12_MAT-200845,NW12,Gaskets,MAT-200845,M14-HNBR GASKET 06,18804,T-70326-A,GRINDING_1,N/55351598,0.536,195227,D,Active
NW12_MAT-200848,NW12,Gaskets,MAT-200848,M10-BFG GASKET 09,50771,T-70052-A,PRESS_3,N/58578541,0.489,49102,D,Active
NW12_MAT-200850,NW12,Gaskets,MAT-200850,M12-EPDM GASKET 11,60278,T-70137-A,ASSY_1,N/58917812,0.781,231163,A,Phase-out
NW12_MAT-200851,NW12,Gaskets,MAT-200851,M6-FKM GASKET 12,140793,T-70591-C,PRESS_2,N/53573266,0.263,292917,B,Active
NW12_MAT-200852,NW12,Gaskets,MAT-200852,M20-SILI GASKET 13,68530,T-70507-A,PRESS_3,N/59779920,0.717,119352,C,Active
NW12_MAT-200853,NW12,Gaskets,MAT-200853,M14-HNBR GASKET 14,192066,T-70410-B,PRESS_3,N/59568875,0.529,267233,B,Active
NW12_MAT-200859,NW12,Gaskets,MAT-200859,M6-FKM GASKET 20,128260,T-70175-C,PRESS_1,N/50932407,0.365,174301,B,Phase-out
NW12_MAT-200861,NW12,Gaskets,MAT-200861,M14-HNBR GASKET 22,132068,T-70603-C,,N/55627886,0.454,139016,C,Active
NW12_MAT-200871,NW12,Gaskets,MAT-200871,M22-NBR GASKET 32,36602,T-70070-B,,N/53187179,0.655,240793,C,Active
NW12_MAT-200875,NW12,Gaskets,MAT-200875,M6-FKM GASKET 36,15091,T-70190-C,ASSY_1,N/50546851,0.429,75543,B,Active
NW12_MAT-200886,NW12,Gaskets,MAT-200886,M18-AFLAS GASKET 07,32902,T-70534-C,PRESS_1,N/53194609,0.67,45525,B,Active
NW12_MAT-200889,NW12,Gaskets,MAT-200889,M8-NBR GASKET 10,78610,T-70593-D,PRESS_1,N/55168202,0.391,211817,A,Active
NW12_MAT-200890,NW12,Gaskets,MAT-200890,M12-EPDM GASKET 11,235392,T-70468-D,ASSY_1,N/55105027,0.662,37148,C,Active
NW12_MAT-200891,NW12,Gaskets,MAT-200891,M6-FKM GASKET 12,21092,T-70547-D,PRESS_2,N/55076366,0.329,311839,A,Phase-out
NW12_MAT-200898,NW12,Gaskets,MAT-200898,M12-EPDM GASKET 19,198271,T-70549-C,GRINDING_1,N/58887568,0.49,247263,C,Active
NW13_MAT-100004,NW13,Plates,MAT-100004,XL420/PL.05 304TL 0.5mm,10767,T-70445-D,PRESS_4,N/57282095,2.131,118454,C,Phase-out
NW13_MAT-100005,NW13,Plates,MAT-100005,XL520/PL.06 304TL 0.6mm,50858,T-70059-B,PRESS_4,N/54146515,1.979,167891,C,Active
NW13_MAT-100007,NW13,Plates,MAT-100007,PRO-12X/PL.08 304TL 0.4mm,169690,T-70178-D,PRESS_1,N/50426348,1.58,165072,A,Active
NW13_MAT-100019,NW13,Plates,MAT-100019,PRO-12X/PL.20 304TL 0.4mm,133904,T-70314-A,PRESS_2,N/51196551,1.897,268615,B,Active
NW13_MAT-100025,NW13,Plates,MAT-100025,S120/PL.26 304TL 0.5mm,94522,T-70317-A,ASSY_1,N/50088059,1.033,133811,B,Active
NW13_MAT-100026,NW13,Plates,MAT-100026,S140/PL.27 304TL 0.5mm,255492,T-70153-D,PRESS_4,N/52124851,1.445,110112,B,Active
NW13_MAT-100032,NW13,Plates,MAT-100032,MX100/PL.33 304TL 0.7mm,220143,T-70607-A,OVEN_1,N/56313306,1.127,288610,C,Phase-out
NW13_MAT-100041,NW13,Plates,MAT-100041,XL520/PL.42 304TL 0.7mm,113623,T-70210-B,PRESS_4,N/55924551,2.449,51121,C,Active
NW13_MAT-100045,NW13,Plates,MAT-100045,MX200/PL.46 304TL 0.3mm,153982,T-70098-A,PRESS_3,N/55037875,1.075,176621,A,Active
NW13_MAT-100050,NW13,Plates,MAT-100050,S140/PL.01 304TL 0.4mm,9326,T-70698-A,PRESS_4,N/57559918,1.004,98620,C,Phase-out
NW13_MAT-100053,NW13,Plates,MAT-100053,XL520/PL.04 304TL 0.4mm,136268,T-70670-B,PRESS_4,N/59985503,2.317,87102,B,Active
NW13_MAT-100057,NW13,Plates,MAT-100057,MX200/PL.08 304TL 0.8mm,148412,T-70467-A,ASSY_1,N/50471389,1.157,99256,B,Phase-out
NW13_MAT-100060,NW13,Plates,MAT-100060,S62/PL.11 304TL 0.8mm,223552,T-70230-A,OVEN_1,N/56486489,1.455,30592,C,Active
NW13_MAT-100065,NW13,Plates,MAT-100065,XL520/PL.16 304TL 0.5mm,18969,T-70571-A,PRESS_4,N/58850406,2.496,204459,B,Active
NW13_MAT-100066,NW13,Plates,MAT-100066,PRO-9X/PL.17 304TL 0.7mm,222780,T-70466-A,PRESS_4,N/56614101,1.868,240426,B,Active
NW13_MAT-100069,NW13,Plates,MAT-100069,MX200/PL.20 304TL 0.3mm,110997,T-70129-A,GRINDING_1,N/57434706,1.004,14995,B,Active
NW13_MAT-100070,NW13,Plates,MAT-100070,MX250/PL.21 304TL 0.3mm,128533,T-70420-C,OVEN_1,N/53764194,1.179,92403,B,Active
NW13_MAT-100075,NW13,Plates,MAT-100075,S160/PL.26 304TL 0.3mm,179714,T-70160-C,PRESS_4,N/58239904,1.403,34818,C,Active
NW13_MAT-100078,NW13,Plates,MAT-100078,PRO-9X/PL.29 304TL 0.8mm,190325,T-70697-C,PRESS_1,N/57502406,1.329,205059,C,Active
NW13_MAT-100087,NW13,Plates,MAT-100087,S160/PL.38 304TL 0.5mm,185644,T-70257-B,PRESS_2,N/50331650,1.134,276010,C,Active
NW13_MAT-100088,NW13,Plates,MAT-100088,XL420/PL.39 304TL 0.8mm,44816,T-70259-B,PRESS_4,N/57240652,2.184,152180,C,Active
NW13_MAT-100100,NW13,Plates,MAT-100100,XL420/PL.01 304TL 0.8mm,224179,T-70162-D,PRESS_4,N/53139870,2.119,55363,A,Active
NW13_MAT-100104,NW13,Plates,MAT-100104,MX100/PL.05 304TL 0.6mm,193488,T-70143-A,GRINDING_1,N/59150180,1.016,74613,B,Active
NW13_MAT-100108,NW13,Plates,MAT-100108,S62/PL.09 304TL 0.5mm,69455,T-70436-A,PRESS_4,N/57304673,0.936,162102,D,Active
NW13_MAT-100109,NW13,Plates,MAT-100109,S120/PL.10 304TL 0.6mm,182374,T-70543-A,PRESS_1,N/56749748,1.608,319208,A,Active
NW13_MAT-100113,NW13,Plates,MAT-100113,XL520/PL.14 304TL 0.5mm,52234,T-70540-C,PRESS_4,N/54185605,2.339,285800,A,Active
NW13_MAT-100117,NW13,Plates,MAT-100117,MX200/PL.18 304TL 0.6mm,65060,T-70655-D,PRESS_3,N/59908291,1.228,164406,A,Active
NW13_MAT-100118,NW13,Plates,MAT-100118,MX250/PL.19 304TL 0.6mm,111351,T-70460-A,OVEN_1,N/58036063,1.278,263499,B,Active
NW13_MAT-100127,NW13,Plates,MAT-100127,PRO-12X/PL.28 304TL 0.5mm,237276,T-70091-B,GRINDING_1,N/57648288,1.209,312674,A,Phase-out
NW13_MAT-100129,NW13,Plates,MAT-100129,MX200/PL.30 304TL 0.6mm,158559,T-70542-D,OVEN_1,N/57743228,1.45,257535,C,Active
NW13_MAT-100133,NW13,Plates,MAT-100133,S120/PL.34 304TL 0.3mm,69208,T-70470-C,PRESS_4,N/55017638,1.546,28599,C,Active
NW13_MAT-100135,NW13,Plates,MAT-100135,S160/PL.36 304TL 0.5mm,88760,T-70556-A,PRESS_4,N/52664030,1.325,172587,C,Phase-out
NW13_MAT-100143,NW13,Plates,MAT-100143,HT80/PL.44 304TL 0.6mm,244963,T-70452-B,PRESS_4,N/55575897,1.505,68044,B,Active
NW13_MAT-100144,NW13,Plates,MAT-100144,S62/PL.45 304TL 0.7mm,224599,T-70501-A,GRINDING_1,N/54241185,1.324,45292,A,Active
NW13_MAT-100147,NW13,Plates,MAT-100147,S160/PL.48 304TL 0.7mm,12676,T-70595-D,OVEN_1,N/53935864,1.506,187086,A,Phase-out
NW13_MAT-100152,NW13,Plates,MAT-100152,MX100/PL.03 304TL 0.4mm,103853,T-70429-D,PRESS_1,N/57868712,1.264,194873,A,Active
NW13_MAT-100153,NW13,Plates,MAT-100153,MX200/PL.04 304TL 0.6mm,145887,T-70421-C,OVEN_1,N/50748938,1.38,88358,A,Active
NW13_MAT-100154,NW13,Plates,MAT-100154,MX250/PL.05 304TL 0.8mm,248047,T-70674-A,OVEN_1,N/57951402,1.203,78582,C,Active
NW13_MAT-100155,NW13,Plates,MAT-100155,HT80/PL.06 304TL 0.7mm,173321,T-70001-A,PRESS_4,N/55916324,1.901,240522,B,Active
NW13_MAT-100166,NW13,Plates,MAT-100166,MX250/PL.17 304TL 0.7mm,183799,T-70570-A,ASSY_1,N/59195993,1.003,19407,A,Phase-out
NW13_MAT-100171,NW13,Plates,MAT-100171,S160/PL.22 304TL 0.4mm,109386,T-70253-C,OVEN_1,N/53571575,1.639,81645,C,Active
NW13_MAT-100177,NW13,Plates,MAT-100177,MX200/PL.28 304TL 0.5mm,44970,T-70498-C,ASSY_1,N/51829748,0.953,175788,B,Active
NW13_MAT-100180,NW13,Plates,MAT-100180,S62/PL.31 304TL 0.4mm,1003,T-70022-D,PRESS_1,N/57131560,1.223,227276,B,Active
NW13_MAT-100184,NW13,Plates,MAT-100184,XL420/PL.35 304TL 0.8mm,163462,T-70629-D,PRESS_4,N/53192855,2.001,21977,C,Active
NW13_MAT-100187,NW13,Plates,MAT-100187,PRO-12X/PL.38 304TL 0.4mm,21052,T-70406-B,PRESS_4,N/57680326,1.741,135598,B,Active
NW13_MAT-100191,NW13,Plates,MAT-100191,HT80/PL.42 304TL 0.6mm,250766,T-70556-A,PRESS_4,N/56037407,1.441,271074,B,Active
NW13_MAT-100200,NW13,Plates,MAT-100200,MX100/PL.01 304TL 0.5mm,250211,T-70101-A,GRINDING_1,N/59846866,1.453,114420,A,Active
NW13_MAT-100203,NW13,Plates,MAT-100203,HT80/PL.04 304TL 0.5mm,141335,T-70199-A,PRESS_4,N/56601969,1.391,207502,A,Phase-out
NW13_MAT-100204,NW13,Plates,MAT-100204,S62/PL.05 304TL 0.3mm,44067,T-70158-D,ASSY_1,N/58912362,1.334,156678,B,Active
NW13_MAT-100205,NW13,Plates,MAT-100205,S120/PL.06 304TL 0.4mm,194687,T-70482-B,PRESS_4,N/57273923,1.172,86013,C,Active
NW13_MAT-100208,NW13,Plates,MAT-100208,XL420/PL.09 304TL 0.5mm,161846,T-70698-A,PRESS_4,N/53085078,2.422,112200,C,Active
NW13_MAT-100213,NW13,Plates,MAT-100213,MX200/PL.14 304TL 0.6mm,181651,T-70438-B,PRESS_2,N/55703514,1.01,10013,D,Active
NW13_MAT-100217,NW13,Plates,MAT-100217,S120/PL.18 304TL 0.5mm,256368,T-70649-D,PRESS_1,N/50492213,1.556,201087,C,Active
NW13_MAT-100224,NW13,Plates,MAT-100224,MX100/PL.25 304TL 0.8mm,21414,T-70087-A,GRINDING_1,N/57788256,1.28,248239,A,Active
NW13_MAT-100232,NW13,Plates,MAT-100232,XL420/PL.33 304TL 0.3mm,11784,T-70664-C,PRESS_4,N/56396185,1.666,262644,A,Active
NW13_MAT-100245,NW13,Plates,MAT-100245,XL520/PL.46 304TL 0.5mm,12438,T-70202-C,PRESS_4,N/57942980,1.879,223693,A,Active
NW13_MAT-100246,NW13,Plates,MAT-100246,PRO-9X/PL.47 304TL 0.5mm,158416,T-70255-D,PRESS_3,N/54808194,1.725,256033,C,Phase-out
NW13_MAT-100251,NW13,Plates,MAT-100251,HT80/PL.02 304TL 0.7mm,110132,T-70551-B,PRESS_4,N/51378661,1.638,171386,A,Active
NW13_MAT-100263,NW13,Plates,MAT-100263,HT80/PL.14 304TL 0.6mm,240989,T-70553-C,PRESS_4,N/51773552,1.692,19105,B,Active
NW13_MAT-100264,NW13,Plates,MAT-100264,S62/PL.15 304TL 0.8mm,1048,T-70269-A,GRINDING_1,N/52958841,0.998,230559,C,Active
NW13_MAT-100270,NW13,Plates,MAT-100270,PRO-9X/PL.21 304TL 0.7mm,107143,T-70389-A,ASSY_1,N/59353645,1.566,130206,B,Active
NW13_MAT-100272,NW13,Plates,MAT-100272,MX100/PL.23 304TL 0.7mm,169154,T-70336-C,PRESS_3,N/57418861,1.029,206493,B,Active
NW13_MAT-100273,NW13,Plates,MAT-100273,MX200/PL.24 304TL 0.4mm,48453,T-70626-C,OVEN_1,N/53452338,1.346,4588,A,Active
NW13_MAT-100277,NW13,Plates,MAT-100277,S120/PL.28 304TL 0.3mm,30035,T-70287-A,PRESS_4,N/55515992,1.328,288225,C,Active
NW13_MAT-100282,NW13,Plates,MAT-100282,PRO-9X/PL.33 304TL 0.6mm,136542,T-70312-B,ASSY_1,N/51324982,1.171,265546,B,Active
NW13_MAT-100285,NW13,Plates,MAT-100285,MX200/PL.36 304TL 0.5mm,240535,T-70116-D,OVEN_1,N/54661887,1.256,263049,A,Active
NW13_MAT-100287,NW13,Plates,MAT-100287,HT80/PL.38 304TL 0.3mm,103200,T-70115-C,PRESS_4,N/50958448,1.811,250926,A,Active
NW13_MAT-100291,NW13,Plates,MAT-100291,S160/PL.42 304TL 0.4mm,178966,T-70421-C,OVEN_1,N/58560079,1.335,296138,C,Active
NW13_MAT-100296,NW13,Plates,MAT-100296,MX100/PL.47 304TL 0.4mm,106660,T-70267-A,PRESS_3,N/57068512,0.917,25166,C,Phase-out
NW13_MAT-100303,NW13,Plates,MAT-100303,S160/PL.04 304TL 0.5mm,253711,T-70166-B,OVEN_1,N/58956775,1.056,164892,B,Active
NW13_MAT-100309,NW13,Plates,MAT-100309,MX200/PL.10 304TL 0.3mm,74736,T-70613-D,OVEN_1,N/50531954,1.323,315897,C,Active
NW13_MAT-100317,NW13,Plates,MAT-100317,XL520/PL.18 304TL 0.5mm,19712,T-70443-B,PRESS_4,N/51752546,1.963,134003,A,Active
NW13_MAT-100318,NW13,Plates,MAT-100318,PRO-9X/PL.19 304TL 0.7mm,128887,T-70000-D,PRESS_1,N/51972743,1.336,292967,C,Active
