Header Material,Component Material,Header Material code,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Component Scrap Factor,Assembly Scrap Factor,Total Scrap Factor,Effective Component Quantity,Plant,Header OPS Group,Component OPS Group,Comp Plate/Gasket,Header Description,Version,Usage,BOM Status
P01_NW14_MAT-100734,P01_NW14_RM-COIL-SS304,MAT-100734,RM-COIL-SS304,6.184,KG,COIL SS304 1250mm 0.4mm,3,0.055,0.016,1.055,1.016,1.0719,6.629,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.35 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100735,P01_NW14_RM-COIL-AL,MAT-100735,RM-COIL-AL,4.904,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.02,0.019,1.02,1.019,1.0394,5.097,P01_NW14_Northwind Oceania,OPS-S160,RM-COIL,Plates,S160/PL.36 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100737,P01_NW14_RM-COIL-AL,MAT-100737,RM-COIL-AL,7.872,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.051,0.029,1.051,1.029,1.0815,8.514,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.38 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100745,P01_NW14_RM-COIL-NI,MAT-100745,RM-COIL-NI,5.15,KG,COIL NICKEL 1200mm 0.35mm,2,0.05,0.019,1.05,1.019,1.0699,5.51,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.46 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100746,P01_NW14_RM-COIL-SS304,MAT-100746,RM-COIL-SS304,6.987,KG,COIL SS304 1250mm 0.4mm,2,0.015,0.019,1.015,1.019,1.0343,7.227,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.47 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100748,P01_NW14_RM-COIL-AL,MAT-100748,RM-COIL-AL,9.352,KG,COIL ALUMINUM 1300mm 0.6mm,2,0.026,0.014,1.026,1.014,1.0404,9.73,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.49 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100750,P01_NW14_RM-COIL-NI,MAT-100750,RM-COIL-NI,8.815,KG,COIL NICKEL 1200mm 0.35mm,3,0.023,0.013,1.023,1.013,1.0363,9.135,P01_NW14_Northwind Oceania,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.01 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100752,P01_NW14_RM-COIL-SS304,MAT-100752,RM-COIL-SS304,6.405,KG,COIL SS304 1250mm 0.4mm,3,0.052,0.026,1.052,1.026,1.0794,6.914,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.03 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100753,P01_NW14_RM-COIL-HC276,MAT-100753,RM-COIL-HC276,6.735,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.027,0.019,1.027,1.019,1.0465,7.048,P01_NW14_Northwind Oceania,OPS-MX200,RM-COIL,Plates,MX200/PL.04 304TL 0.3mm,1,1,Active
P01_NW14_MAT-100762,P01_NW14_RM-COIL-AL,MAT-100762,RM-COIL-AL,7.378,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.025,0.009,1.025,1.009,1.0342,7.63,P01_NW14_Northwind Oceania,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.13 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100762,P01_NW14_RM-COIL-SS316,MAT-100762,RM-COIL-SS316,9.553,KG,COIL SS316 1250mm 0.5mm,6,0.028,0.023,1.028,1.023,1.0516,10.046,P01_NW14_Northwind Oceania,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.13 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100769,P01_NW14_RM-COIL-TI,MAT-100769,RM-COIL-TI,5.335,KG,COIL TITANIUM 1200mm 0.4mm,2,0.011,0.025,1.011,1.025,1.0363,5.529,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.20 304TL 0.3mm,1,1,Active
P01_NW14_MAT-100795,P01_NW14_RM-COIL-HC276,MAT-100795,RM-COIL-HC276,7.656,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.021,0.023,1.021,1.023,1.0445,7.997,P01_NW14_Northwind Oceania,OPS-S160,RM-COIL,Plates,S160/PL.46 304TL 0.3mm,1,1,Active
P01_NW14_MAT-100801,P01_NW14_RM-COIL-TI,MAT-100801,RM-COIL-TI,4.514,KG,COIL TITANIUM 1200mm 0.4mm,3,0.027,0.02,1.027,1.02,1.0475,4.728,P01_NW14_Northwind Oceania,OPS-MX200,RM-COIL,Plates,MX200/PL.02 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100804,P01_NW14_RM-COIL-SS316,MAT-100804,RM-COIL-SS316,6.098,KG,COIL SS316 1250mm 0.5mm,6,0.011,0.021,1.011,1.021,1.0322,6.294,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.05 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100804,P01_NW14_RM-COIL-TI,MAT-100804,RM-COIL-TI,4.423,KG,COIL TITANIUM 1200mm 0.4mm,6,0.04,0.006,1.04,1.006,1.0462,4.627,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.05 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100818,P01_NW14_RM-COIL-SS316,MAT-100818,RM-COIL-SS316,7.189,KG,COIL SS316 1250mm 0.5mm,4,0.054,0.014,1.054,1.014,1.0688,7.684,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.19 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100818,P01_NW14_RM-COIL-HC276,MAT-100818,RM-COIL-HC276,7.631,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.026,0.016,1.026,1.016,1.0424,7.955,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.19 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100822,P01_NW14_RM-COIL-TI,MAT-100822,RM-COIL-TI,5.834,KG,COIL TITANIUM 1200mm 0.4mm,6,0.052,0.024,1.052,1.024,1.0772,6.284,P01_NW14_Northwind Oceania,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.23 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100823,P01_NW14_RM-COIL-AL,MAT-100823,RM-COIL-AL,6.551,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.016,0.027,1.016,1.027,1.0434,6.835,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.24 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100825,P01_NW14_RM-COIL-NI,MAT-100825,RM-COIL-NI,7.112,KG,COIL NICKEL 1200mm 0.35mm,3,0.052,0.009,1.052,1.009,1.0615,7.549,P01_NW14_Northwind Oceania,OPS-MX200,RM-COIL,Plates,MX200/PL.26 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100825,P01_NW14_RM-COIL-TI,MAT-100825,RM-COIL-TI,5.267,KG,COIL TITANIUM 1200mm 0.4mm,2,0.056,0.014,1.056,1.014,1.0708,5.64,P01_NW14_Northwind Oceania,OPS-MX200,RM-COIL,Plates,MX200/PL.26 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100829,P01_NW14_RM-COIL-SS304,MAT-100829,RM-COIL-SS304,7.042,KG,COIL SS304 1250mm 0.4mm,6,0.058,0.018,1.058,1.018,1.077,7.584,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.30 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100837,P01_NW14_RM-COIL-TI,MAT-100837,RM-COIL-TI,5.577,KG,COIL TITANIUM 1200mm 0.4mm,2,0.023,0.024,1.023,1.024,1.0476,5.842,P01_NW14_Northwind Oceania,OPS-MX200,RM-COIL,Plates,MX200/PL.38 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100837,P01_NW14_RM-COIL-SS316,MAT-100837,RM-COIL-SS316,6.188,KG,COIL SS316 1250mm 0.5mm,3,0.013,0.02,1.013,1.02,1.0333,6.394,P01_NW14_Northwind Oceania,OPS-MX200,RM-COIL,Plates,MX200/PL.38 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100838,P01_NW14_RM-COIL-HC276,MAT-100838,RM-COIL-HC276,7.547,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.049,0.005,1.049,1.005,1.0542,7.956,P01_NW14_Northwind Oceania,OPS-MX250,RM-COIL,Plates,MX250/PL.39 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100839,P01_NW14_RM-COIL-SS304,MAT-100839,RM-COIL-SS304,12.848,KG,COIL SS304 1250mm 0.4mm,8,0.026,0.021,1.026,1.021,1.0475,13.458,P01_NW14_Northwind Oceania,OPS-HT80,RM-COIL,Plates,HT80/PL.40 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100840,P01_NW14_RM-COIL-TI,MAT-100840,RM-COIL-TI,4.586,KG,COIL TITANIUM 1200mm 0.4mm,3,0.029,0.02,1.029,1.02,1.0496,4.813,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.41 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100842,P01_NW14_RM-COIL-HC276,MAT-100842,RM-COIL-HC276,9.252,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.026,0.025,1.026,1.025,1.0516,9.729,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.43 304TL 0.8mm,1,1,Active
P01_NW14_MAT-100842,P01_NW14_RM-COIL-SS304,MAT-100842,RM-COIL-SS304,6.527,KG,COIL SS304 1250mm 0.4mm,6,0.011,0.007,1.011,1.007,1.0181,6.645,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.43 304TL 0.8mm,1,1,Active
P01_NW14_MAT-100844,P01_NW14_RM-COIL-NI,MAT-100844,RM-COIL-NI,12.442,KG,COIL NICKEL 1200mm 0.35mm,4,0.056,0.024,1.056,1.024,1.0813,13.454,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.45 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100847,P01_NW14_RM-COIL-HC276,MAT-100847,RM-COIL-HC276,12.073,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.039,0.026,1.039,1.026,1.066,12.87,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.48 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100847,P01_NW14_RM-COIL-SS316,MAT-100847,RM-COIL-SS316,9.3,KG,COIL SS316 1250mm 0.5mm,3,0.018,0.019,1.018,1.019,1.0373,9.647,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.48 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100860,P01_NW14_RM-COIL-NI,MAT-100860,RM-COIL-NI,6.291,KG,COIL NICKEL 1200mm 0.35mm,6,0.029,0.01,1.029,1.01,1.0393,6.538,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.11 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100860,P01_NW14_RM-COIL-HC276,MAT-100860,RM-COIL-HC276,9.055,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.035,0.029,1.035,1.029,1.065,9.644,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.11 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100861,P01_NW14_RM-COIL-NI,MAT-100861,RM-COIL-NI,6.073,KG,COIL NICKEL 1200mm 0.35mm,2,0.056,0.014,1.056,1.014,1.0708,6.503,P01_NW14_Northwind Oceania,OPS-MX200,RM-COIL,Plates,MX200/PL.12 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100861,P01_NW14_RM-COIL-SS316,MAT-100861,RM-COIL-SS316,5.855,KG,COIL SS316 1250mm 0.5mm,3,0.018,0.023,1.018,1.023,1.0414,6.097,P01_NW14_Northwind Oceania,OPS-MX200,RM-COIL,Plates,MX200/PL.12 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100865,P01_NW14_RM-COIL-TI,MAT-100865,RM-COIL-TI,4.697,KG,COIL TITANIUM 1200mm 0.4mm,3,0.021,0.028,1.021,1.028,1.0496,4.93,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.16 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100866,P01_NW14_RM-COIL-SS304,MAT-100866,RM-COIL-SS304,7.47,KG,COIL SS304 1250mm 0.4mm,2,0.027,0.02,1.027,1.02,1.0475,7.825,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.17 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100869,P01_NW14_RM-COIL-AL,MAT-100869,RM-COIL-AL,9.143,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.059,0.017,1.059,1.017,1.077,9.847,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.20 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100874,P01_NW14_RM-COIL-SS316,MAT-100874,RM-COIL-SS316,6.543,KG,COIL SS316 1250mm 0.5mm,3,0.045,0.006,1.045,1.006,1.0513,6.879,P01_NW14_Northwind Oceania,OPS-MX250,RM-COIL,Plates,MX250/PL.25 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100875,P01_NW14_RM-COIL-HC276,MAT-100875,RM-COIL-HC276,15.087,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.055,0.02,1.055,1.02,1.0761,16.235,P01_NW14_Northwind Oceania,OPS-HT80,RM-COIL,Plates,HT80/PL.26 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100876,P01_NW14_RM-COIL-NI,MAT-100876,RM-COIL-NI,5.068,KG,COIL NICKEL 1200mm 0.35mm,6,0.019,0.029,1.019,1.029,1.0486,5.314,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.27 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100877,P01_NW14_RM-COIL-SS316,MAT-100877,RM-COIL-SS316,8.04,KG,COIL SS316 1250mm 0.5mm,3,0.034,0.007,1.034,1.007,1.0412,8.371,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.28 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100883,P01_NW14_RM-COIL-HC276,MAT-100883,RM-COIL-HC276,9.04,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.031,0.021,1.031,1.021,1.0527,9.516,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.34 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100887,P01_NW14_RM-COIL-SS304,MAT-100887,RM-COIL-SS304,11.305,KG,COIL SS304 1250mm 0.4mm,4,0.032,0.006,1.032,1.006,1.0382,11.737,P01_NW14_Northwind Oceania,OPS-HT80,RM-COIL,Plates,HT80/PL.38 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100888,P01_NW14_RM-COIL-SS304,MAT-100888,RM-COIL-SS304,7.684,KG,COIL SS304 1250mm 0.4mm,3,0.049,0.012,1.049,1.012,1.0616,8.157,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.39 304TL 0.3mm,1,1,Active
P01_NW14_MAT-100891,P01_NW14_RM-COIL-HC276,MAT-100891,RM-COIL-HC276,6.686,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.048,0.03,1.048,1.03,1.0794,7.217,P01_NW14_Northwind Oceania,OPS-S160,RM-COIL,Plates,S160/PL.42 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100892,P01_NW14_RM-COIL-SS316,MAT-100892,RM-COIL-SS316,11.776,KG,COIL SS316 1250mm 0.5mm,4,0.017,0.02,1.017,1.02,1.0373,12.215,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.43 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100893,P01_NW14_RM-COIL-TI,MAT-100893,RM-COIL-TI,9.15,KG,COIL TITANIUM 1200mm 0.4mm,2,0.015,0.021,1.015,1.021,1.0363,9.482,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.44 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100901,P01_NW14_RM-COIL-SS316,MAT-100901,RM-COIL-SS316,5.865,KG,COIL SS316 1250mm 0.5mm,8,0.036,0.029,1.036,1.029,1.066,6.252,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.02 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100905,P01_NW14_RM-COIL-SS304,MAT-100905,RM-COIL-SS304,11.634,KG,COIL SS304 1250mm 0.4mm,8,0.049,0.017,1.049,1.017,1.0668,12.411,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.06 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100907,P01_NW14_RM-COIL-SS304,MAT-100907,RM-COIL-SS304,8.203,KG,COIL SS304 1250mm 0.4mm,4,0.049,0.017,1.049,1.017,1.0668,8.751,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.08 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100912,P01_NW14_RM-COIL-AL,MAT-100912,RM-COIL-AL,4.746,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.033,0.011,1.033,1.011,1.0444,4.957,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.13 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100912,P01_NW14_RM-COIL-HC276,MAT-100912,RM-COIL-HC276,8.69,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.023,0.016,1.023,1.016,1.0394,9.032,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.13 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100917,P01_NW14_RM-COIL-SS304,MAT-100917,RM-COIL-SS304,11.938,KG,COIL SS304 1250mm 0.4mm,3,0.018,0.006,1.018,1.006,1.0241,12.226,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.18 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100920,P01_NW14_RM-COIL-HC276,MAT-100920,RM-COIL-HC276,8.859,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.029,0.03,1.029,1.03,1.0599,9.39,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.21 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100922,P01_NW14_RM-COIL-NI,MAT-100922,RM-COIL-NI,6.807,KG,COIL NICKEL 1200mm 0.35mm,6,0.032,0.024,1.032,1.024,1.0568,7.194,P01_NW14_Northwind Oceania,OPS-MX250,RM-COIL,Plates,MX250/PL.23 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100924,P01_NW14_RM-COIL-NI,MAT-100924,RM-COIL-NI,5.507,KG,COIL NICKEL 1200mm 0.35mm,4,0.049,0.022,1.049,1.022,1.0721,5.904,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.25 304TL 0.3mm,1,1,Active
P01_NW14_MAT-100937,P01_NW14_RM-COIL-AL,MAT-100937,RM-COIL-AL,4.156,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.036,0.023,1.036,1.023,1.0598,4.405,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.38 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100942,P01_NW14_RM-COIL-AL,MAT-100942,RM-COIL-AL,7.244,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.035,0.027,1.035,1.027,1.0629,7.7,P01_NW14_Northwind Oceania,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.43 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100946,P01_NW14_RM-COIL-SS304,MAT-100946,RM-COIL-SS304,7.706,KG,COIL SS304 1250mm 0.4mm,4,0.051,0.017,1.051,1.017,1.0689,8.237,P01_NW14_Northwind Oceania,OPS-MX250,RM-COIL,Plates,MX250/PL.47 304TL 0.5mm,1,1,Active
P01_NW14_MAT-100948,P01_NW14_RM-COIL-NI,MAT-100948,RM-COIL-NI,6.737,KG,COIL NICKEL 1200mm 0.35mm,4,0.041,0.027,1.041,1.027,1.0691,7.203,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.49 304TL 0.3mm,1,1,Active
P01_NW14_MAT-100950,P01_NW14_RM-COIL-NI,MAT-100950,RM-COIL-NI,5.157,KG,COIL NICKEL 1200mm 0.35mm,6,0.031,0.008,1.031,1.008,1.0392,5.359,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.01 304TL 0.3mm,1,1,Active
P01_NW14_MAT-100957,P01_NW14_RM-COIL-NI,MAT-100957,RM-COIL-NI,5.566,KG,COIL NICKEL 1200mm 0.35mm,2,0.017,0.008,1.017,1.008,1.0251,5.706,P01_NW14_Northwind Oceania,OPS-MX200,RM-COIL,Plates,MX200/PL.08 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100968,P01_NW14_RM-COIL-TI,MAT-100968,RM-COIL-TI,4.848,KG,COIL TITANIUM 1200mm 0.4mm,8,0.027,0.008,1.027,1.008,1.0352,5.019,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.19 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100968,P01_NW14_RM-COIL-HC276,MAT-100968,RM-COIL-HC276,7.052,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.042,0.007,1.042,1.007,1.0493,7.4,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.19 304TL 0.4mm,1,1,Active
P01_NW14_MAT-100971,P01_NW14_RM-COIL-SS304,MAT-100971,RM-COIL-SS304,10.876,KG,COIL SS304 1250mm 0.4mm,3,0.022,0.023,1.022,1.023,1.0455,11.371,P01_NW14_Northwind Oceania,OPS-HT80,RM-COIL,Plates,HT80/PL.22 304TL 0.7mm,1,1,Active
P01_NW14_MAT-100973,P01_NW14_RM-COIL-SS316,MAT-100973,RM-COIL-SS316,6.838,KG,COIL SS316 1250mm 0.5mm,2,0.046,0.009,1.046,1.009,1.0554,7.217,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.24 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100973,P01_NW14_RM-COIL-TI,MAT-100973,RM-COIL-TI,6.329,KG,COIL TITANIUM 1200mm 0.4mm,3,0.056,0.021,1.056,1.021,1.0782,6.824,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.24 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100978,P01_NW14_RM-COIL-HC276,MAT-100978,RM-COIL-HC276,8.82,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.06,0.026,1.06,1.026,1.0876,9.593,P01_NW14_Northwind Oceania,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.29 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100983,P01_NW14_RM-COIL-AL,MAT-100983,RM-COIL-AL,7.333,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.04,0.017,1.04,1.017,1.0577,7.756,P01_NW14_Northwind Oceania,OPS-HT80,RM-COIL,Plates,HT80/PL.34 304TL 0.8mm,1,1,Active
P01_NW14_MAT-100985,P01_NW14_RM-COIL-SS316,MAT-100985,RM-COIL-SS316,6.929,KG,COIL SS316 1250mm 0.5mm,4,0.012,0.009,1.012,1.009,1.0211,7.075,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.36 304TL 0.8mm,1,1,Active
P01_NW14_MAT-100995,P01_NW14_RM-COIL-NI,MAT-100995,RM-COIL-NI,9.225,KG,COIL NICKEL 1200mm 0.35mm,3,0.049,0.008,1.049,1.008,1.0574,9.755,P01_NW14_Northwind Oceania,OPS-HT80,RM-COIL,Plates,HT80/PL.46 304TL 0.6mm,1,1,Active
P01_NW14_MAT-100996,P01_NW14_RM-COIL-TI,MAT-100996,RM-COIL-TI,6.131,KG,COIL TITANIUM 1200mm 0.4mm,4,0.015,0.025,1.015,1.025,1.0404,6.379,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.47 304TL 0.8mm,1,1,Active
P01_NW14_MAT-101003,P01_NW14_RM-COIL-HC276,MAT-101003,RM-COIL-HC276,11.008,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.047,0.028,1.047,1.028,1.0763,11.848,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.04 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101009,P01_NW14_RM-COIL-NI,MAT-101009,RM-COIL-NI,6.396,KG,COIL NICKEL 1200mm 0.35mm,4,0.02,0.028,1.02,1.028,1.0486,6.707,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.10 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101013,P01_NW14_RM-COIL-NI,MAT-101013,RM-COIL-NI,12.258,KG,COIL NICKEL 1200mm 0.35mm,2,0.03,0.026,1.03,1.026,1.0568,12.954,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.14 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101022,P01_NW14_RM-COIL-TI,MAT-101022,RM-COIL-TI,4.37,KG,COIL TITANIUM 1200mm 0.4mm,3,0.054,0.01,1.054,1.01,1.0645,4.652,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.23 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101026,P01_NW14_RM-COIL-TI,MAT-101026,RM-COIL-TI,7.619,KG,COIL TITANIUM 1200mm 0.4mm,4,0.053,0.02,1.053,1.02,1.0741,8.184,P01_NW14_Northwind Oceania,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.27 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101031,P01_NW14_RM-COIL-NI,MAT-101031,RM-COIL-NI,11.444,KG,COIL NICKEL 1200mm 0.35mm,6,0.027,0.014,1.027,1.014,1.0414,11.918,P01_NW14_Northwind Oceania,OPS-HT80,RM-COIL,Plates,HT80/PL.32 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101031,P01_NW14_RM-COIL-TI,MAT-101031,RM-COIL-TI,7.936,KG,COIL TITANIUM 1200mm 0.4mm,4,0.022,0.005,1.022,1.005,1.0271,8.151,P01_NW14_Northwind Oceania,OPS-HT80,RM-COIL,Plates,HT80/PL.32 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101039,P01_NW14_RM-COIL-AL,MAT-101039,RM-COIL-AL,5.961,KG,COIL ALUMINUM 1300mm 0.6mm,6,0.038,0.007,1.038,1.007,1.0453,6.231,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.40 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101045,P01_NW14_RM-COIL-SS316,MAT-101045,RM-COIL-SS316,7.284,KG,COIL SS316 1250mm 0.5mm,8,0.029,0.025,1.029,1.025,1.0547,7.682,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.46 304TL 0.6mm,1,1,Active
