P80 - Plant Material: Plant without system,P80 - Plant Material: Code,P80 - Plant Material: Pure Material,P80 - Plant Material: Material Description,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP
NW12,P01_NW12_MAT-967322,MAT-967322,M12-EPDM PHANTOM 1322,OPS-M12-EPDM,True
NW12,P01_NW12_MAT-967323,MAT-967323,M18-AFLAS PHANTOM 1323,OPS-M18-AFLAS,False
NW12,P01_NW12_MAT-967324,MAT-967324,PRO-9X PHANTOM 1324,OPS-PRO-9X,False
NW12,P01_NW12_MAT-967325,MAT-967325,M8-NBR PHANTOM 1325,OPS-M8-NBR,False
NW12,P01_NW12_MAT-967326,MAT-967326,M18-AFLAS PHANTOM 1326,OPS-M18-AFLAS,False
NW12,P01_NW12_MAT-967327,MAT-967327,PRO-12X PHANTOM 1327,OPS-PRO-12X,False
NW12,P01_NW12_MAT-967328,MAT-967328,S120 PHANTOM 1328,OPS-S120,False
NW12,P01_NW12_MAT-967329,MAT-967329,PRO-12X PHANTOM 1329,OPS-PRO-12X,True
NW12,P01_NW12_MAT-967330,MAT-967330,MX100 PHANTOM 1330,OPS-MX100,False
NW12,P01_NW12_MAT-967331,MAT-967331,S160 PHANTOM 1331,OPS-S160,False
NW12,P01_NW12_MAT-967332,MAT-967332,MX100 PHANTOM 1332,OPS-MX100,False
NW12,P01_NW12_MAT-967333,MAT-967333,HT80 PHANTOM 1333,OPS-HT80,True
NW12,P01_NW12_MAT-967334,MAT-967334,M12-EPDM PHANTOM 1334,OPS-M12-EPDM,True
NW12,P01_NW12_MAT-967335,MAT-967335,MX100 PHANTOM 1335,OPS-MX100,False
NW12,P01_NW12_MAT-967336,MAT-967336,S120 PHANTOM 1336,OPS-S120,False
NW12,P01_NW12_MAT-967337,MAT-967337,PRO-12X PHANTOM 1337,OPS-PRO-12X,True
NW12,P01_NW12_MAT-967338,MAT-967338,M14-HNBR PHANTOM 1338,OPS-M14-HNBR,False
NW12,P01_NW12_MAT-967339,MAT-967339,PRO-12X PHANTOM 1339,OPS-PRO-12X,True
NW12,P01_NW12_MAT-967340,MAT-967340,HT80 PHANTOM 1340,OPS-HT80,True
NW12,P01_NW12_MAT-967341,MAT-967341,MX200 PHANTOM 1341,OPS-MX200,True
NW12,P01_NW12_MAT-967342,MAT-967342,XL520 PHANTOM 1342,OPS-XL520,True
NW12,P01_NW12_MAT-967343,MAT-967343,XL520 PHANTOM 1343,OPS-XL520,True
NW12,P01_NW12_MAT-967344,MAT-967344,HT80 PHANTOM 1344,OPS-HT80,True
NW12,P01_NW12_MAT-967345,MAT-967345,M12-EPDM PHANTOM 1345,OPS-M12-EPDM,True
NW12,P01_NW12_MAT-967346,MAT-967346,M6-FKM PHANTOM 1346,OPS-M6-FKM,True
NW12,P01_NW12_MAT-967347,MAT-967347,MX100 PHANTOM 1347,OPS-MX100,True
NW12,P01_NW12_MAT-967348,MAT-967348,M20-SILI PHANTOM 1348,OPS-M20-SILI,True
NW12,P01_NW12_MAT-967349,MAT-967349,MX100 PHANTOM 1349,OPS-MX100,False
NW12,P01_NW12_MAT-967350,MAT-967350,S62 PHANTOM 1350,OPS-S62,True
NW12,P01_NW12_MAT-967351,MAT-967351,S140 PHANTOM 1351,OPS-S140,True
NW12,P01_NW12_MAT-967352,MAT-967352,MX250 PHANTOM 1352,OPS-MX250,False
NW12,P01_NW12_MAT-967353,MAT-967353,M18-AFLAS PHANTOM 1353,OPS-M18-AFLAS,False
NW12,P01_NW12_MAT-967354,MAT-967354,S160 PHANTOM 1354,OPS-S160,True
NW12,P01_NW12_MAT-967355,MAT-967355,M18-AFLAS PHANTOM 1355,OPS-M18-AFLAS,False
NW12,P01_NW12_MAT-967356,MAT-967356,MX200 PHANTOM 1356,OPS-MX200,True
NW12,P01_NW12_MAT-967357,MAT-967357,M20-SILI PHANTOM 1357,OPS-M20-SILI,False
NW12,P01_NW12_MAT-967358,MAT-967358,S62 PHANTOM 1358,OPS-S62,False
NW12,P01_NW12_MAT-967359,MAT-967359,M18-AFLAS PHANTOM 1359,OPS-M18-AFLAS,True
NW12,P01_NW12_MAT-967360,MAT-967360,MX200 PHANTOM 1360,OPS-MX200,False
NW12,P01_NW12_MAT-967361,MAT-967361,M22-NBR PHANTOM 1361,OPS-M22-NBR,False
NW12,P01_NW12_MAT-967362,MAT-967362,M6-FKM PHANTOM 1362,OPS-M6-FKM,True
NW12,P01_NW12_MAT-967363,MAT-967363,M10-BFG PHANTOM 1363,OPS-M10-BFG,True
NW12,P01_NW12_MAT-967364,MAT-967364,S140 PHANTOM 1364,OPS-S140,False
NW12,P01_NW12_MAT-967365,MAT-967365,MX250 PHANTOM 1365,OPS-MX250,False
NW12,P01_NW12_MAT-967366,MAT-967366,M10-BFG PHANTOM 1366,OPS-M10-BFG,True
NW12,P01_NW12_MAT-967367,MAT-967367,M8-NBR PHANTOM 1367,OPS-M8-NBR,False
NW12,P01_NW12_MAT-967368,MAT-967368,M12-EPDM PHANTOM 1368,OPS-M12-EPDM,True
NW12,P01_NW12_MAT-967369,MAT-967369,MX250 PHANTOM 1369,OPS-MX250,False
NW12,P01_NW12_MAT-967370,MAT-967370,PRO-12X PHANTOM 1370,OPS-PRO-12X,True
NW12,P01_NW12_MAT-967371,MAT-967371,PRO-12X PHANTOM 1371,OPS-PRO-12X,False
NW12,P01_NW12_MAT-967372,MAT-967372,M12-EPDM PHANTOM 1372,OPS-M12-EPDM,False
NW12,P01_NW12_MAT-967373,MAT-967373,M14-HNBR PHANTOM 1373,OPS-M14-HNBR,True
NW12,P01_NW12_MAT-967374,MAT-967374,M8-NBR PHANTOM 1374,OPS-M8-NBR,True
NW12,P01_NW12_MAT-967375,MAT-967375,M8-NBR PHANTOM 1375,OPS-M8-NBR,True
NW12,P01_NW12_MAT-967376,MAT-967376,S62 PHANTOM 1376,OPS-S62,False
NW12,P01_NW12_MAT-967377,MAT-967377,MX250 PHANTOM 1377,OPS-MX250,True
NW12,P01_NW12_MAT-967378,MAT-967378,XL520 PHANTOM 1378,OPS-XL520,False
NW12,P01_NW12_MAT-967379,MAT-967379,M6-FKM PHANTOM 1379,OPS-M6-FKM,False
NW12,P01_NW12_MAT-967380,MAT-967380,M10-BFG PHANTOM 1380,OPS-M10-BFG,False
NW12,P01_NW12_MAT-967381,MAT-967381,M20-SILI PHANTOM 1381,OPS-M20-SILI,True
NW12,P01_NW12_MAT-967382,MAT-967382,HT80 PHANTOM 1382,OPS-HT80,True
NW12,P01_NW12_MAT-967383,MAT-967383,S62 PHANTOM 1383,OPS-S62,True
NW12,P01_NW12_MAT-967384,MAT-967384,S160 PHANTOM 1384,OPS-S160,False
NW12,P01_NW12_MAT-967385,MAT-967385,M6-FKM PHANTOM 1385,OPS-M6-FKM,True
NW12,P01_NW12_MAT-967386,MAT-967386,MX200 PHANTOM 1386,OPS-MX200,False
NW12,P01_NW12_MAT-967387,MAT-967387,S62 PHANTOM 1387,OPS-S62,True
NW12,P01_NW12_MAT-967388,MAT-967388,M10-BFG PHANTOM 1388,OPS-M10-BFG,False
NW12,P01_NW12_MAT-967389,MAT-967389,HT80 PHANTOM 1389,OPS-HT80,True
NW12,P01_NW12_MAT-967390,MAT-967390,M20-SILI PHANTOM 1390,OPS-M20-SILI,False
NW12,P01_NW12_MAT-967391,MAT-967391,M10-BFG PHANTOM 1391,OPS-M10-BFG,True
NW12,P01_NW12_MAT-967392,MAT-967392,M18-AFLAS PHANTOM 1392,OPS-M18-AFLAS,False
NW12,P01_NW12_MAT-967393,MAT-967393,M20-SILI PHANTOM 1393,OPS-M20-SILI,False
NW12,P01_NW12_MAT-967394,MAT-967394,M6-FKM PHANTOM 1394,OPS-M6-FKM,True
NW12,P01_NW12_MAT-967395,MAT-967395,MX200 PHANTOM 1395,OPS-MX200,True
NW12,P01_NW12_MAT-967396,MAT-967396,HT80 PHANTOM 1396,OPS-HT80,False
NW12,P01_NW12_MAT-967397,MAT-967397,XL420 PHANTOM 1397,OPS-XL420,False
NW12,P01_NW12_MAT-967398,MAT-967398,M10-BFG PHANTOM 1398,OPS-M10-BFG,False
NW12,P01_NW12_MAT-967399,MAT-967399,S120 PHANTOM 1399,OPS-S120,False
NW12,P01_NW12_MAT-967400,MAT-967400,XL520 PHANTOM 1400,OPS-XL520,False
NW12,P01_NW12_MAT-967401,MAT-967401,MX200 PHANTOM 1401,OPS-MX200,False
NW12,P01_NW12_MAT-967402,MAT-967402,XL520 PHANTOM 1402,OPS-XL520,False
NW12,P01_NW12_MAT-967403,MAT-967403,M20-SILI PHANTOM 1403,OPS-M20-SILI,True
NW12,P01_NW12_MAT-967404,MAT-967404,M20-SILI PHANTOM 1404,OPS-M20-SILI,True
NW12,P01_NW12_MAT-967405,MAT-967405,M20-SILI PHANTOM 1405,OPS-M20-SILI,True
NW12,P01_NW12_MAT-967406,MAT-967406,M14-HNBR PHANTOM 1406,OPS-M14-HNBR,True
NW12,P01_NW12_MAT-967407,MAT-967407,S160 PHANTOM 1407,OPS-S160,True
NW12,P01_NW12_MAT-967408,MAT-967408,M20-SILI PHANTOM 1408,OPS-M20-SILI,False
NW12,P01_NW12_MAT-967409,MAT-967409,MX250 PHANTOM 1409,OPS-MX250,False
NW12,P01_NW12_MAT-967410,MAT-967410,MX100 PHANTOM 1410,OPS-MX100,True
NW12,P01_NW12_MAT-967411,MAT-967411,PRO-9X PHANTOM 1411,OPS-PRO-9X,True
NW12,P01_NW12_MAT-967412,MAT-967412,M8-NBR PHANTOM 1412,OPS-M8-NBR,False
NW12,P01_NW12_MAT-967413,MAT-967413,XL420 PHANTOM 1413,OPS-XL420,True
NW12,P01_NW12_MAT-967414,MAT-967414,PRO-9X PHANTOM 1414,OPS-PRO-9X,False
NW12,P01_NW12_MAT-967415,MAT-967415,M18-AFLAS PHANTOM 1415,OPS-M18-AFLAS,True
NW12,P01_NW12_MAT-967416,MAT-967416,XL520 PHANTOM 1416,OPS-XL520,True
NW12,P01_NW12_MAT-967417,MAT-967417,M20-SILI PHANTOM 1417,OPS-M20-SILI,True
NW12,P01_NW12_MAT-967418,MAT-967418,S140 PHANTOM 1418,OPS-S140,False
NW12,P01_NW12_MAT-967419,MAT-967419,MX250 PHANTOM 1419,OPS-MX250,False
NW12,P01_NW12_MAT-967420,MAT-967420,M22-NBR PHANTOM 1420,OPS-M22-NBR,True
NW12,P01_NW12_MAT-967421,MAT-967421,PRO-9X PHANTOM 1421,OPS-PRO-9X,False
NW12,P01_NW12_MAT-967422,MAT-967422,M8-NBR PHANTOM 1422,OPS-M8-NBR,True
NW12,P01_NW12_MAT-967423,MAT-967423,MX250 PHANTOM 1423,OPS-MX250,True
NW12,P01_NW12_MAT-967424,MAT-967424,S120 PHANTOM 1424,OPS-S120,False
NW12,P01_NW12_MAT-967425,MAT-967425,XL420 PHANTOM 1425,OPS-XL420,False
NW12,P01_NW12_MAT-967426,MAT-967426,XL420 PHANTOM 1426,OPS-XL420,False
NW12,P01_NW12_MAT-967427,MAT-967427,S160 PHANTOM 1427,OPS-S160,True
NW12,P01_NW12_MAT-967428,MAT-967428,M14-HNBR PHANTOM 1428,OPS-M14-HNBR,False
NW12,P01_NW12_MAT-967429,MAT-967429,MX200 PHANTOM 1429,OPS-MX200,False
NW12,P01_NW12_MAT-967430,MAT-967430,M10-BFG PHANTOM 1430,OPS-M10-BFG,False
NW12,P01_NW12_MAT-967431,MAT-967431,PRO-9X PHANTOM 1431,OPS-PRO-9X,True
NW12,P01_NW12_MAT-967432,MAT-967432,M18-AFLAS PHANTOM 1432,OPS-M18-AFLAS,True
NW12,P01_NW12_MAT-967433,MAT-967433,XL420 PHANTOM 1433,OPS-XL420,True
NW12,P01_NW12_MAT-967434,MAT-967434,M18-AFLAS PHANTOM 1434,OPS-M18-AFLAS,True
NW12,P01_NW12_MAT-967435,MAT-967435,M14-HNBR PHANTOM 1435,OPS-M14-HNBR,False
NW12,P01_NW12_MAT-967436,MAT-967436,MX100 PHANTOM 1436,OPS-MX100,True
NW12,P01_NW12_MAT-967437,MAT-967437,S120 PHANTOM 1437,OPS-S120,False
NW12,P01_NW12_MAT-967438,MAT-967438,MX250 PHANTOM 1438,OPS-MX250,False
NW12,P01_NW12_MAT-967439,MAT-967439,M20-SILI PHANTOM 1439,OPS-M20-SILI,False
NW12,P01_NW12_MAT-967440,MAT-967440,MX200 PHANTOM 1440,OPS-MX200,False
NW12,P01_NW12_MAT-967441,MAT-967441,M14-HNBR PHANTOM 1441,OPS-M14-HNBR,True
NW12,P01_NW12_MAT-967442,MAT-967442,S120 PHANTOM 1442,OPS-S120,False
NW12,P01_NW12_MAT-967443,MAT-967443,M18-AFLAS PHANTOM 1443,OPS-M18-AFLAS,False
NW12,P01_NW12_MAT-967444,MAT-967444,S160 PHANTOM 1444,OPS-S160,True
NW12,P01_NW12_MAT-967445,MAT-967445,PRO-12X PHANTOM 1445,OPS-PRO-12X,False
NW12,P01_NW12_MAT-967446,MAT-967446,MX250 PHANTOM 1446,OPS-MX250,False
NW12,P01_NW12_MAT-967447,MAT-967447,M12-EPDM PHANTOM 1447,OPS-M12-EPDM,True
NW12,P01_NW12_MAT-967448,MAT-967448,S62 PHANTOM 1448,OPS-S62,False
NW12,P01_NW12_MAT-967449,MAT-967449,XL420 PHANTOM 1449,OPS-XL420,True
NW12,P01_NW12_MAT-967450,MAT-967450,S140 PHANTOM 1450,OPS-S140,False
NW12,P01_NW12_MAT-967451,MAT-967451,MX250 PHANTOM 1451,OPS-MX250,False
NW12,P01_NW12_MAT-967452,MAT-967452,S160 PHANTOM 1452,OPS-S160,True
NW12,P01_NW12_MAT-967453,MAT-967453,XL420 PHANTOM 1453,OPS-XL420,True
NW12,P01_NW12_MAT-967454,MAT-967454,XL520 PHANTOM 1454,OPS-XL520,False
NW12,P01_NW12_MAT-967455,MAT-967455,S160 PHANTOM 1455,OPS-S160,True
NW12,P01_NW12_MAT-967456,MAT-967456,M12-EPDM PHANTOM 1456,OPS-M12-EPDM,False
NW12,P01_NW12_MAT-967457,MAT-967457,PRO-12X PHANTOM 1457,OPS-PRO-12X,True
NW12,P01_NW12_MAT-967458,MAT-967458,M12-EPDM PHANTOM 1458,OPS-M12-EPDM,True
NW12,P01_NW12_MAT-967459,MAT-967459,M6-FKM PHANTOM 1459,OPS-M6-FKM,True
NW12,P01_NW12_MAT-967460,MAT-967460,HT80 PHANTOM 1460,OPS-HT80,False
NW12,P01_NW12_MAT-967461,MAT-967461,S160 PHANTOM 1461,OPS-S160,False
NW12,P01_NW12_MAT-967462,MAT-967462,PRO-9X PHANTOM 1462,OPS-PRO-9X,False
NW12,P01_NW12_MAT-967463,MAT-967463,MX250 PHANTOM 1463,OPS-MX250,False
NW12,P01_NW12_MAT-967464,MAT-967464,S140 PHANTOM 1464,OPS-S140,True
NW12,P01_NW12_MAT-967465,MAT-967465,MX250 PHANTOM 1465,OPS-MX250,False
NW12,P01_NW12_MAT-967466,MAT-967466,M10-BFG PHANTOM 1466,OPS-M10-BFG,True
NW12,P01_NW12_MAT-967467,MAT-967467,XL520 PHANTOM 1467,OPS-XL520,True
NW12,P01_NW12_MAT-967468,MAT-967468,MX200 PHANTOM 1468,OPS-MX200,False
NW12,P01_NW12_MAT-967469,MAT-967469,S160 PHANTOM 1469,OPS-S160,True
NW12,P01_NW12_MAT-967470,MAT-967470,M14-HNBR PHANTOM 1470,OPS-M14-HNBR,False
NW12,P01_NW12_MAT-967471,MAT-967471,PRO-9X PHANTOM 1471,OPS-PRO-9X,False
NW12,P01_NW12_MAT-967472,MAT-967472,M14-HNBR PHANTOM 1472,OPS-M14-HNBR,True
NW12,P01_NW12_MAT-967473,MAT-967473,PRO-12X PHANTOM 1473,OPS-PRO-12X,False
NW12,P01_NW12_MAT-967474,MAT-967474,M12-EPDM PHANTOM 1474,OPS-M12-EPDM,False
NW12,P01_NW12_MAT-967475,MAT-967475,S120 PHANTOM 1475,OPS-S120,False
NW12,P01_NW12_MAT-967476,MAT-967476,HT80 PHANTOM 1476,OPS-HT80,False
NW12,P01_NW12_MAT-967477,MAT-967477,M12-EPDM PHANTOM 1477,OPS-M12-EPDM,True
NW12,P01_NW12_MAT-967478,MAT-967478,M10-BFG PHANTOM 1478,OPS-M10-BFG,False
NW12,P01_NW12_MAT-967479,MAT-967479,S160 PHANTOM 1479,OPS-S160,False
NW12,P01_NW12_MAT-967480,MAT-967480,M14-HNBR PHANTOM 1480,OPS-M14-HNBR,True
NW12,P01_NW12_MAT-967481,MAT-967481,S120 PHANTOM 1481,OPS-S120,False
NW12,P01_NW12_MAT-967482,MAT-967482,PRO-9X PHANTOM 1482,OPS-PRO-9X,False
NW12,P01_NW12_MAT-967483,MAT-967483,M18-AFLAS PHANTOM 1483,OPS-M18-AFLAS,True
NW12,P01_NW12_MAT-967484,MAT-967484,S62 PHANTOM 1484,OPS-S62,False
NW12,P01_NW12_MAT-967485,MAT-967485,M22-NBR PHANTOM 1485,OPS-M22-NBR,False
NW12,P01_NW12_MAT-967486,MAT-967486,MX100 PHANTOM 1486,OPS-MX100,False
NW12,P01_NW12_MAT-967487,MAT-967487,MX200 PHANTOM 1487,OPS-MX200,True
NW12,P01_NW12_MAT-967488,MAT-967488,S140 PHANTOM 1488,OPS-S140,True
NW12,P01_NW12_MAT-967489,MAT-967489,M22-NBR PHANTOM 1489,OPS-M22-NBR,False
NW12,P01_NW12_MAT-967490,MAT-967490,HT80 PHANTOM 1490,OPS-HT80,True
NW12,P01_NW12_MAT-967491,MAT-967491,M14-HNBR PHANTOM 1491,OPS-M14-HNBR,True
NW12,P01_NW12_MAT-967492,MAT-967492,MX250 PHANTOM 1492,OPS-MX250,False
NW12,P01_NW12_MAT-967493,MAT-967493,M22-NBR PHANTOM 1493,OPS-M22-NBR,True
NW12,P01_NW12_MAT-967494,MAT-967494,M12-EPDM PHANTOM 1494,OPS-M12-EPDM,True
NW12,P01_NW12_MAT-967495,MAT-967495,M8-NBR PHANTOM 1495,OPS-M8-NBR,True
NW12,P01_NW12_MAT-967496,MAT-967496,M10-BFG PHANTOM 1496,OPS-M10-BFG,True
NW12,P01_NW12_MAT-967497,MAT-967497,XL520 PHANTOM 1497,OPS-XL520,False
NW12,P01_NW12_MAT-967498,MAT-967498,S160 PHANTOM 1498,OPS-S160,True
NW12,P01_NW12_MAT-967499,MAT-967499,M6-FKM PHANTOM 1499,OPS-M6-FKM,True
NW13,P01_NW13_MAT-972000,MAT-972000,S62 PHANTOM 0000,OPS-S62,False
NW13,P01_NW13_MAT-972001,MAT-972001,M10-BFG PHANTOM 0001,OPS-M10-BFG,True
NW13,P01_NW13_MAT-972002,MAT-972002,PRO-9X PHANTOM 0002,OPS-PRO-9X,False
NW13,P01_NW13_MAT-972003,MAT-972003,PRO-9X PHANTOM 0003,OPS-PRO-9X,True
NW13,P01_NW13_MAT-972004,MAT-972004,MX250 PHANTOM 0004,OPS-MX250,True
NW13,P01_NW13_MAT-972005,MAT-972005,PRO-12X PHANTOM 0005,OPS-PRO-12X,False
NW13,P01_NW13_MAT-972006,MAT-972006,MX100 PHANTOM 0006,OPS-MX100,True
NW13,P01_NW13_MAT-972007,MAT-972007,XL420 PHANTOM 0007,OPS-XL420,False
NW13,P01_NW13_MAT-972008,MAT-972008,M10-BFG PHANTOM 0008,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972009,MAT-972009,M12-EPDM PHANTOM 0009,OPS-M12-EPDM,False
NW13,P01_NW13_MAT-972010,MAT-972010,XL420 PHANTOM 0010,OPS-XL420,True
NW13,P01_NW13_MAT-972011,MAT-972011,S160 PHANTOM 0011,OPS-S160,False
NW13,P01_NW13_MAT-972012,MAT-972012,S140 PHANTOM 0012,OPS-S140,True
NW13,P01_NW13_MAT-972013,MAT-972013,XL420 PHANTOM 0013,OPS-XL420,False
NW13,P01_NW13_MAT-972014,MAT-972014,M6-FKM PHANTOM 0014,OPS-M6-FKM,True
NW13,P01_NW13_MAT-972015,MAT-972015,M18-AFLAS PHANTOM 0015,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972016,MAT-972016,M22-NBR PHANTOM 0016,OPS-M22-NBR,True
NW13,P01_NW13_MAT-972017,MAT-972017,M22-NBR PHANTOM 0017,OPS-M22-NBR,True
NW13,P01_NW13_MAT-972018,MAT-972018,XL420 PHANTOM 0018,OPS-XL420,False
NW13,P01_NW13_MAT-972019,MAT-972019,M12-EPDM PHANTOM 0019,OPS-M12-EPDM,True
NW13,P01_NW13_MAT-972020,MAT-972020,M8-NBR PHANTOM 0020,OPS-M8-NBR,False
NW13,P01_NW13_MAT-972021,MAT-972021,M10-BFG PHANTOM 0021,OPS-M10-BFG,True
NW13,P01_NW13_MAT-972022,MAT-972022,M22-NBR PHANTOM 0022,OPS-M22-NBR,True
NW13,P01_NW13_MAT-972023,MAT-972023,M22-NBR PHANTOM 0023,OPS-M22-NBR,False
NW13,P01_NW13_MAT-972024,MAT-972024,S160 PHANTOM 0024,OPS-S160,False
NW13,P01_NW13_MAT-972025,MAT-972025,HT80 PHANTOM 0025,OPS-HT80,True
NW13,P01_NW13_MAT-972026,MAT-972026,M8-NBR PHANTOM 0026,OPS-M8-NBR,False
NW13,P01_NW13_MAT-972027,MAT-972027,M20-SILI PHANTOM 0027,OPS-M20-SILI,False
NW13,P01_NW13_MAT-972028,MAT-972028,MX100 PHANTOM 0028,OPS-MX100,True
NW13,P01_NW13_MAT-972029,MAT-972029,MX100 PHANTOM 0029,OPS-MX100,True
NW13,P01_NW13_MAT-972030,MAT-972030,HT80 PHANTOM 0030,OPS-HT80,False
NW13,P01_NW13_MAT-972031,MAT-972031,M20-SILI PHANTOM 0031,OPS-M20-SILI,False
NW13,P01_NW13_MAT-972032,MAT-972032,PRO-9X PHANTOM 0032,OPS-PRO-9X,False
NW13,P01_NW13_MAT-972033,MAT-972033,S62 PHANTOM 0033,OPS-S62,True
NW13,P01_NW13_MAT-972034,MAT-972034,M6-FKM PHANTOM 0034,OPS-M6-FKM,False
NW13,P01_NW13_MAT-972035,MAT-972035,M14-HNBR PHANTOM 0035,OPS-M14-HNBR,False
NW13,P01_NW13_MAT-972036,MAT-972036,M12-EPDM PHANTOM 0036,OPS-M12-EPDM,False
NW13,P01_NW13_MAT-972037,MAT-972037,M22-NBR PHANTOM 0037,OPS-M22-NBR,True
NW13,P01_NW13_MAT-972038,MAT-972038,MX100 PHANTOM 0038,OPS-MX100,False
NW13,P01_NW13_MAT-972039,MAT-972039,PRO-12X PHANTOM 0039,OPS-PRO-12X,False
NW13,P01_NW13_MAT-972040,MAT-972040,PRO-12X PHANTOM 0040,OPS-PRO-12X,False
NW13,P01_NW13_MAT-972041,MAT-972041,PRO-9X PHANTOM 0041,OPS-PRO-9X,True
NW13,P01_NW13_MAT-972042,MAT-972042,M6-FKM PHANTOM 0042,OPS-M6-FKM,False
NW13,P01_NW13_MAT-972043,MAT-972043,S140 PHANTOM 0043,OPS-S140,False
NW13,P01_NW13_MAT-972044,MAT-972044,M10-BFG PHANTOM 0044,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972045,MAT-972045,S160 PHANTOM 0045,OPS-S160,True
NW13,P01_NW13_MAT-972046,MAT-972046,M12-EPDM PHANTOM 0046,OPS-M12-EPDM,False
NW13,P01_NW13_MAT-972047,MAT-972047,PRO-12X PHANTOM 0047,OPS-PRO-12X,True
NW13,P01_NW13_MAT-972048,MAT-972048,M18-AFLAS PHANTOM 0048,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972049,MAT-972049,MX200 PHANTOM 0049,OPS-MX200,False
NW13,P01_NW13_MAT-972050,MAT-972050,M20-SILI PHANTOM 0050,OPS-M20-SILI,True
NW13,P01_NW13_MAT-972051,MAT-972051,S160 PHANTOM 0051,OPS-S160,False
NW13,P01_NW13_MAT-972052,MAT-972052,M12-EPDM PHANTOM 0052,OPS-M12-EPDM,True
NW13,P01_NW13_MAT-972053,MAT-972053,S160 PHANTOM 0053,OPS-S160,True
NW13,P01_NW13_MAT-972054,MAT-972054,HT80 PHANTOM 0054,OPS-HT80,True
NW13,P01_NW13_MAT-972055,MAT-972055,M10-BFG PHANTOM 0055,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972056,MAT-972056,M6-FKM PHANTOM 0056,OPS-M6-FKM,False
NW13,P01_NW13_MAT-972057,MAT-972057,M18-AFLAS PHANTOM 0057,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972058,MAT-972058,MX200 PHANTOM 0058,OPS-MX200,True
NW13,P01_NW13_MAT-972059,MAT-972059,M22-NBR PHANTOM 0059,OPS-M22-NBR,True
NW13,P01_NW13_MAT-972060,MAT-972060,S160 PHANTOM 0060,OPS-S160,True
NW13,P01_NW13_MAT-972061,MAT-972061,HT80 PHANTOM 0061,OPS-HT80,False
NW13,P01_NW13_MAT-972062,MAT-972062,PRO-9X PHANTOM 0062,OPS-PRO-9X,False
NW13,P01_NW13_MAT-972063,MAT-972063,MX100 PHANTOM 0063,OPS-MX100,True
NW13,P01_NW13_MAT-972064,MAT-972064,S62 PHANTOM 0064,OPS-S62,True
NW13,P01_NW13_MAT-972065,MAT-972065,M12-EPDM PHANTOM 0065,OPS-M12-EPDM,True
NW13,P01_NW13_MAT-972066,MAT-972066,S120 PHANTOM 0066,OPS-S120,False
NW13,P01_NW13_MAT-972067,MAT-972067,S140 PHANTOM 0067,OPS-S140,False
NW13,P01_NW13_MAT-972068,MAT-972068,XL520 PHANTOM 0068,OPS-XL520,True
NW13,P01_NW13_MAT-972069,MAT-972069,M14-HNBR PHANTOM 0069,OPS-M14-HNBR,True
NW13,P01_NW13_MAT-972070,MAT-972070,XL420 PHANTOM 0070,OPS-XL420,True
NW13,P01_NW13_MAT-972071,MAT-972071,XL520 PHANTOM 0071,OPS-XL520,False
NW13,P01_NW13_MAT-972072,MAT-972072,M14-HNBR PHANTOM 0072,OPS-M14-HNBR,True
NW13,P01_NW13_MAT-972073,MAT-972073,PRO-12X PHANTOM 0073,OPS-PRO-12X,True
NW13,P01_NW13_MAT-972074,MAT-972074,S120 PHANTOM 0074,OPS-S120,False
NW13,P01_NW13_MAT-972075,MAT-972075,M14-HNBR PHANTOM 0075,OPS-M14-HNBR,True
NW13,P01_NW13_MAT-972076,MAT-972076,M10-BFG PHANTOM 0076,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972077,MAT-972077,S62 PHANTOM 0077,OPS-S62,False
NW13,P01_NW13_MAT-972078,MAT-972078,MX200 PHANTOM 0078,OPS-MX200,False
NW13,P01_NW13_MAT-972079,MAT-972079,M10-BFG PHANTOM 0079,OPS-M10-BFG,True
NW13,P01_NW13_MAT-972080,MAT-972080,PRO-12X PHANTOM 0080,OPS-PRO-12X,True
NW13,P01_NW13_MAT-972081,MAT-972081,M12-EPDM PHANTOM 0081,OPS-M12-EPDM,True
NW13,P01_NW13_MAT-972082,MAT-972082,MX200 PHANTOM 0082,OPS-MX200,True
NW13,P01_NW13_MAT-972083,MAT-972083,PRO-12X PHANTOM 0083,OPS-PRO-12X,True
NW13,P01_NW13_MAT-972084,MAT-972084,PRO-9X PHANTOM 0084,OPS-PRO-9X,True
NW13,P01_NW13_MAT-972085,MAT-972085,PRO-12X PHANTOM 0085,OPS-PRO-12X,False
NW13,P01_NW13_MAT-972086,MAT-972086,S62 PHANTOM 0086,OPS-S62,False
NW13,P01_NW13_MAT-972087,MAT-972087,MX200 PHANTOM 0087,OPS-MX200,True
NW13,P01_NW13_MAT-972088,MAT-972088,M18-AFLAS PHANTOM 0088,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972089,MAT-972089,M18-AFLAS PHANTOM 0089,OPS-M18-AFLAS,True
