Sap code,Description,Old Material Number,Base Unit of Measure,Material Type,ABC (SAP),Procurement Type,In House Production Time (WD),Production LT Weeks,Transportation Lanes Lead Time (CD),Planned Delivery Time (MARC) (CD),Standard Cost in EUR,Avg Sales Price in EUR,G35 - Plant,G37 - Vendor,P45 - Supply Group,P55 - Operations Group,Is Network Material,BOM Material,BOM Header,BOM Component
MAT-100430,MX250/PL.31 304TL 0.4mm,OLD-100430,PC,FERT,A,E,14,2,14,21,86.71,21.59,NW12,V-97135,SG-70,OPS-MX250,Y,MAT-100430,BH-3238,BC-8412
MAT-100437,XL520/PL.38 304TL 0.5mm,OLD-100437,PC,FERT,A,X,21,8,21,14,39.08,137.08,NW12,V-55244,SG-117,OPS-XL520,Y,MAT-100437,BH-5062,BC-5769
MAT-100439,PRO-12X/PL.40 304TL 0.4mm,OLD-100439,PC,HALB,C,F,21,8,14,14,97.97,53.79,NW12,V-44386,SG-21,OPS-PRO-12X,N,MAT-100439,BH-2665,BC-4834
MAT-100442,MX250/PL.43 304TL 0.8mm,OLD-100442,PC,ROH,C,X,7,3,7,28,1.72,45.35,NW12,V-68255,SG-100,OPS-MX250,N,MAT-100442,BH-5483,BC-1203
MAT-100447,S160/PL.48 304TL 0.4mm,OLD-100447,PC,HALB,A,E,5,2,30,45,91.21,111.58,NW12,V-65001,SG-15,OPS-S160,Y,MAT-100447,BH-2614,BC-1162
MAT-100449,XL520/PL.50 304TL 0.7mm,OLD-100449,PC,HALB,C,E,5,8,14,28,55.44,118.71,NW12,V-79622,SG-89,OPS-XL520,Y,MAT-100449,BH-9207,BC-6735
MAT-100451,PRO-12X/PL.02 304TL 0.4mm,OLD-100451,PC,ROH,C,F,5,4,30,21,109.84,193.25,NW12,V-13449,SG-82,OPS-PRO-12X,Y,MAT-100451,BH-6071,BC-1148
MAT-100473,XL520/PL.24 304TL 0.4mm,OLD-100473,PC,ROH,A,F,21,4,21,28,21.67,77.97,NW12,V-90624,SG-105,OPS-XL520,N,MAT-100473,BH-7486,BC-4662
MAT-100482,S140/PL.33 304TL 0.8mm,OLD-100482,PC,HALB,A,E,5,2,30,60,41.53,67.71,NW12,V-76937,SG-93,OPS-S140,N,MAT-100482,BH-2030,BC-1985
MAT-100488,MX100/PL.39 304TL 0.5mm,OLD-100488,PC,ROH,A,E,10,8,14,28,106.73,217.65,NW12,V-58217,SG-90,OPS-MX100,Y,MAT-100488,BH-7638,BC-1631
MAT-100493,S120/PL.44 304TL 0.6mm,OLD-100493,PC,ROH,B,F,14,8,14,45,56.48,140.44,NW12,V-31055,SG-119,OPS-S120,N,MAT-100493,BH-4017,BC-2436
MAT-100496,XL420/PL.47 304TL 0.5mm,OLD-100496,PC,ROH,C,F,10,2,30,14,76.4,53.89,NW12,V-17120,SG-114,OPS-XL420,Y,MAT-100496,BH-2187,BC-8030
MAT-100498,PRO-9X/PL.49 304TL 0.5mm,OLD-100498,PC,ROH,B,X,7,2,30,45,87.17,44.47,NW12,V-37072,SG-73,OPS-PRO-9X,N,MAT-100498,BH-5279,BC-3623
MAT-100504,S62/PL.05 304TL 0.7mm,OLD-100504,PC,ROH,C,F,21,6,30,45,21.88,143.07,NW12,V-38489,SG-98,OPS-S62,Y,MAT-100504,BH-6995,BC-5188
MAT-100505,S120/PL.06 304TL 0.5mm,OLD-100505,PC,FERT,C,E,10,8,30,14,91.67,106.99,NW12,V-43640,SG-59,OPS-S120,Y,MAT-100505,BH-6979,BC-4373
MAT-100507,S160/PL.08 304TL 0.6mm,OLD-100507,PC,FERT,A,X,14,4,7,21,62.2,49.56,NW12,V-98582,SG-18,OPS-S160,Y,MAT-100507,BH-4820,BC-8101
MAT-100515,HT80/PL.16 304TL 0.6mm,OLD-100515,PC,HALB,A,X,14,2,30,21,70.72,69.84,NW12,V-95898,SG-41,OPS-HT80,N,MAT-100515,BH-3961,BC-7638
MAT-100518,S140/PL.19 304TL 0.6mm,OLD-100518,PC,HALB,C,X,5,4,14,45,24.35,181.32,NW12,V-89414,SG-105,OPS-S140,Y,MAT-100518,BH-7350,BC-9900
MAT-100535,PRO-12X/PL.36 304TL 0.7mm,OLD-100535,PC,ROH,B,F,10,2,7,28,102.04,120.42,NW12,V-59051,SG-38,OPS-PRO-12X,N,MAT-100535,BH-1687,BC-2655
MAT-100537,MX200/PL.38 304TL 0.7mm,OLD-100537,PC,ROH,C,X,10,2,7,35,67.55,140.05,NW12,V-26804,SG-88,OPS-MX200,Y,MAT-100537,BH-4069,BC-6771
MAT-100539,HT80/PL.40 304TL 0.5mm,OLD-100539,PC,HALB,C,F,7,4,21,45,88.84,6.72,NW12,V-54986,SG-60,OPS-HT80,Y,MAT-100539,BH-3928,BC-5908
MAT-100540,S62/PL.41 304TL 0.3mm,OLD-100540,PC,ROH,C,F,10,6,30,45,46.88,45.89,NW12,V-72511,SG-63,OPS-S62,Y,MAT-100540,BH-9085,BC-1835
MAT-100546,PRO-9X/PL.47 304TL 0.4mm,OLD-100546,PC,FERT,A,F,7,6,14,60,43.2,41.13,NW12,V-57264,SG-63,OPS-PRO-9X,Y,MAT-100546,BH-4726,BC-1771
MAT-100554,S140/PL.05 304TL 0.5mm,OLD-100554,PC,HALB,C,E,5,4,30,28,41.19,186.16,NW12,V-32900,SG-20,OPS-S140,Y,MAT-100554,BH-8930,BC-9260
MAT-100558,PRO-9X/PL.09 304TL 0.4mm,OLD-100558,PC,HALB,B,X,21,8,7,28,34.92,145.02,NW12,V-12470,SG-68,OPS-PRO-9X,Y,MAT-100558,BH-7491,BC-8081
MAT-100560,MX100/PL.11 304TL 0.8mm,OLD-100560,PC,HALB,A,X,10,8,14,14,54.61,95.45,NW12,V-49304,SG-24,OPS-MX100,N,MAT-100560,BH-5676,BC-7123
MAT-100565,S120/PL.16 304TL 0.6mm,OLD-100565,PC,HALB,C,E,5,2,14,28,97.87,180.48,NW12,V-21253,SG-91,OPS-S120,Y,MAT-100565,BH-5290,BC-5159
MAT-100571,PRO-12X/PL.22 304TL 0.6mm,OLD-100571,PC,FERT,C,E,14,8,14,28,46.62,22.73,NW12,V-40024,SG-13,OPS-PRO-12X,Y,MAT-100571,BH-5839,BC-5025
MAT-100573,MX200/PL.24 304TL 0.8mm,OLD-100573,PC,ROH,B,X,10,8,7,60,100.85,122.56,NW12,V-60247,SG-117,OPS-MX200,Y,MAT-100573,BH-9203,BC-8093
MAT-100574,MX250/PL.25 304TL 0.4mm,OLD-100574,PC,HALB,B,X,7,8,30,60,84.89,141.41,NW12,V-20587,SG-18,OPS-MX250,Y,MAT-100574,BH-2817,BC-5647
MAT-100575,HT80/PL.26 304TL 0.8mm,OLD-100575,PC,FERT,C,E,10,2,14,35,4.09,6.3,NW12,V-85168,SG-44,OPS-HT80,Y,MAT-100575,BH-8350,BC-8159
MAT-100577,S120/PL.28 304TL 0.8mm,OLD-100577,PC,HALB,A,X,14,3,21,21,50.58,137.54,NW12,V-49584,SG-34,OPS-S120,N,MAT-100577,BH-8371,BC-7402
MAT-100582,PRO-9X/PL.33 304TL 0.7mm,OLD-100582,PC,ROH,A,E,7,4,21,45,45.16,119.23,NW12,V-28145,SG-38,OPS-PRO-9X,N,MAT-100582,BH-5861,BC-6401
MAT-100585,MX200/PL.36 304TL 0.4mm,OLD-100585,PC,ROH,B,X,7,4,30,45,42.81,131.45,NW12,V-57073,SG-92,OPS-MX200,N,MAT-100585,BH-7454,BC-5313
MAT-100590,S140/PL.41 304TL 0.5mm,OLD-100590,PC,FERT,C,X,21,6,30,14,59.8,172.93,NW12,V-66798,SG-11,OPS-S140,Y,MAT-100590,BH-5403,BC-5091
MAT-100599,HT80/PL.50 304TL 0.6mm,OLD-100599,PC,FERT,C,F,5,2,14,14,91.02,90.97,NW12,V-97370,SG-26,OPS-HT80,N,MAT-100599,BH-3862,BC-7468
MAT-100601,S120/PL.02 304TL 0.6mm,OLD-100601,PC,FERT,A,F,10,2,21,45,35.08,148.82,NW12,V-94456,SG-103,OPS-S120,Y,MAT-100601,BH-8418,BC-3725
MAT-100609,MX200/PL.10 304TL 0.5mm,OLD-100609,PC,HALB,A,X,10,8,7,14,46.97,62.26,NW12,V-97477,SG-27,OPS-MX200,N,MAT-100609,BH-9066,BC-6419
MAT-100620,MX100/PL.21 304TL 0.4mm,OLD-100620,PC,FERT,C,F,14,2,21,28,44.23,154.14,NW12,V-34300,SG-69,OPS-MX100,Y,MAT-100620,BH-7635,BC-7361
MAT-100621,MX200/PL.22 304TL 0.8mm,OLD-100621,PC,ROH,A,E,10,3,7,45,62.09,120.61,NW12,V-88493,SG-76,OPS-MX200,N,MAT-100621,BH-8294,BC-2476
MAT-100625,S120/PL.26 304TL 0.6mm,OLD-100625,PC,ROH,B,F,7,3,30,28,76.69,100.15,NW12,V-19691,SG-94,OPS-S120,N,MAT-100625,BH-4941,BC-6814
MAT-100630,PRO-9X/PL.31 304TL 0.6mm,OLD-100630,PC,HALB,B,X,7,8,30,21,50.91,148.01,NW12,V-67993,SG-16,OPS-PRO-9X,Y,MAT-100630,BH-6867,BC-9490
MAT-100640,XL420/PL.41 304TL 0.5mm,OLD-100640,PC,ROH,C,E,21,6,30,28,115.15,131.49,NW12,V-28347,SG-90,OPS-XL420,Y,MAT-100640,BH-7965,BC-5726
MAT-100646,MX250/PL.47 304TL 0.6mm,OLD-100646,PC,HALB,C,X,5,8,14,28,31.33,59.25,NW12,V-11984,SG-56,OPS-MX250,Y,MAT-100646,BH-1505,BC-2873
MAT-100648,S62/PL.49 304TL 0.4mm,OLD-100648,PC,HALB,C,X,14,3,7,28,38.0,167.53,NW12,V-67879,SG-89,OPS-S62,N,MAT-100648,BH-4849,BC-4970
MAT-100649,S120/PL.50 304TL 0.6mm,OLD-100649,PC,FERT,A,E,21,2,14,28,48.26,164.79,NW12,V-26363,SG-77,OPS-S120,N,MAT-100649,BH-3348,BC-8689
MAT-100656,MX100/PL.07 304TL 0.4mm,OLD-100656,PC,FERT,A,F,21,4,14,21,46.47,203.0,NW12,V-42723,SG-37,OPS-MX100,Y,MAT-100656,BH-2959,BC-1280
MAT-100658,MX250/PL.09 304TL 0.8mm,OLD-100658,PC,HALB,B,X,21,8,14,45,76.99,135.16,NW12,V-54397,SG-91,OPS-MX250,N,MAT-100658,BH-6118,BC-8804
MAT-100663,S160/PL.14 304TL 0.6mm,OLD-100663,PC,FERT,B,X,14,3,21,45,74.41,157.34,NW12,V-17017,SG-22,OPS-S160,Y,MAT-100663,BH-1057,BC-2846
MAT-100667,PRO-12X/PL.18 304TL 0.5mm,OLD-100667,PC,FERT,B,E,7,8,30,21,55.16,4.81,NW12,V-56085,SG-74,OPS-PRO-12X,N,MAT-100667,BH-4625,BC-1334
MAT-100669,MX200/PL.20 304TL 0.6mm,OLD-100669,PC,ROH,A,E,5,6,30,21,108.2,72.76,NW12,V-51601,SG-115,OPS-MX200,N,MAT-100669,BH-7838,BC-1792
MAT-100671,HT80/PL.22 304TL 0.4mm,OLD-100671,PC,ROH,A,E,10,3,30,21,104.36,141.35,NW12,V-79988,SG-114,OPS-HT80,Y,MAT-100671,BH-5526,BC-7236
MAT-100683,HT80/PL.34 304TL 0.6mm,OLD-100683,PC,HALB,B,F,5,3,21,60,13.12,25.16,NW12,V-41413,SG-72,OPS-HT80,Y,MAT-100683,BH-4820,BC-6432
MAT-100687,S160/PL.38 304TL 0.5mm,OLD-100687,PC,ROH,B,F,7,6,7,35,38.2,151.85,NW12,V-25915,SG-101,OPS-S160,N,MAT-100687,BH-8919,BC-6444
MAT-100688,XL420/PL.39 304TL 0.7mm,OLD-100688,PC,FERT,C,F,14,4,30,21,78.13,195.42,NW12,V-84209,SG-90,OPS-XL420,N,MAT-100688,BH-4772,BC-7581
MAT-100695,HT80/PL.46 304TL 0.5mm,OLD-100695,PC,HALB,A,F,21,6,7,14,52.09,105.26,NW12,V-26563,SG-106,OPS-HT80,Y,MAT-100695,BH-3319,BC-9772
MAT-100702,PRO-9X/PL.03 304TL 0.7mm,OLD-100702,PC,HALB,C,X,14,3,7,21,52.83,182.73,NW12,V-84554,SG-97,OPS-PRO-9X,N,MAT-100702,BH-8953,BC-9409
MAT-100708,S62/PL.09 304TL 0.5mm,OLD-100708,PC,HALB,A,F,10,4,30,45,42.47,141.7,NW12,V-52842,SG-12,OPS-S62,Y,MAT-100708,BH-7372,BC-5297
MAT-100719,HT80/PL.20 304TL 0.7mm,OLD-100719,PC,FERT,A,E,10,6,14,14,106.97,77.9,NW12,V-93047,SG-104,OPS-HT80,N,MAT-100719,BH-8932,BC-7247
MAT-100737,XL520/PL.38 304TL 0.6mm,OLD-100737,PC,FERT,A,E,5,2,21,21,19.63,22.57,NW12,V-94367,SG-87,OPS-XL520,Y,MAT-100737,BH-4405,BC-5680
MAT-100743,HT80/PL.44 304TL 0.7mm,OLD-100743,PC,FERT,C,X,5,6,14,14,38.71,54.39,NW12,V-38353,SG-60,OPS-HT80,N,MAT-100743,BH-8791,BC-4101
MAT-100744,S62/PL.45 304TL 0.3mm,OLD-100744,PC,FERT,C,X,7,2,14,35,17.19,128.95,NW12,V-61117,SG-98,OPS-S62,Y,MAT-100744,BH-7887,BC-3250
MAT-100749,XL520/PL.50 304TL 0.3mm,OLD-100749,PC,FERT,C,E,7,3,14,45,76.93,93.6,NW12,V-86138,SG-40,OPS-XL520,N,MAT-100749,BH-2552,BC-6031
MAT-100751,PRO-12X/PL.02 304TL 0.6mm,OLD-100751,PC,HALB,B,E,10,3,7,45,2.44,151.0,NW12,V-48301,SG-67,OPS-PRO-12X,Y,MAT-100751,BH-9251,BC-1851
MAT-100759,S160/PL.10 304TL 0.5mm,OLD-100759,PC,HALB,A,X,7,3,21,60,63.88,60.03,NW12,V-61798,SG-62,OPS-S160,Y,MAT-100759,BH-8453,BC-9103
MAT-100761,XL520/PL.12 304TL 0.8mm,OLD-100761,PC,ROH,A,X,14,4,30,21,61.49,111.1,NW12,V-51202,SG-27,OPS-XL520,N,MAT-100761,BH-4913,BC-8766
MAT-100763,PRO-12X/PL.14 304TL 0.7mm,OLD-100763,PC,FERT,A,E,21,4,30,14,9.78,9.5,NW12,V-63595,SG-114,OPS-PRO-12X,N,MAT-100763,BH-2511,BC-4230
MAT-100768,S62/PL.19 304TL 0.3mm,OLD-100768,PC,HALB,B,X,7,3,30,14,57.68,135.22,NW12,V-52117,SG-63,OPS-S62,N,MAT-100768,BH-5915,BC-2313
MAT-100783,S160/PL.34 304TL 0.4mm,OLD-100783,PC,ROH,B,X,5,8,21,45,76.43,114.74,NW12,V-57876,SG-39,OPS-S160,N,MAT-100783,BH-4783,BC-4395
MAT-100784,XL420/PL.35 304TL 0.4mm,OLD-100784,PC,HALB,A,X,10,8,30,60,51.61,72.17,NW12,V-78431,SG-112,OPS-XL420,Y,MAT-100784,BH-7345,BC-6536
MAT-100786,PRO-9X/PL.37 304TL 0.5mm,OLD-100786,PC,ROH,C,E,5,4,14,14,26.63,187.78,NW12,V-51375,SG-30,OPS-PRO-9X,N,MAT-100786,BH-8547,BC-4540
MAT-100787,PRO-12X/PL.38 304TL 0.8mm,OLD-100787,PC,HALB,B,E,21,2,30,21,83.2,70.02,NW12,V-94100,SG-33,OPS-PRO-12X,N,MAT-100787,BH-6830,BC-4371
MAT-100792,S62/PL.43 304TL 0.6mm,OLD-100792,PC,FERT,A,X,5,3,7,45,83.84,98.64,NW12,V-64078,SG-108,OPS-S62,Y,MAT-100792,BH-7037,BC-5477
MAT-100798,PRO-9X/PL.49 304TL 0.5mm,OLD-100798,PC,FERT,C,X,14,2,7,60,71.87,106.82,NW12,V-42757,SG-50,OPS-PRO-9X,N,MAT-100798,BH-2156,BC-3670
MAT-100806,S140/PL.07 304TL 0.5mm,OLD-100806,PC,ROH,A,X,5,4,30,28,64.38,101.55,NW12,V-33153,SG-55,OPS-S140,Y,MAT-100806,BH-8901,BC-1328
MAT-100812,MX100/PL.13 304TL 0.6mm,OLD-100812,PC,FERT,C,E,14,3,30,14,91.67,166.98,NW12,V-38509,SG-70,OPS-MX100,Y,MAT-100812,BH-5392,BC-7851
MAT-100813,MX200/PL.14 304TL 0.8mm,OLD-100813,PC,FERT,A,E,21,3,21,14,68.3,36.31,NW12,V-60334,SG-71,OPS-MX200,Y,MAT-100813,BH-7508,BC-9564
MAT-100818,S140/PL.19 304TL 0.6mm,OLD-100818,PC,FERT,A,F,7,6,14,45,62.75,112.82,NW12,V-17670,SG-37,OPS-S140,Y,MAT-100818,BH-5537,BC-8779
MAT-100820,XL420/PL.21 304TL 0.7mm,OLD-100820,PC,FERT,A,F,14,4,7,35,69.4,26.36,NW12,V-18826,SG-55,OPS-XL420,N,MAT-100820,BH-6702,BC-7227
MAT-100821,XL520/PL.22 304TL 0.4mm,OLD-100821,PC,HALB,A,E,10,8,14,28,38.59,148.87,NW12,V-44982,SG-28,OPS-XL520,Y,MAT-100821,BH-5522,BC-9248
MAT-100828,S62/PL.29 304TL 0.7mm,OLD-100828,PC,HALB,C,E,21,6,30,14,41.11,111.53,NW12,V-98668,SG-16,OPS-S62,N,MAT-100828,BH-3694,BC-4188
MAT-100831,S160/PL.32 304TL 0.7mm,OLD-100831,PC,ROH,A,E,10,2,30,21,85.44,186.67,NW12,V-84250,SG-120,OPS-S160,N,MAT-100831,BH-3427,BC-2005
MAT-100840,S62/PL.41 304TL 0.6mm,OLD-100840,PC,ROH,C,F,7,3,21,14,70.63,153.25,NW12,V-78678,SG-38,OPS-S62,Y,MAT-100840,BH-8720,BC-8470
MAT-100843,S160/PL.44 304TL 0.4mm,OLD-100843,PC,FERT,B,X,10,3,7,45,112.1,88.88,NW12,V-72594,SG-57,OPS-S160,N,MAT-100843,BH-5797,BC-5501
MAT-100846,PRO-9X/PL.47 304TL 0.3mm,OLD-100846,PC,HALB,A,E,10,4,21,60,17.08,214.22,NW12,V-74161,SG-87,OPS-PRO-9X,N,MAT-100846,BH-2694,BC-9180
MAT-100847,PRO-12X/PL.48 304TL 0.7mm,OLD-100847,PC,ROH,B,F,21,8,14,45,103.51,90.71,NW12,V-50606,SG-22,OPS-PRO-12X,N,MAT-100847,BH-9684,BC-3414
MAT-100848,MX100/PL.49 304TL 0.4mm,OLD-100848,PC,HALB,A,E,21,6,21,60,31.14,43.18,NW12,V-90950,SG-32,OPS-MX100,Y,MAT-100848,BH-1720,BC-2132
MAT-100857,XL520/PL.08 304TL 0.8mm,OLD-100857,PC,HALB,C,E,14,2,21,35,5.16,80.83,NW12,V-80264,SG-60,OPS-XL520,Y,MAT-100857,BH-8947,BC-8386
MAT-100858,PRO-9X/PL.09 304TL 0.7mm,OLD-100858,PC,ROH,C,E,14,8,21,60,91.66,200.26,NW12,V-87452,SG-87,OPS-PRO-9X,Y,MAT-100858,BH-9319,BC-8851
MAT-100864,S62/PL.15 304TL 0.8mm,OLD-100864,PC,FERT,C,E,21,4,21,28,75.14,103.65,NW12,V-33509,SG-68,OPS-S62,Y,MAT-100864,BH-4007,BC-9449
MAT-100865,S120/PL.16 304TL 0.6mm,OLD-100865,PC,FERT,A,F,5,4,7,28,92.97,219.8,NW12,V-43463,SG-50,OPS-S120,Y,MAT-100865,BH-1764,BC-6629
MAT-100873,MX200/PL.24 304TL 0.6mm,OLD-100873,PC,ROH,C,X,7,6,30,60,20.88,105.89,NW12,V-64680,SG-29,OPS-MX200,N,MAT-100873,BH-5547,BC-3652
MAT-100875,HT80/PL.26 304TL 0.5mm,OLD-100875,PC,ROH,A,X,5,4,7,35,41.4,102.12,NW12,V-73448,SG-17,OPS-HT80,N,MAT-100875,BH-9075,BC-3433
MAT-100876,S62/PL.27 304TL 0.6mm,OLD-100876,PC,ROH,B,F,14,3,30,45,7.14,32.74,NW12,V-72667,SG-104,OPS-S62,N,MAT-100876,BH-8834,BC-3977
MAT-100882,PRO-9X/PL.33 304TL 0.3mm,OLD-100882,PC,FERT,C,X,14,3,7,21,111.21,186.77,NW12,V-31846,SG-81,OPS-PRO-9X,N,MAT-100882,BH-1435,BC-9684
MAT-100886,MX250/PL.37 304TL 0.4mm,OLD-100886,PC,ROH,C,F,5,4,21,21,63.71,195.26,NW12,V-85954,SG-29,OPS-MX250,N,MAT-100886,BH-4782,BC-5012
MAT-100890,S140/PL.41 304TL 0.5mm,OLD-100890,PC,FERT,C,E,7,2,21,21,109.47,23.2,NW12,V-76276,SG-43,OPS-S140,N,MAT-100890,BH-7231,BC-8134
MAT-100901,S120/PL.02 304TL 0.7mm,OLD-100901,PC,HALB,A,X,5,3,30,35,47.78,57.92,NW12,V-69214,SG-93,OPS-S120,Y,MAT-100901,BH-5876,BC-9866
MAT-100902,S140/PL.03 304TL 0.7mm,OLD-100902,PC,ROH,B,F,7,4,14,35,89.79,8.45,NW12,V-92189,SG-100,OPS-S140,Y,MAT-100902,BH-3527,BC-3370
MAT-100905,XL520/PL.06 304TL 0.6mm,OLD-100905,PC,HALB,A,E,5,4,14,45,30.22,180.9,NW12,V-27362,SG-46,OPS-XL520,Y,MAT-100905,BH-3218,BC-4848
MAT-100914,S140/PL.15 304TL 0.7mm,OLD-100914,PC,FERT,C,E,7,3,21,28,3.11,102.95,NW12,V-78233,SG-68,OPS-S140,N,MAT-100914,BH-5505,BC-5404
MAT-100918,PRO-9X/PL.19 304TL 0.7mm,OLD-100918,PC,HALB,A,E,21,4,7,21,16.78,191.98,NW12,V-49697,SG-40,OPS-PRO-9X,N,MAT-100918,BH-5538,BC-9237
MAT-100921,MX200/PL.22 304TL 0.4mm,OLD-100921,PC,FERT,A,E,7,2,7,35,34.26,56.39,NW12,V-16402,SG-57,OPS-MX200,N,MAT-100921,BH-5864,BC-5371
MAT-100924,S62/PL.25 304TL 0.3mm,OLD-100924,PC,FERT,B,E,5,3,30,60,20.24,15.59,NW12,V-51620,SG-73,OPS-S62,N,MAT-100924,BH-5837,BC-1191
MAT-100926,S140/PL.27 304TL 0.7mm,OLD-100926,PC,ROH,C,E,21,6,30,14,67.62,74.83,NW12,V-38526,SG-55,OPS-S140,N,MAT-100926,BH-1901,BC-7526
MAT-100928,XL420/PL.29 304TL 0.7mm,OLD-100928,PC,ROH,C,E,10,2,7,21,111.6,121.12,NW12,V-62130,SG-36,OPS-XL420,Y,MAT-100928,BH-7911,BC-2076
MAT-100944,MX100/PL.45 304TL 0.6mm,OLD-100944,PC,ROH,A,X,7,8,30,28,47.91,40.92,NW12,V-82140,SG-96,OPS-MX100,Y,MAT-100944,BH-5265,BC-5131
MAT-100946,MX250/PL.47 304TL 0.5mm,OLD-100946,PC,ROH,B,F,21,4,14,45,1.68,117.38,NW12,V-21702,SG-94,OPS-MX250,N,MAT-100946,BH-1017,BC-8778
MAT-100953,XL520/PL.04 304TL 0.4mm,OLD-100953,PC,ROH,B,F,5,3,14,60,75.05,71.17,NW12,V-53397,SG-37,OPS-XL520,Y,MAT-100953,BH-4233,BC-8017
MAT-100958,MX250/PL.09 304TL 0.5mm,OLD-100958,PC,HALB,C,E,5,3,14,35,42.19,198.97,NW12,V-59068,SG-41,OPS-MX250,N,MAT-100958,BH-2893,BC-8194
MAT-100960,S62/PL.11 304TL 0.5mm,OLD-100960,PC,FERT,A,E,5,2,14,28,17.65,178.58,NW12,V-33082,SG-44,OPS-S62,N,MAT-100960,BH-2179,BC-2192
MAT-100966,PRO-9X/PL.17 304TL 0.7mm,OLD-100966,PC,HALB,A,F,5,4,14,35,19.45,189.77,NW12,V-38438,SG-75,OPS-PRO-9X,N,MAT-100966,BH-4467,BC-2436
MAT-100969,MX200/PL.20 304TL 0.5mm,OLD-100969,PC,ROH,C,E,21,8,7,28,18.7,141.18,NW12,V-34991,SG-52,OPS-MX200,N,MAT-100969,BH-2784,BC-4759
MAT-100973,S120/PL.24 304TL 0.6mm,OLD-100973,PC,ROH,B,F,10,8,21,21,68.0,7.52,NW12,V-48761,SG-12,OPS-S120,N,MAT-100973,BH-7810,BC-3943
MAT-100990,PRO-9X/PL.41 304TL 0.3mm,OLD-100990,PC,HALB,A,F,10,8,21,21,35.07,170.59,NW12,V-21844,SG-107,OPS-PRO-9X,Y,MAT-100990,BH-8674,BC-7694
MAT-100992,MX100/PL.43 304TL 0.3mm,OLD-100992,PC,FERT,B,X,14,6,7,21,43.48,157.21,NW12,V-74480,SG-19,OPS-MX100,N,MAT-100992,BH-7366,BC-5085
MAT-100993,MX200/PL.44 304TL 0.7mm,OLD-100993,PC,ROH,C,X,14,6,21,14,75.66,128.82,NW12,V-23771,SG-73,OPS-MX200,Y,MAT-100993,BH-1026,BC-9340
MAT-100997,S120/PL.48 304TL 0.3mm,OLD-100997,PC,FERT,A,F,7,3,30,60,86.15,55.93,NW12,V-38524,SG-43,OPS-S120,N,MAT-100997,BH-9192,BC-9496
MAT-100999,S160/PL.50 304TL 0.4mm,OLD-100999,PC,ROH,B,X,7,3,7,60,74.73,61.82,NW12,V-54736,SG-39,OPS-S160,Y,MAT-100999,BH-1740,BC-3982
MAT-101005,MX200/PL.06 304TL 0.8mm,OLD-101005,PC,ROH,C,X,14,2,30,60,47.36,50.97,NW12,V-92071,SG-34,OPS-MX200,N,MAT-101005,BH-7460,BC-7406
MAT-101007,HT80/PL.08 304TL 0.7mm,OLD-101007,PC,ROH,A,F,7,2,14,14,57.06,64.29,NW12,V-85862,SG-51,OPS-HT80,N,MAT-101007,BH-3058,BC-8981
MAT-101020,S62/PL.21 304TL 0.3mm,OLD-101020,PC,FERT,C,E,5,2,30,35,7.5,16.66,NW12,V-90943,SG-85,OPS-S62,N,MAT-101020,BH-3219,BC-1301
MAT-101022,S140/PL.23 304TL 0.6mm,OLD-101022,PC,HALB,B,F,10,8,14,28,39.1,118.25,NW12,V-66391,SG-49,OPS-S140,Y,MAT-101022,BH-1259,BC-2884
MAT-101024,XL420/PL.25 304TL 0.8mm,OLD-101024,PC,ROH,B,F,10,3,21,60,49.18,159.01,NW12,V-47605,SG-21,OPS-XL420,N,MAT-101024,BH-1402,BC-2344
MAT-101025,XL520/PL.26 304TL 0.5mm,OLD-101025,PC,FERT,B,X,5,3,30,21,47.74,202.14,NW12,V-27434,SG-36,OPS-XL520,Y,MAT-101025,BH-4274,BC-4028
MAT-101028,MX100/PL.29 304TL 0.5mm,OLD-101028,PC,FERT,B,X,21,6,7,14,9.88,88.6,NW12,V-40014,SG-12,OPS-MX100,Y,MAT-101028,BH-2419,BC-7755
MAT-101032,S62/PL.33 304TL 0.4mm,OLD-101032,PC,FERT,B,F,14,8,7,14,116.36,200.31,NW12,V-23406,SG-116,OPS-S62,Y,MAT-101032,BH-9356,BC-6689
MAT-101034,S140/PL.35 304TL 0.4mm,OLD-101034,PC,HALB,A,X,21,4,30,45,70.56,181.26,NW12,V-66081,SG-17,OPS-S140,N,MAT-101034,BH-3008,BC-7407
MAT-101037,XL520/PL.38 304TL 0.8mm,OLD-101037,PC,ROH,B,F,21,8,7,21,101.45,187.35,NW12,V-18514,SG-58,OPS-XL520,Y,MAT-101037,BH-9481,BC-9659
MAT-101038,PRO-9X/PL.39 304TL 0.3mm,OLD-101038,PC,ROH,B,E,14,3,14,21,25.33,175.01,NW12,V-31205,SG-113,OPS-PRO-9X,N,MAT-101038,BH-1588,BC-3825
MAT-101039,PRO-12X/PL.40 304TL 0.4mm,OLD-101039,PC,HALB,C,E,5,3,30,60,107.79,93.84,NW12,V-72392,SG-31,OPS-PRO-12X,N,MAT-101039,BH-4813,BC-3531
MAT-101045,S120/PL.46 304TL 0.6mm,OLD-101045,PC,HALB,B,F,10,3,21,21,7.69,118.36,NW12,V-54533,SG-33,OPS-S120,Y,MAT-101045,BH-4411,BC-3420
