Status,Connector RCCP pivot,Connector Plant_Material nr,Material number,Material Description,Cycle time,Work center,Tool number,Project_name,Plate Factory,Plate Final,Plate Description,All delayed,demand_month,demand_pcs,product_type,demand_year,demand_month_num,pipeline_plant,factory_production_type,Plant_2_6,Type_2_6,Sap code_2_6,Material description_2_6,Total QTY_2_6,Tool No._2_6,Work center_2_6,Cycle times Standard Value (Machine)_2_6,OPS plan GD_2_6,Rev no_2_6,Material Status_2_6,Project ID,Region,Owner,Probability,Requested delivery date,Customer segment,Total expected PCS,Total expected EUR,Revenue tier,Submission channel,Description_2_3,Material Type_2_3,ABC (SAP)_2_3,Procurement Type_2_3,In House Production Time (WD)_2_3,Production LT Weeks_2_3,Transportation Lanes Lead Time (CD)_2_3,Planned Delivery Time (MARC) (CD)_2_3,Standard Cost in EUR_2_3,Avg Sales Price in EUR_2_3,G37 - Vendor_2_3,P45 - Supply Group_2_3,P55 - Operations Group_2_3,Is Network Material_2_3,Base Unit of Measure_2_3,WC-Description long_2_5,Size_2_5,Weekly Schedule_2_5,Hours_2_5,Days_2_5,Weekly available time_2_5,OEE (in %)_2_5,Daily breaks (in H)_2_5,NR of stands per WC_2_5,AP Limit_2_5,cap_avg_available_hrs_per_week,cap_avg_load_hrs_per_week,cap_utilization_pct,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP,ops_avg_planned_pcs_per_week,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Total Scrap Factor,Effective Component Quantity,Comp Plate/Gasket,BOM Status,Header Description,Stock Qty_3_1,ATP Quantity_3_1,ATP Qty (allow negative)_3_1,Reserved Stock Qty_3_1,Stock in Transit Qty_3_1,Safety Stock Qty_3_1,Minimum Safety Stock Qty_3_1,Stock Value (EUR)_3_1,Stock in Transit Value (EUR)_3_1,Total Stock Value (EUR)_3_1,Calendar day_3_1,Operation Group_3_1,inv_usable_qty_3_1
Not approved,NW01_Northwind Midwest,NW01_MAT-100741,MAT-100741,MX200/PL.42 304TL 0.5mm,1.16,PRESS_4,T-70539-D,PRJ-OMEGA-0161,P01_NW01_Northwind Midwest,MAT-100741,MX200/PL.42 304TL 0.5mm,0,6 2028,6996,Plates,2028,6,NW01,Both,NW01,Plates,MAT-100741,MX200/PL.42 304TL 0.5mm,245785.0,T-70539-D,PRESS_4,1.16,81237.0,C,Active,SF-100160,APAC-East,P. Kovac,90,2026-12-15,Oil & Gas,39495,330486.85,Strategic,Distributor,MX200/PL.42 304TL 0.5mm,ROH,A,X,14.0,6.0,21.0,14.0,7.41,15.35,V-44316,SG-21,OPS-MX200,N,PC,Press 8000T,M,12/5,12.0,5.0,43.0,0.8,1.0,2.0,"Available Capacity, hours",43.0,33.60660256410255,0.7815488968395943,OPS-MX200,True,0.060317948717948704,RM-COIL-NI,5.704,KG,COIL NICKEL 1200mm 0.35mm,2.0,0.011,0.019,1.0302,5.876,Plates,Active,MX200/PL.42 304TL 0.5mm,5413.0,5101.0,4112.0,976.0,692.0,1088.0,762.0,17656.41,2257.2,19913.62,2026.04.03,OPS-MX200,5017.0
Not approved,NW01_Northwind Midwest,NW01_MAT-100741,MAT-100741,MX200/PL.42 304TL 0.5mm,1.16,PRESS_4,T-70539-D,PRJ-OMEGA-0161,P01_NW01_Northwind Midwest,MAT-100741,MX200/PL.42 304TL 0.5mm,0,6 2028,6996,Plates,2028,6,NW01,Both,NW01,Plates,MAT-100741,MX200/PL.42 304TL 0.5mm,245785.0,T-70539-D,PRESS_4,1.16,81237.0,C,Active,SF-100160,APAC-East,P. Kovac,90,2026-12-15,Oil & Gas,39495,330486.85,Strategic,Distributor,MX200/PL.42 304TL 0.5mm,ROH,A,X,14.0,6.0,21.0,14.0,7.41,15.35,V-44316,SG-21,OPS-MX200,N,PC,Press 8000T,M,12/5,12.0,5.0,43.0,0.8,1.0,2.0,"Available Capacity, hours",43.0,33.60660256410255,0.7815488968395943,OPS-MX200,True,0.060317948717948704,RM-COIL-HC276,8.734,KG,COIL HASTELLOY C276 1250mm 0.5mm,3.0,0.023,0.025,1.0486,9.158,Plates,Active,MX200/PL.42 304TL 0.5mm,5413.0,5101.0,4112.0,976.0,692.0,1088.0,762.0,17656.41,2257.2,19913.62,2026.04.03,OPS-MX200,5017.0
Not approved,NW05_Northwind Pacific,NW05_MAT-100503,MAT-100503,HT80/PL.04 304TL 0.4mm,2.172,PRESS_5,T-70606-B,PRJ-DELTA-0720,P01_NW05_Northwind Pacific,MAT-100503,HT80/PL.04 304TL 0.4mm,0,6 2028,8242,Plates,2028,6,NW05,Both,NW05,Plates,MAT-100503,HT80/PL.04 304TL 0.4mm,121835.0,T-70606-B,,2.172,301819.0,A,Active,SF-100719,EMEA-West,S. Iyer,90,2026-02-18,District Heating,19713,132218.86,Medium,Direct,HT80/PL.04 304TL 0.4mm,ROH,A,F,5.0,8.0,7.0,28.0,44.12,206.73,V-66468,SG-54,OPS-HT80,N,PC,,,,,,,,,,,,,,OPS-HT80,True,0.08662564102564102,RM-COIL-SS304,12.363,KG,COIL SS304 1250mm 0.4mm,2.0,0.052,0.028,1.0815,13.371,Plates,Active,HT80/PL.04 304TL 0.4mm,5576.0,4817.0,4296.0,73.0,772.0,86.0,60.0,35837.84,4961.77,40799.6,2026.04.03,OPS-HT80,6262.0
Not approved,NW05_Northwind Pacific,NW05_MAT-100503,MAT-100503,HT80/PL.04 304TL 0.4mm,2.172,PRESS_5,T-70606-B,PRJ-DELTA-0720,P01_NW05_Northwind Pacific,MAT-100503,HT80/PL.04 304TL 0.4mm,0,6 2028,8242,Plates,2028,6,NW05,Both,NW05,Plates,MAT-100503,HT80/PL.04 304TL 0.4mm,121835.0,T-70606-B,,2.172,301819.0,A,Active,SF-100719,EMEA-West,S. Iyer,90,2026-02-18,District Heating,19713,132218.86,Medium,Direct,HT80/PL.04 304TL 0.4mm,ROH,A,F,5.0,8.0,7.0,28.0,44.12,206.73,V-66468,SG-54,OPS-HT80,N,PC,,,,,,,,,,,,,,OPS-HT80,True,0.08662564102564102,RM-COIL-TI,9.741,KG,COIL TITANIUM 1200mm 0.4mm,8.0,0.022,0.007,1.0292,10.025,Plates,Active,HT80/PL.04 304TL 0.4mm,5576.0,4817.0,4296.0,73.0,772.0,86.0,60.0,35837.84,4961.77,40799.6,2026.04.03,OPS-HT80,6262.0
Not approved,NW05_Northwind Pacific,NW05_MAT-101097,MAT-101097,XL520/PL.48 304TL 0.3mm,2.063,PRESS_6,T-70370-D,PRJ-GAMMA-0414,P01_NW05_Northwind Pacific,MAT-101097,XL520/PL.48 304TL 0.3mm,0,6 2028,1101,Plates,2028,6,NW05,Both,NW05,Plates,MAT-101097,XL520/PL.48 304TL 0.3mm,132750.0,T-70370-D,PRESS_6,2.063,73210.0,C,Active,SF-100413,EMEA-West,P. Kovac,75,2026-04-09,Marine,28700,421642.76,Medium,Distributor,XL520/PL.48 304TL 0.3mm,ROH,C,E,5.0,2.0,14.0,21.0,81.93,42.33,V-51416,SG-100,OPS-XL520,N,PC,Press 13900T,L,24/5,24.0,5.0,92.0,0.85,2.0,3.0,"Available Capacity, hours",92.0,39.214615384615406,0.42624581939799355,OPS-XL520,False,0.028424999999999995,RM-COIL-SS316,11.093,KG,COIL SS316 1250mm 0.5mm,6.0,0.055,0.011,1.0666,11.832,Plates,Active,XL520/PL.48 304TL 0.3mm,8301.0,4181.0,2934.0,1464.0,2702.0,576.0,403.0,438231.64,142645.69,580877.33,2026.04.03,OPS-XL520,10427.0
Not approved,NW02_Northwind Heartland,NW02_MAT-101399,MAT-101399,PRO-12X/PL.50 304TL 0.7mm,1.537,PRESS_5,T-70456-A,PRJ-OMEGA-0530,P01_NW02_Northwind Heartland,MAT-101399,PRO-12X/PL.50 304TL 0.7mm,0,6 2028,2026,Plates,2028,6,NW02,Both,NW02,Plates,MAT-101399,PRO-12X/PL.50 304TL 0.7mm,81047.0,T-70456-A,PRESS_5,1.537,81694.0,C,Active,SF-100529,,J. Park,75,2026-07-21,Food & Beverage,37692,292624.24,Small,Direct,PRO-12X/PL.50 304TL 0.7mm,ROH,C,X,10.0,6.0,7.0,28.0,65.42,148.08,V-28449,SG-113,OPS-PRO-12X,N,PC,Press 11000T,L,24/5,24.0,5.0,88.4,0.82,2.0,3.0,"Available Capacity, hours",88.39999999999976,47.61442307692306,0.5386246954403076,OPS-PRO-12X,False,0.1290333333333333,RM-COIL-TI,6.317,KG,COIL TITANIUM 1200mm 0.4mm,2.0,0.028,0.022,1.0506,6.637,Plates,Active,PRO-12X/PL.50 304TL 0.7mm,763.0,536.0,598.0,93.0,82.0,233.0,163.0,9479.37,1018.75,10498.13,2026.04.03,OPS-PRO-12X,612.0
Not approved,NW02_Northwind Heartland,NW02_MAT-101330,MAT-101330,MX250/PL.31 304TL 0.4mm,1.342,GRINDING_1,T-70589-B,PRJ-DELTA-0125,P01_NW02_Northwind Heartland,MAT-101330,MX250/PL.31 304TL 0.4mm,0,6 2028,7221,Plates,2028,6,NW02,Both,NW02,Plates,MAT-101330,MX250/PL.31 304TL 0.4mm,69729.0,T-70589-B,GRINDING_1,1.342,165736.0,A,Active,SF-100124,EMEA-East,T. Novak,10,2026-06-26,Food & Beverage,27523,1195629.83,Strategic,Partner,MX250/PL.31 304TL 0.4mm,FERT,B,X,21.0,8.0,7.0,35.0,12.37,192.79,V-48630,SG-64,OPS-MX250,Y,PC,Grinding line,S,8/5,8.0,5.0,26.16,0.7789999999999999,1.0,1.0,"Available Capacity, hours",26.159999999999943,10.782115384615382,0.4121603740296409,OPS-MX250,False,0.1268403846153847,RM-COIL-HC276,6.453,KG,COIL HASTELLOY C276 1250mm 0.5mm,3.0,0.052,0.022,1.0751,6.938,Plates,Active,MX250/PL.31 304TL 0.4mm,5772.0,4825.0,2253.0,591.0,1180.0,280.0,196.0,170980.02,34954.33,205934.35,2026.04.03,OPS-MX250,6672.0
Not approved,NW06_Northwind Southeast,NW06_MAT-100327,MAT-100327,S160/PL.28 304TL 0.4mm,1.612,PRESS_3,T-70668-C,PRJ-DELTA-0545,P01_NW06_Northwind Southeast,MAT-100327,S160/PL.28 304TL 0.4mm,0,6 2028,1864,Plates,2028,6,NW06,Both,NW06,Plates,MAT-100327,S160/PL.28 304TL 0.4mm,70592.0,T-70668-C,PRESS_3,1.612,71586.0,A,Active,SF-100544,APAC-East,H. Lindqvist,50,2026-05-10,District Heating,15260,430542.96,Large,Partner,S160/PL.28 304TL 0.4mm,ROH,C,F,5.0,3.0,21.0,21.0,88.87,209.79,V-15730,SG-90,OPS-S160,Y,PC,Press 8000T,M,12/5,12.0,5.0,41.8,0.78,1.0,2.0,"Available Capacity, hours",41.80000000000011,29.098589743589738,0.6961385106121928,OPS-S160,False,0.018156410256410255,RM-COIL-SS304,7.297,KG,COIL SS304 1250mm 0.4mm,2.0,0.041,0.021,1.0629,7.756,Plates,Active,S160/PL.28 304TL 0.4mm,3540.0,3146.0,2073.0,361.0,3399.0,77.0,54.0,140255.3,134668.86,274924.15,2026.04.03,OPS-S160,6862.0
Not approved,NW15_Northwind Indochina,NW15_MAT-100708,MAT-100708,S62/PL.09 304TL 0.5mm,1.027,ASSY_1,T-70290-B,PRJ-DELTA-0431,P01_NW15_Northwind Indochina,MAT-100708,S62/PL.09 304TL 0.5mm,0,6 2028,1115,Plates,2028,6,NW15,Both,NW15,Plates,MAT-100708,S62/PL.09 304TL 0.5mm,116571.0,T-70290-B,ASSY_1,1.027,93384.0,A,Active,SF-100430,LATAM,T. Novak,75,2026-02-05,Marine,58552,837102.27,Small,Distributor,S62/PL.09 304TL 0.5mm,FERT,A,F,21.0,6.0,14.0,14.0,10.6,215.47,V-70904,SG-85,OPS-S62,Y,PC,Assembly cell,S,12/6,12.0,6.0,41.62,0.703,1.5,1.0,"Available Capacity, hours",41.619999999999905,21.055897435897453,0.5059081555958074,OPS-S62,False,0.07394230769230771,RM-COIL-SS316,6.318,KG,COIL SS316 1250mm 0.5mm,8.0,0.024,0.017,1.0414,6.58,Plates,Active,S62/PL.09 304TL 0.5mm,5809.0,3951.0,3772.0,905.0,2113.0,86.0,60.0,155473.57,56552.88,212026.45,2026.04.03,OPS-S62,7836.0
Not approved,NW13_Northwind Andes,NW13_MAT-100303,MAT-100303,S160/PL.04 304TL 0.5mm,1.056,OVEN_1,T-70166-B,PRJ-DELTA-0410,P01_NW13_Northwind Andes,MAT-100303,S160/PL.04 304TL 0.5mm,0,6 2028,510,Plates,2028,6,NW13,Both,NW13,Plates,MAT-100303,S160/PL.04 304TL 0.5mm,253711.0,T-70166-B,OVEN_1,1.056,164892.0,B,Active,SF-100409,APAC-East,H. Lindqvist,25,2026-03-18,Pharma,26336,360758.13,Strategic,Partner,S160/PL.04 304TL 0.5mm,HALB,B,E,10.0,6.0,7.0,60.0,57.65,117.32,V-89674,SG-13,OPS-S160,Y,PC,Curing oven,M,8/5,8.0,5.0,23.88,0.722,1.0,2.0,"Available Capacity, hours",23.880000000000077,12.37673076923077,0.5182885581754912,OPS-S160,True,0.04435448717948718,RM-COIL-HC276,6.719,KG,COIL HASTELLOY C276 1250mm 0.5mm,4.0,0.021,0.02,1.0414,6.997,Plates,Active,S160/PL.04 304TL 0.5mm,5569.0,4399.0,2551.0,1027.0,1607.0,696.0,487.0,23927.83,6904.65,30832.48,2026.04.03,OPS-S160,6480.0
Not approved,NW09_Northwind Alpine,NW09_MAT-100654,MAT-100654,PRO-9X/PL.05 304TL 0.6mm,1.264,PRESS_1,T-70628-D,PRJ-EPSILON-0572,P01_NW09_Northwind Alpine,MAT-100654,PRO-9X/PL.05 304TL 0.6mm,0,6 2028,536,Plates,2028,6,NW09,Both,NW09,Plates,MAT-100654,PRO-9X/PL.05 304TL 0.6mm,203437.0,T-70628-D,PRESS_1,1.264,236517.0,C,Active,SF-100571,APAC-South,J. Park,50,2026-09-23,Refrigeration,57407,82077.72,Small,Distributor,PRO-9X/PL.05 304TL 0.6mm,HALB,C,E,14.0,4.0,21.0,21.0,36.42,127.34,V-88992,SG-22,OPS-PRO-9X,Y,PC,Press 3300T,S,12/5,12.0,5.0,41.8,0.78,1.0,1.0,"Available Capacity, hours",41.80000000000011,18.878653846153846,0.45164243651085634,OPS-PRO-9X,True,0.042500641025641044,RM-COIL-HC276,9.12,KG,COIL HASTELLOY C276 1250mm 0.5mm,6.0,0.021,0.017,1.0384,9.47,Plates,Active,PRO-9X/PL.05 304TL 0.6mm,10070.0,7343.0,8669.0,696.0,1407.0,367.0,257.0,305505.57,42685.83,348191.4,2026.04.03,OPS-PRO-9X,11110.0
Not approved,NW09_Northwind Alpine,NW09_MAT-100654,MAT-100654,PRO-9X/PL.05 304TL 0.6mm,1.264,PRESS_1,T-70628-D,PRJ-EPSILON-0572,P01_NW09_Northwind Alpine,MAT-100654,PRO-9X/PL.05 304TL 0.6mm,0,6 2028,536,Plates,2028,6,NW09,Both,NW09,Plates,MAT-100654,PRO-9X/PL.05 304TL 0.6mm,203437.0,T-70628-D,PRESS_1,1.264,236517.0,C,Active,SF-100571,APAC-South,J. Park,50,2026-09-23,Refrigeration,57407,82077.72,Small,Distributor,PRO-9X/PL.05 304TL 0.6mm,HALB,C,E,14.0,4.0,21.0,21.0,36.42,127.34,V-88992,SG-22,OPS-PRO-9X,Y,PC,Press 3300T,S,12/5,12.0,5.0,41.8,0.78,1.0,1.0,"Available Capacity, hours",41.80000000000011,18.878653846153846,0.45164243651085634,OPS-PRO-9X,True,0.042500641025641044,RM-COIL-TI,8.011,KG,COIL TITANIUM 1200mm 0.4mm,3.0,0.038,0.013,1.0515,8.424,Plates,Active,PRO-9X/PL.05 304TL 0.6mm,10070.0,7343.0,8669.0,696.0,1407.0,367.0,257.0,305505.57,42685.83,348191.4,2026.04.03,OPS-PRO-9X,11110.0
Not approved,NW09_Northwind Alpine,NW09_MAT-101086,MAT-101086,PRO-9X/PL.37 304TL 0.5mm,1.232,PRESS_4,T-70632-A,PRJ-BETA-0506,P01_NW09_Northwind Alpine,MAT-101086,PRO-9X/PL.37 304TL 0.5mm,0,6 2028,6975,Plates,2028,6,NW09,Both,NW09,Plates,MAT-101086,PRO-9X/PL.37 304TL 0.5mm,177460.0,T-70632-A,PRESS_4,1.232,277239.0,A,Active,SF-100505,,C. Moreau,90,2026-08-18,Pharma,35175,885184.33,Large,Partner,PRO-9X/PL.37 304TL 0.5mm,ROH,C,F,7.0,3.0,30.0,35.0,85.73,37.63,V-10850,SG-66,OPS-PRO-9X,Y,PC,Press 11000T,L,24/5,24.0,5.0,83.6,0.78,2.0,3.0,"Available Capacity, hours",83.60000000000022,44.63160256410257,0.5338708440682112,OPS-PRO-9X,False,0.1122673076923077,RM-COIL-AL,6.912,KG,COIL ALUMINUM 1300mm 0.6mm,2.0,0.015,0.009,1.0241,7.079,Plates,Active,PRO-9X/PL.37 304TL 0.5mm,827.0,748.0,531.0,66.0,1195.0,616.0,431.0,24620.05,35575.53,60195.59,2026.04.03,OPS-PRO-9X,1406.0
Not approved,NW13_Northwind Andes,NW13_MAT-101258,MAT-101258,MX250/PL.09 304TL 0.8mm,1.378,PRESS_3,T-70164-B,PRJ-EPSILON-0320,P01_NW13_Northwind Andes,MAT-101258,MX250/PL.09 304TL 0.8mm,0,6 2028,2863,Plates,2028,6,NW13,Both,NW13,Plates,MAT-101258,MX250/PL.09 304TL 0.8mm,165471.0,T-70164-B,PRESS_3,1.378,237263.0,D,Phase-out,SF-100319,APAC-East,H. Lindqvist,25,2026-03-24,Marine,2353,113399.15,Strategic,Distributor,MX250/PL.09 304TL 0.8mm,HALB,A,F,21.0,8.0,14.0,21.0,26.43,41.2,V-63166,SG-89,OPS-MX250,N,PC,Press 8000T,M,8/5,8.0,5.0,25.4,0.76,1.0,2.0,"Available Capacity, hours",25.400000000000063,15.86288461538461,0.6245230163537233,OPS-MX250,False,0.019186538461538467,RM-COIL-TI,4.996,KG,COIL TITANIUM 1200mm 0.4mm,6.0,0.012,0.009,1.0211,5.101,Plates,Active,MX250/PL.09 304TL 0.8mm,1848.0,1660.0,1378.0,10.0,292.0,350.0,245.0,25513.49,4031.35,29544.84,2026.04.03,OPS-MX250,1790.0
Not approved,NW01_Northwind Midwest,NW01_MAT-101168,MAT-101168,XL420/PL.19 304TL 0.4mm,2.646,PRESS_6,T-70354-A,PRJ-GAMMA-0001,P01_NW01_Northwind Midwest,MAT-101168,XL420/PL.19 304TL 0.4mm,0,6 2028,5215,Plates,2028,6,NW01,Both,NW01,Plates,MAT-101168,XL420/PL.19 304TL 0.4mm,116276.0,T-70354-A,PRESS_6,2.646,13280.0,B,Active,SF-100000,LATAM,H. Lindqvist,10,2026-03-25,Marine,26980,468825.65,Large,Distributor,XL420/PL.19 304TL 0.4mm,HALB,C,F,7.0,8.0,14.0,21.0,52.9,7.36,V-87544,SG-104,OPS-XL420,Y,PC,Press 13900T,L,24/5,24.0,5.0,86.0,0.8,2.0,3.0,"Available Capacity, hours",86.0,68.53102564102564,0.7968723911747166,OPS-XL420,True,0.026059615384615382,RM-COIL-NI,10.491,KG,COIL NICKEL 1200mm 0.35mm,4.0,0.027,0.012,1.0393,10.903,Plates,Active,XL420/PL.19 304TL 0.4mm,4008.0,2694.0,1379.0,639.0,353.0,1109.0,776.0,161908.96,14259.95,176168.91,2026.04.03,OPS-XL420,3252.0
Not approved,NW15_Northwind Indochina,NW15_MAT-100135,MAT-100135,S160/PL.36 304TL 0.5mm,1.713,ASSY_1,T-70101-A,PRJ-OMEGA-0394,P01_NW15_Northwind Indochina,MAT-100135,S160/PL.36 304TL 0.5mm,0,6 2028,7681,Plates,2028,6,NW15,Both,NW15,Plates,MAT-100135,S160/PL.36 304TL 0.5mm,183251.0,T-70101-A,ASSY_1,1.713,7578.0,D,Active,SF-100393,APAC-East,M. Akiyama,25,2026-03-09,Oil & Gas,39050,111458.92,Large,Partner,S160/PL.36 304TL 0.5mm,ROH,C,E,14.0,3.0,21.0,60.0,42.6,188.05,V-15625,SG-100,OPS-S160,Y,PC,Assembly cell,S,12/6,12.0,6.0,41.62,0.703,1.5,1.0,"Available Capacity, hours",41.619999999999905,21.055897435897453,0.5059081555958074,OPS-S160,True,0.0567923076923077,RM-COIL-AL,5.029,KG,COIL ALUMINUM 1300mm 0.6mm,3.0,0.039,0.012,1.0515,5.288,Plates,Active,S160/PL.36 304TL 0.5mm,9128.0,4832.0,7467.0,1287.0,3437.0,290.0,203.0,134888.98,50790.25,185679.24,2026.04.03,OPS-S160,12275.0
Not approved,NW07_Northwind West Coast,NW07_MAT-100496,MAT-100496,XL420/PL.47 304TL 0.5mm,2.444,PRESS_5,T-70652-C,PRJ-GAMMA-0343,P01_NW07_Northwind West Coast,MAT-100496,XL420/PL.47 304TL 0.5mm,0,6 2028,6862,Plates,2028,6,NW07,Both,NW07,Plates,MAT-100496,XL420/PL.47 304TL 0.5mm,61267.0,T-70652-C,PRESS_5,2.444,26112.0,B,Active,SF-100342,,A. Meyer,90,2026-08-05,Oil & Gas,54464,992033.98,Strategic,Distributor,XL420/PL.47 304TL 0.5mm,ROH,B,X,10.0,6.0,30.0,35.0,81.24,162.8,V-61593,SG-13,OPS-XL420,N,PC,Press 13900T,L,24/5,24.0,5.0,89.6,0.83,2.0,3.0,"Available Capacity, hours",89.60000000000024,42.24147435897436,0.4714450263278376,OPS-XL420,False,0.17398653846153847,RM-COIL-SS304,12.626,KG,COIL SS304 1250mm 0.4mm,8.0,0.024,0.026,1.0506,13.265,Plates,Active,XL420/PL.47 304TL 0.5mm,210.0,199.0,88.0,17.0,1899.0,323.0,226.0,8705.32,78720.96,87426.28,2026.04.03,OPS-XL420,1786.0
Not approved,NW06_Northwind Southeast,NW06_MAT-100734,MAT-100734,S140/PL.35 304TL 0.6mm,1.363,PRESS_2,T-70063-D,PRJ-ALPHA-0380,P01_NW06_Northwind Southeast,MAT-100734,S140/PL.35 304TL 0.6mm,0,6 2028,1202,Plates,2028,6,NW06,Both,NW06,Plates,MAT-100734,S140/PL.35 304TL 0.6mm,13807.0,T-70063-D,PRESS_2,1.363,105608.0,A,Phase-out,SF-100379,APAC-South,A. Meyer,25,2026-04-24,Food & Beverage,23011,1170281.25,Small,OEM,S140/PL.35 304TL 0.6mm,HALB,B,X,7.0,2.0,14.0,60.0,22.33,14.0,V-88095,SG-92,OPS-S140,N,PC,Press 5500T,M,12/5,12.0,5.0,41.8,0.78,1.0,2.0,"Available Capacity, hours",41.80000000000011,26.455,0.6328947368421035,OPS-S140,False,0.06811217948717951,RM-COIL-TI,5.157,KG,COIL TITANIUM 1200mm 0.4mm,8.0,0.021,0.016,1.0373,5.349,Plates,Active,S140/PL.35 304TL 0.6mm,7992.0,5169.0,5869.0,1142.0,146.0,970.0,679.0,221968.36,4054.98,226023.34,2026.04.03,OPS-S140,7168.0
Not approved,NW06_Northwind Southeast,NW06_MAT-100734,MAT-100734,S140/PL.35 304TL 0.6mm,1.363,PRESS_2,T-70063-D,PRJ-ALPHA-0380,P01_NW06_Northwind Southeast,MAT-100734,S140/PL.35 304TL 0.6mm,0,6 2028,1202,Plates,2028,6,NW06,Both,NW06,Plates,MAT-100734,S140/PL.35 304TL 0.6mm,13807.0,T-70063-D,PRESS_2,1.363,105608.0,A,Phase-out,SF-100379,APAC-South,A. Meyer,25,2026-04-24,Food & Beverage,23011,1170281.25,Small,OEM,S140/PL.35 304TL 0.6mm,HALB,B,X,7.0,2.0,14.0,60.0,22.33,14.0,V-88095,SG-92,OPS-S140,N,PC,Press 5500T,M,12/5,12.0,5.0,41.8,0.78,1.0,2.0,"Available Capacity, hours",41.80000000000011,26.455,0.6328947368421035,OPS-S140,False,0.06811217948717951,RM-COIL-HC276,8.884,KG,COIL HASTELLOY C276 1250mm 0.5mm,3.0,0.012,0.014,1.0262,9.117,Plates,Active,S140/PL.35 304TL 0.6mm,7992.0,5169.0,5869.0,1142.0,146.0,970.0,679.0,221968.36,4054.98,226023.34,2026.04.03,OPS-S140,7168.0
Not approved,NW02_Northwind Heartland,NW02_MAT-100077,MAT-100077,XL520/PL.28 304TL 0.4mm,1.981,PRESS_6,T-70196-A,PRJ-ALPHA-0698,P01_NW02_Northwind Heartland,MAT-100077,XL520/PL.28 304TL 0.4mm,0,6 2028,862,Plates,2028,6,NW02,Both,NW02,Plates,MAT-100077,XL520/PL.28 304TL 0.4mm,29884.0,T-70196-A,PRESS_6,1.981,229489.0,A,Active,SF-100697,EMEA-West,M. Akiyama,50,2026-08-19,Industrial,35266,736983.88,Large,Partner,XL520/PL.28 304TL 0.4mm,HALB,C,X,7.0,6.0,7.0,28.0,12.78,85.21,V-84605,SG-82,OPS-XL520,N,PC,Press 13900T,L,24/5,24.0,5.0,88.4,0.82,2.0,3.0,"Available Capacity, hours",88.39999999999976,69.94519230769231,0.7912352071005938,OPS-XL520,False,0.13858012820512824,RM-COIL-TI,10.817,KG,COIL TITANIUM 1200mm 0.4mm,4.0,0.02,0.029,1.0496,11.354,Plates,Active,XL520/PL.28 304TL 0.4mm,4946.0,4200.0,2526.0,11.0,1742.0,589.0,412.0,79868.84,28130.11,107998.95,2026.04.03,OPS-XL520,6099.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-100345,MAT-100345,MX200/PL.46 304TL 0.6mm,1.221,EXTRUSION_1,T-70003-C,PRJ-BETA-0090,P01_NW03_Northwind Carpathia,MAT-100345,MX200/PL.46 304TL 0.6mm,0,6 2028,10017,Plates,2028,6,NW03,Both,NW03,Plates,MAT-100345,MX200/PL.46 304TL 0.6mm,146718.0,T-70003-C,EXTRUSION_1,1.221,159407.0,A,Active,SF-100089,APAC-East,H. Lindqvist,75,2026-07-16,Oil & Gas,10987,853004.32,Medium,Distributor,MX200/PL.46 304TL 0.6mm,ROH,B,E,5.0,4.0,7.0,21.0,89.53,53.82,V-98880,SG-108,OPS-MX200,N,PC,Extrusion line A,M,12/6,12.0,6.0,42.98,0.722,1.5,2.0,"Available Capacity, hours",42.97999999999984,33.50980769230769,0.7796604860937136,OPS-MX200,False,0.13146987179487182,RM-COIL-HC276,8.949,KG,COIL HASTELLOY C276 1250mm 0.5mm,4.0,0.038,0.012,1.0505,9.401,Plates,Active,MX200/PL.46 304TL 0.6mm,691.0,575.0,287.0,2.0,1595.0,972.0,680.0,23667.77,54631.1,78298.87,2026.04.03,OPS-MX200,1314.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-100345,MAT-100345,MX200/PL.46 304TL 0.6mm,1.221,EXTRUSION_1,T-70003-C,PRJ-BETA-0090,P01_NW03_Northwind Carpathia,MAT-100345,MX200/PL.46 304TL 0.6mm,0,6 2028,10017,Plates,2028,6,NW03,Both,NW03,Plates,MAT-100345,MX200/PL.46 304TL 0.6mm,146718.0,T-70003-C,EXTRUSION_1,1.221,159407.0,A,Active,SF-100089,APAC-East,H. Lindqvist,75,2026-07-16,Oil & Gas,10987,853004.32,Medium,Distributor,MX200/PL.46 304TL 0.6mm,ROH,B,E,5.0,4.0,7.0,21.0,89.53,53.82,V-98880,SG-108,OPS-MX200,N,PC,Extrusion line A,M,12/6,12.0,6.0,42.98,0.722,1.5,2.0,"Available Capacity, hours",42.97999999999984,33.50980769230769,0.7796604860937136,OPS-MX200,False,0.13146987179487182,RM-COIL-SS316,7.796,KG,COIL SS316 1250mm 0.5mm,4.0,0.033,0.026,1.0599,8.263,Plates,Active,MX200/PL.46 304TL 0.6mm,691.0,575.0,287.0,2.0,1595.0,972.0,680.0,23667.77,54631.1,78298.87,2026.04.03,OPS-MX200,1314.0
