Status,Connector RCCP pivot,Connector Plant_Material nr,Material number,Material Description,Cycle time,Work center,Tool number,Project_name,Factory,Material_final,Material_desc_resolved,All delayed,demand_month,demand_pcs,product_type,demand_year,demand_month_num,pipeline_plant,factory_production_type,Plant_2_6,Type_2_6,Sap code_2_6,Material description_2_6,Total QTY_2_6,Tool No._2_6,Work center_2_6,Cycle times Standard Value (Machine)_2_6,OPS plan GD_2_6,Rev no_2_6,Material Status_2_6,Project ID,Region,Owner,Probability,Requested delivery date,Customer segment,Total expected PCS,Total expected EUR,Revenue tier,Submission channel,Description_2_3,Material Type_2_3,ABC (SAP)_2_3,Procurement Type_2_3,In House Production Time (WD)_2_3,Production LT Weeks_2_3,Transportation Lanes Lead Time (CD)_2_3,Planned Delivery Time (MARC) (CD)_2_3,Standard Cost in EUR_2_3,Avg Sales Price in EUR_2_3,G37 - Vendor_2_3,P45 - Supply Group_2_3,P55 - Operations Group_2_3,Is Network Material_2_3,Base Unit of Measure_2_3,WC-Description long_2_5,Size_2_5,Weekly Schedule_2_5,Hours_2_5,Days_2_5,Weekly available time_2_5,OEE (in %)_2_5,Daily breaks (in H)_2_5,NR of stands per WC_2_5,AP Limit_2_5,cap_avg_available_hrs_per_week,cap_avg_load_hrs_per_week,cap_utilization_pct,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP,ops_avg_planned_pcs_per_week,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Total Scrap Factor,Effective Component Quantity,Comp Plate/Gasket,BOM Status,Header Description,Stock Qty_3_1,ATP Quantity_3_1,ATP Qty (allow negative)_3_1,Reserved Stock Qty_3_1,Stock in Transit Qty_3_1,Safety Stock Qty_3_1,Minimum Safety Stock Qty_3_1,Stock Value (EUR)_3_1,Stock in Transit Value (EUR)_3_1,Total Stock Value (EUR)_3_1,Calendar day_3_1,Operation Group_3_1,inv_usable_qty_3_1
Not approved,NW01_Northwind Midwest,NW01_MAT-100654,MAT-100654,PRO-9X/PL.05 304TL 0.6mm,1.761,PRESS_5,T-70436-A,PRJ-DELTA-0634,P01_NW01_Northwind Midwest,MAT-100654,PRO-9X/PL.05 304TL 0.6mm,0,8 2028,1198,Gaskets,2028,8,NW01,Both,NW01,Plates,MAT-100654,PRO-9X/PL.05 304TL 0.6mm,168413.0,T-70436-A,PRESS_5,1.761,202359.0,C,Active,SF-100633,LATAM,P. Kovac,75,2026-12-10,Marine,3601,749473.3,Medium,Distributor,PRO-9X/PL.05 304TL 0.6mm,ROH,B,X,10.0,2.0,14.0,60.0,40.96,5.36,V-76900,SG-34,OPS-PRO-9X,N,PC,Press 11000T,L,24/5,24.0,5.0,86.0,0.8,2.0,3.0,"Available Capacity, hours",86.0,70.53275641025641,0.8201483303518188,OPS-PRO-9X,True,0.026058974358974352,RM-COIL-SS316,7.931,KG,COIL SS316 1250mm 0.5mm,4.0,0.06,0.007,1.0674,8.466,Plates,Active,PRO-9X/PL.05 304TL 0.6mm,3527.0,3310.0,2772.0,505.0,1625.0,855.0,598.0,126337.48,58207.66,184545.14,2026.04.03,OPS-PRO-9X,4297.0
Not approved,NW11_Northwind Levant,NW11_MAT-100287,MAT-100287,HT80/PL.38 304TL 0.3mm,1.573,PRESS_4,T-70048-D,PRJ-EPSILON-0615,P01_NW11_Northwind Levant,MAT-100287,HT80/PL.38 304TL 0.3mm,0,8 2028,4261,Gaskets,2028,8,NW11,Both,NW11,Plates,MAT-100287,HT80/PL.38 304TL 0.3mm,194111.0,T-70048-D,PRESS_4,1.573,243049.0,A,Active,SF-100614,EMEA-West,K. Suzuki,50,2026-11-16,Industrial,37367,993641.47,Large,OEM,HT80/PL.38 304TL 0.3mm,FERT,A,F,21.0,4.0,21.0,60.0,25.81,177.32,V-20376,SG-54,OPS-HT80,N,PC,Press 11000T,L,24/5,24.0,5.0,77.6,0.73,2.0,3.0,"Available Capacity, hours",77.60000000000021,33.524166666666645,0.4320124570446721,OPS-HT80,False,0.11777243589743588,RM-COIL-TI,8.182,KG,COIL TITANIUM 1200mm 0.4mm,4.0,0.05,0.016,1.0668,8.729,Plates,Active,HT80/PL.38 304TL 0.3mm,7444.0,5996.0,2413.0,912.0,596.0,935.0,654.0,354896.57,28414.61,383311.18,2026.04.03,OPS-HT80,7105.0
Not approved,NW09_Northwind Alpine,NW09_MAT-200029,MAT-200029,M14-HNBR GASKET 30,0.587,EXTRUSION_1,T-70148-B,PRJ-OMEGA-0584,P01_NW09_Northwind Alpine,MAT-200029,M14-HNBR GASKET 30,0,9 2028,1852,Gaskets,2028,9,NW09,Both,NW09,Gaskets,MAT-200029,M14-HNBR GASKET 30,22463.0,T-70148-B,EXTRUSION_1,0.587,181301.0,B,Phase-out,SF-100583,,M. Silva,75,2026-02-28,Food & Beverage,48693,1011556.74,Strategic,Distributor,M14-HNBR GASKET 30,HALB,B,F,21.0,2.0,21.0,35.0,88.59,87.63,V-12237,SG-25,OPS-M14-HNBR,Y,PC,Extrusion line A,M,12/5,12.0,5.0,39.46,0.741,1.0,2.0,"Available Capacity, hours",39.46000000000003,27.91833333333333,0.7075097144787965,OPS-M14-HNBR,True,0.04253653846153843,RM-COMP-NBR,0.399,KG,RUBBER COMPOUND NBR70,8.0,0.038,0.025,1.0639,0.424,Gaskets,Active,M14-HNBR GASKET 30,1354.0,752.0,578.0,254.0,3256.0,385.0,270.0,10944.85,26319.37,37264.22,2026.04.03,OPS-M14-HNBR,4225.0
Not approved,NW09_Northwind Alpine,NW09_MAT-200029,MAT-200029,M14-HNBR GASKET 30,0.587,EXTRUSION_1,T-70148-B,PRJ-OMEGA-0584,P01_NW09_Northwind Alpine,MAT-200029,M14-HNBR GASKET 30,0,9 2028,1852,Gaskets,2028,9,NW09,Both,NW09,Gaskets,MAT-200029,M14-HNBR GASKET 30,22463.0,T-70148-B,EXTRUSION_1,0.587,181301.0,B,Phase-out,SF-100583,,M. Silva,75,2026-02-28,Food & Beverage,48693,1011556.74,Strategic,Distributor,M14-HNBR GASKET 30,HALB,B,F,21.0,2.0,21.0,35.0,88.59,87.63,V-12237,SG-25,OPS-M14-HNBR,Y,PC,Extrusion line A,M,12/5,12.0,5.0,39.46,0.741,1.0,2.0,"Available Capacity, hours",39.46000000000003,27.91833333333333,0.7075097144787965,OPS-M14-HNBR,True,0.04253653846153843,RM-COMP-EPDM,0.257,KG,RUBBER COMPOUND EPDM80,2.0,0.053,0.028,1.0825,0.278,Gaskets,Active,M14-HNBR GASKET 30,1354.0,752.0,578.0,254.0,3256.0,385.0,270.0,10944.85,26319.37,37264.22,2026.04.03,OPS-M14-HNBR,4225.0
Not approved,NW02_Northwind Heartland,NW02_MAT-200169,MAT-200169,M8-NBR GASKET 10,0.45,EXTRUSION_1,T-70054-A,PRJ-BETA-0377,P01_NW02_Northwind Heartland,MAT-200169,M8-NBR GASKET 10,0,9 2028,4681,Gaskets,2028,9,NW02,Both,NW02,Gaskets,MAT-200169,M8-NBR GASKET 10,114056.0,T-70054-A,EXTRUSION_1,0.45,229195.0,C,Active,SF-100376,APAC-South,P. Kovac,10,2026-12-06,Pharma,6150,131794.54,Small,Distributor,M8-NBR GASKET 10,HALB,B,E,21.0,2.0,30.0,28.0,69.55,183.33,V-25380,SG-90,OPS-M8-NBR,Y,PC,Extrusion line A,M,8/5,8.0,5.0,26.16,0.7789999999999999,1.0,2.0,"Available Capacity, hours",26.159999999999943,16.472500000000007,0.6296827217125399,OPS-M8-NBR,False,0.040996794871794875,RM-COMP-AFLAS,0.464,KG,RUBBER COMPOUND AFLAS,4.0,0.052,0.022,1.0751,0.499,Gaskets,Active,M8-NBR GASKET 10,59.0,52.0,53.0,0.0,3423.0,519.0,363.0,2111.2,122485.14,124596.34,2026.04.03,OPS-M8-NBR,2963.0
Not approved,NW11_Northwind Levant,NW11_MAT-200600,MAT-200600,M10-BFG GASKET 01,0.524,PRESS_1,T-70578-A,PRJ-OMEGA-0195,P01_NW11_Northwind Levant,MAT-200600,M10-BFG GASKET 01,0,9 2028,613,Gaskets,2028,9,NW11,Both,NW11,Gaskets,MAT-200600,M10-BFG GASKET 01,145715.0,T-70578-A,PRESS_1,0.524,72798.0,B,Active,SF-100194,EMEA-West,L. Tran,10,2026-02-10,Refrigeration,10060,611350.44,Small,Distributor,M10-BFG GASKET 01,HALB,B,F,14.0,6.0,14.0,28.0,98.7,79.32,V-14701,SG-78,OPS-M10-BFG,Y,PC,Press 3300T,S,12/6,12.0,6.0,43.56,0.73,1.5,1.0,"Available Capacity, hours",43.56000000000013,30.221923076923083,0.6937998869817033,OPS-M10-BFG,False,0.1385596153846154,RM-COMP-EPDM,0.248,KG,RUBBER COMPOUND EPDM80,8.0,0.038,0.026,1.065,0.264,Gaskets,Active,M10-BFG GASKET 01,10651.0,5833.0,4508.0,1210.0,1076.0,1143.0,800.0,89121.24,9003.33,98124.57,2026.04.03,OPS-M10-BFG,10584.0
Not approved,NW10_Northwind Baltics,NW10_MAT-200836,MAT-200836,M20-SILI GASKET 37,0.906,PRESS_3,T-70104-C,PRJ-GAMMA-0342,P01_NW10_Northwind Baltics,MAT-200836,M20-SILI GASKET 37,0,9 2028,242,Gaskets,2028,9,NW10,Both,NW10,Gaskets,MAT-200836,M20-SILI GASKET 37,64245.0,T-70104-C,PRESS_3,0.906,125575.0,D,Active,SF-100341,APAC-East,P. Kovac,50,2026-03-06,Food & Beverage,42755,885190.65,Medium,Direct,M20-SILI GASKET 37,HALB,C,E,14.0,3.0,7.0,28.0,33.0,85.77,V-95224,SG-64,OPS-M20-SILI,N,PC,Press 8000T,M,12/5,12.0,5.0,38.7,0.77,1.5,2.0,"Available Capacity, hours",38.699999999999896,18.151666666666667,0.46903531438415286,OPS-M20-SILI,False,0.01010320512820513,RM-COMP-NBR,0.315,KG,RUBBER COMPOUND NBR70,2.0,0.047,0.03,1.0784,0.34,Gaskets,Active,M20-SILI GASKET 37,2695.0,2320.0,1614.0,288.0,1398.0,764.0,535.0,23016.46,11939.52,34955.99,2026.04.03,OPS-M20-SILI,3329.0
Not approved,NW10_Northwind Baltics,NW10_MAT-200295,MAT-200295,M22-NBR GASKET 16,0.629,ASSY_1,T-70528-B,PRJ-EPSILON-0529,P01_NW10_Northwind Baltics,MAT-200295,M22-NBR GASKET 16,0,9 2028,3138,Gaskets,2028,9,NW10,Both,NW10,Gaskets,MAT-200295,M22-NBR GASKET 16,48057.0,T-70528-B,ASSY_1,0.629,128095.0,B,Active,SF-100528,,C. Moreau,50,2026-04-16,Refrigeration,57462,272847.45,Strategic,Direct,M22-NBR GASKET 16,FERT,A,X,21.0,2.0,21.0,35.0,58.42,38.99,V-87026,SG-84,OPS-M22-NBR,Y,PC,Assembly cell,S,12/5,12.0,5.0,36.39,0.7314999999999999,1.5,1.0,"Available Capacity, hours",36.39000000000006,19.497051282051284,0.5357804694160828,OPS-M22-NBR,False,0.11581346153846152,RM-COMP-NBR,0.357,KG,RUBBER COMPOUND NBR70,8.0,0.027,0.014,1.0414,0.372,Gaskets,Active,M22-NBR GASKET 16,8187.0,4227.0,6828.0,1212.0,1946.0,933.0,653.0,271318.87,64490.84,335809.71,2026.04.03,OPS-M22-NBR,9200.0
Not approved,NW09_Northwind Alpine,NW09_MAT-200271,MAT-200271,M22-NBR GASKET 32,0.529,EXTRUSION_1,T-70052-A,PRJ-GAMMA-0470,P01_NW09_Northwind Alpine,MAT-200271,M22-NBR GASKET 32,0,9 2028,7464,Gaskets,2028,9,NW09,Both,NW09,Gaskets,MAT-200271,M22-NBR GASKET 32,95864.0,T-70052-A,EXTRUSION_1,0.529,207351.0,A,Phase-out,SF-100469,EMEA-East,M. Silva,10,2026-11-08,Refrigeration,27278,1137954.85,Medium,Distributor,M22-NBR GASKET 32,FERT,A,F,7.0,8.0,30.0,35.0,52.06,168.74,V-74345,SG-27,OPS-M22-NBR,Y,PC,Extrusion line A,M,12/5,12.0,5.0,39.46,0.741,1.0,2.0,"Available Capacity, hours",39.46000000000003,27.91833333333333,0.7075097144787965,OPS-M22-NBR,False,0.08706025641025643,RM-COMP-NBR,0.326,KG,RUBBER COMPOUND NBR70,8.0,0.02,0.011,1.0312,0.336,Gaskets,Active,M22-NBR GASKET 32,1412.0,1048.0,619.0,219.0,660.0,1180.0,826.0,10671.76,4988.21,15659.97,2026.04.03,OPS-M22-NBR,892.0
Not approved,NW09_Northwind Alpine,NW09_MAT-200271,MAT-200271,M22-NBR GASKET 32,0.529,EXTRUSION_1,T-70052-A,PRJ-GAMMA-0470,P01_NW09_Northwind Alpine,MAT-200271,M22-NBR GASKET 32,0,9 2028,7464,Gaskets,2028,9,NW09,Both,NW09,Gaskets,MAT-200271,M22-NBR GASKET 32,95864.0,T-70052-A,EXTRUSION_1,0.529,207351.0,A,Phase-out,SF-100469,EMEA-East,M. Silva,10,2026-11-08,Refrigeration,27278,1137954.85,Medium,Distributor,M22-NBR GASKET 32,FERT,A,F,7.0,8.0,30.0,35.0,52.06,168.74,V-74345,SG-27,OPS-M22-NBR,Y,PC,Extrusion line A,M,12/5,12.0,5.0,39.46,0.741,1.0,2.0,"Available Capacity, hours",39.46000000000003,27.91833333333333,0.7075097144787965,OPS-M22-NBR,False,0.08706025641025643,RM-COMP-HNBR,0.357,KG,RUBBER COMPOUND HNBR60,4.0,0.016,0.007,1.0231,0.365,Gaskets,Active,M22-NBR GASKET 32,1412.0,1048.0,619.0,219.0,660.0,1180.0,826.0,10671.76,4988.21,15659.97,2026.04.03,OPS-M22-NBR,892.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-200204,MAT-200204,M20-SILI GASKET 05,0.683,PRES_3_2,T-70062-A,PRJ-GAMMA-0368,P01_NW03_Northwind Carpathia,MAT-200204,M20-SILI GASKET 05,0,9 2028,5198,Gaskets,2028,9,NW03,Both,NW03,Gaskets,MAT-200204,M20-SILI GASKET 05,172191.0,T-70062-A,PRES_3_2,0.683,255669.0,B,Active,SF-100367,EMEA-East,P. Kovac,50,2026-08-17,Refrigeration,50931,951955.85,Medium,Distributor,M20-SILI GASKET 05,HALB,C,X,14.0,6.0,21.0,28.0,49.58,214.14,V-10460,SG-26,OPS-M20-SILI,N,PC,Press 3300T,S,12/6,12.0,6.0,45.72,0.76,1.5,1.0,"Available Capacity, hours",45.720000000000056,33.20211538461539,0.7262054983511669,OPS-M20-SILI,True,0.029149999999999992,RM-COMP-NBR,0.318,KG,RUBBER COMPOUND NBR70,8.0,0.048,0.015,1.0637,0.338,Gaskets,Active,M20-SILI GASKET 05,11601.0,7911.0,8546.0,318.0,2425.0,808.0,566.0,553697.15,115741.37,669438.52,2026.04.03,OPS-M20-SILI,13218.0
Not approved,NW01_Northwind Midwest,NW01_MAT-200617,MAT-200617,M8-NBR GASKET 18,0.467,PRESS_1,T-70277-A,PRJ-DELTA-0604,P01_NW01_Northwind Midwest,MAT-200617,M8-NBR GASKET 18,0,9 2028,2334,Gaskets,2028,9,NW01,Both,NW01,Gaskets,MAT-200617,M8-NBR GASKET 18,9517.0,T-70277-A,PRESS_1,0.467,153687.0,D,Active,SF-100603,EMEA-East,C. Moreau,75,2026-04-12,District Heating,38812,352100.98,Medium,OEM,M8-NBR GASKET 18,ROH,A,X,21.0,3.0,14.0,60.0,87.03,211.92,V-22763,SG-79,OPS-M8-NBR,N,PC,Press 3300T,S,12/5,12.0,5.0,43.0,0.8,1.0,1.0,"Available Capacity, hours",43.0,31.20948717948717,0.7258020274299342,OPS-M8-NBR,True,0.040905769230769225,RM-COMP-FKM,0.438,KG,RUBBER COMPOUND FKM75,8.0,0.015,0.015,1.0302,0.451,Gaskets,Active,M8-NBR GASKET 18,9061.0,5002.0,4176.0,957.0,404.0,596.0,417.0,464418.62,20706.89,485125.51,2026.04.03,OPS-M8-NBR,8869.0
Not approved,NW01_Northwind Midwest,NW01_MAT-200756,MAT-200756,M20-SILI GASKET 37,0.899,PRESS_1,T-70000-D,PRJ-GAMMA-0347,P01_NW01_Northwind Midwest,MAT-200756,M20-SILI GASKET 37,0,9 2028,415,Gaskets,2028,9,NW01,Both,NW01,Gaskets,MAT-200756,M20-SILI GASKET 37,19872.0,T-70000-D,PRESS_1,0.899,30655.0,C,Active,SF-100346,,K. Suzuki,50,2026-04-14,Data Center,15657,577207.59,Medium,OEM,M20-SILI GASKET 37,FERT,C,F,14.0,4.0,21.0,14.0,101.64,133.88,V-87407,SG-62,OPS-M20-SILI,Y,PC,Press 3300T,S,12/5,12.0,5.0,43.0,0.8,1.0,1.0,"Available Capacity, hours",43.0,31.20948717948717,0.7258020274299342,OPS-M20-SILI,False,0.025616666666666663,RM-COMP-AFLAS,0.467,KG,RUBBER COMPOUND AFLAS,3.0,0.038,0.021,1.0598,0.495,Gaskets,Active,M20-SILI GASKET 37,11449.0,6484.0,7740.0,986.0,3104.0,577.0,404.0,668366.98,181204.57,849571.55,2026.04.03,OPS-M20-SILI,13976.0
Not approved,NW01_Northwind Midwest,NW01_MAT-200756,MAT-200756,M20-SILI GASKET 37,0.899,PRESS_1,T-70000-D,PRJ-GAMMA-0347,P01_NW01_Northwind Midwest,MAT-200756,M20-SILI GASKET 37,0,9 2028,415,Gaskets,2028,9,NW01,Both,NW01,Gaskets,MAT-200756,M20-SILI GASKET 37,19872.0,T-70000-D,PRESS_1,0.899,30655.0,C,Active,SF-100346,,K. Suzuki,50,2026-04-14,Data Center,15657,577207.59,Medium,OEM,M20-SILI GASKET 37,FERT,C,F,14.0,4.0,21.0,14.0,101.64,133.88,V-87407,SG-62,OPS-M20-SILI,Y,PC,Press 3300T,S,12/5,12.0,5.0,43.0,0.8,1.0,1.0,"Available Capacity, hours",43.0,31.20948717948717,0.7258020274299342,OPS-M20-SILI,False,0.025616666666666663,RM-COMP-NBR,0.389,KG,RUBBER COMPOUND NBR70,8.0,0.021,0.024,1.0455,0.407,Gaskets,Active,M20-SILI GASKET 37,11449.0,6484.0,7740.0,986.0,3104.0,577.0,404.0,668366.98,181204.57,849571.55,2026.04.03,OPS-M20-SILI,13976.0
Not approved,NW14_Northwind Oceania,NW14_MAT-200161,MAT-200161,M8-NBR GASKET 02,0.36,GRINDING_1,T-70623-A,PRJ-OMEGA-0106,P01_NW14_Northwind Oceania,MAT-200161,M8-NBR GASKET 02,0,9 2028,4975,Gaskets,2028,9,NW14,Both,NW14,Gaskets,MAT-200161,M8-NBR GASKET 02,30657.0,T-70623-A,GRINDING_1,0.36,167373.0,D,Active,SF-100105,LATAM,T. Novak,90,2026-10-27,Oil & Gas,8137,852130.32,Large,OEM,M8-NBR GASKET 02,FERT,B,X,10.0,3.0,7.0,45.0,60.99,5.67,V-73462,SG-98,OPS-M8-NBR,Y,PC,Grinding line,S,8/5,8.0,5.0,26.16,0.7789999999999999,1.0,1.0,"Available Capacity, hours",26.159999999999943,20.398333333333312,0.7797528032619785,OPS-M8-NBR,True,0.13563717948717954,RM-COMP-SILI,0.277,KG,RUBBER COMPOUND SILICONE,4.0,0.048,0.022,1.0711,0.297,Gaskets,Active,M8-NBR GASKET 02,1296.0,791.0,1069.0,198.0,1032.0,610.0,427.0,34355.58,27357.22,61712.8,2026.04.03,OPS-M8-NBR,1718.0
Not approved,NW15_Northwind Indochina,NW15_MAT-200093,MAT-200093,M14-HNBR GASKET 14,0.653,PRESS_3,T-70174-C,PRJ-EPSILON-0224,P01_NW15_Northwind Indochina,MAT-200093,M14-HNBR GASKET 14,0,9 2028,6002,Gaskets,2028,9,NW15,Both,NW15,Gaskets,MAT-200093,M14-HNBR GASKET 14,166440.0,T-70174-C,PRESS_3,0.653,229383.0,C,Phase-out,SF-100223,EMEA-East,S. Iyer,25,2026-08-17,Industrial,24149,351918.58,Small,Direct,M14-HNBR GASKET 14,FERT,C,X,5.0,8.0,14.0,35.0,52.03,74.81,V-95385,SG-89,OPS-M14-HNBR,Y,PC,Press 8000T,M,12/6,12.0,6.0,44.28,0.74,1.5,2.0,"Available Capacity, hours",44.27999999999995,33.10929487179486,0.7477257197785658,OPS-M14-HNBR,True,0.05136923076923077,RM-COMP-FKM,0.429,KG,RUBBER COMPOUND FKM75,2.0,0.042,0.029,1.0722,0.46,Gaskets,Active,M14-HNBR GASKET 14,6260.0,3875.0,2610.0,266.0,1338.0,612.0,428.0,86172.17,18418.27,104590.44,2026.04.03,OPS-M14-HNBR,6986.0
Not approved,NW15_Northwind Indochina,NW15_MAT-200093,MAT-200093,M14-HNBR GASKET 14,0.653,PRESS_3,T-70174-C,PRJ-EPSILON-0224,P01_NW15_Northwind Indochina,MAT-200093,M14-HNBR GASKET 14,0,9 2028,6002,Gaskets,2028,9,NW15,Both,NW15,Gaskets,MAT-200093,M14-HNBR GASKET 14,166440.0,T-70174-C,PRESS_3,0.653,229383.0,C,Phase-out,SF-100223,EMEA-East,S. Iyer,25,2026-08-17,Industrial,24149,351918.58,Small,Direct,M14-HNBR GASKET 14,FERT,C,X,5.0,8.0,14.0,35.0,52.03,74.81,V-95385,SG-89,OPS-M14-HNBR,Y,PC,Press 8000T,M,12/6,12.0,6.0,44.28,0.74,1.5,2.0,"Available Capacity, hours",44.27999999999995,33.10929487179486,0.7477257197785658,OPS-M14-HNBR,True,0.05136923076923077,RM-COMP-AFLAS,0.467,KG,RUBBER COMPOUND AFLAS,3.0,0.016,0.008,1.0241,0.478,Gaskets,Active,M14-HNBR GASKET 14,6260.0,3875.0,2610.0,266.0,1338.0,612.0,428.0,86172.17,18418.27,104590.44,2026.04.03,OPS-M14-HNBR,6986.0
Not approved,NW07_Northwind West Coast,NW07_MAT-200048,MAT-200048,M10-BFG GASKET 09,0.653,EXTRUSION_1,T-70438-B,PRJ-ALPHA-0698,P01_NW07_Northwind West Coast,MAT-200048,M10-BFG GASKET 09,0,9 2028,1552,Gaskets,2028,9,NW07,Both,NW07,Gaskets,MAT-200048,M10-BFG GASKET 09,192649.0,T-70438-B,EXTRUSION_1,0.653,176148.0,C,Phase-out,SF-100697,EMEA-West,M. Akiyama,50,2026-08-19,Industrial,35266,736983.88,Large,Partner,M10-BFG GASKET 09,FERT,C,F,5.0,6.0,30.0,21.0,73.26,30.22,V-89089,SG-79,OPS-M10-BFG,N,PC,Extrusion line A,M,8/5,8.0,5.0,26.54,0.7885,1.0,2.0,"Available Capacity, hours",26.53999999999997,12.33237179487179,0.4646711301760288,OPS-M10-BFG,True,0.13970576923076924,RM-COMP-HNBR,0.402,KG,RUBBER COMPOUND HNBR60,3.0,0.05,0.005,1.0553,0.424,Gaskets,Active,M10-BFG GASKET 09,4760.0,2530.0,4081.0,409.0,200.0,630.0,441.0,129521.66,5442.09,134963.75,2026.04.03,OPS-M10-BFG,4330.0
Not approved,NW07_Northwind West Coast,NW07_MAT-200048,MAT-200048,M10-BFG GASKET 09,0.653,EXTRUSION_1,T-70438-B,PRJ-ALPHA-0698,P01_NW07_Northwind West Coast,MAT-200048,M10-BFG GASKET 09,0,9 2028,1552,Gaskets,2028,9,NW07,Both,NW07,Gaskets,MAT-200048,M10-BFG GASKET 09,192649.0,T-70438-B,EXTRUSION_1,0.653,176148.0,C,Phase-out,SF-100697,EMEA-West,M. Akiyama,50,2026-08-19,Industrial,35266,736983.88,Large,Partner,M10-BFG GASKET 09,FERT,C,F,5.0,6.0,30.0,21.0,73.26,30.22,V-89089,SG-79,OPS-M10-BFG,N,PC,Extrusion line A,M,8/5,8.0,5.0,26.54,0.7885,1.0,2.0,"Available Capacity, hours",26.53999999999997,12.33237179487179,0.4646711301760288,OPS-M10-BFG,True,0.13970576923076924,RM-COMP-FKM,0.458,KG,RUBBER COMPOUND FKM75,6.0,0.034,0.024,1.0588,0.485,Gaskets,Active,M10-BFG GASKET 09,4760.0,2530.0,4081.0,409.0,200.0,630.0,441.0,129521.66,5442.09,134963.75,2026.04.03,OPS-M10-BFG,4330.0
Not approved,NW12_Northwind Cerrado,NW12_MAT-200155,MAT-200155,M6-FKM GASKET 36,0.305,PRESS_1,T-70030-C,PRJ-DELTA-0556,P01_NW12_Northwind Cerrado,MAT-200155,M6-FKM GASKET 36,0,9 2028,6668,Gaskets,2028,9,NW12,Both,NW12,Gaskets,MAT-200155,M6-FKM GASKET 36,85139.0,T-70030-C,PRESS_1,0.305,301762.0,A,Phase-out,SF-100555,,M. Silva,10,2026-11-01,Refrigeration,41565,1044638.8,Strategic,Partner,M6-FKM GASKET 36,ROH,C,X,14.0,4.0,7.0,45.0,104.96,202.82,V-88326,SG-56,OPS-M6-FKM,N,PC,Press 3300T,S,8/5,8.0,5.0,24.6,0.74,1.0,1.0,"Available Capacity, hours",24.599999999999937,11.670064102564107,0.4743928496977291,OPS-M6-FKM,False,0.04509102564102563,RM-COMP-HNBR,0.417,KG,RUBBER COMPOUND HNBR60,6.0,0.049,0.015,1.0647,0.444,Gaskets,Active,M6-FKM GASKET 36,9145.0,8197.0,7069.0,1166.0,2634.0,304.0,213.0,260488.48,75027.52,335515.99,2026.04.03,OPS-M6-FKM,11475.0
Not approved,NW07_Northwind West Coast,NW07_MAT-200354,MAT-200354,M12-EPDM GASKET 35,0.491,EXTRUSION_1,T-70318-D,PRJ-BETA-0582,P01_NW07_Northwind West Coast,MAT-200354,M12-EPDM GASKET 35,0,9 2028,3844,Gaskets,2028,9,NW07,Both,NW07,Gaskets,MAT-200354,M12-EPDM GASKET 35,38598.0,T-70318-D,EXTRUSION_1,0.491,29264.0,A,Active,SF-100581,EMEA-East,M. Silva,10,2026-07-08,Refrigeration,3875,1107841.02,Large,OEM,M12-EPDM GASKET 35,FERT,C,E,21.0,3.0,7.0,21.0,71.44,97.9,V-12592,SG-118,OPS-M12-EPDM,Y,PC,Extrusion line A,M,8/5,8.0,5.0,26.54,0.7885,1.0,2.0,"Available Capacity, hours",26.53999999999997,12.33237179487179,0.4646711301760288,OPS-M12-EPDM,True,0.16527435897435902,RM-COMP-NBR,0.319,KG,RUBBER COMPOUND NBR70,4.0,0.05,0.019,1.0699,0.341,Gaskets,Active,M12-EPDM GASKET 35,6344.0,5187.0,3192.0,78.0,1089.0,1028.0,720.0,148092.51,25421.3,173513.81,2026.04.03,OPS-M12-EPDM,6405.0
Not approved,NW08_Northwind Iberia,NW08_MAT-200445,MAT-200445,M14-HNBR GASKET 06,0.455,PRESS_3,T-70348-D,PRJ-DELTA-0563,P01_NW08_Northwind Iberia,MAT-200445,M14-HNBR GASKET 06,0,9 2028,1400,Gaskets,2028,9,NW08,Both,NW08,Gaskets,MAT-200445,M14-HNBR GASKET 06,195874.0,T-70348-D,PRESS_3,0.455,59470.0,D,Active,SF-100562,,C. Moreau,50,2026-05-27,Oil & Gas,15172,384321.05,Small,Partner,M14-HNBR GASKET 06,HALB,A,X,14.0,8.0,14.0,60.0,82.57,24.95,V-65236,SG-118,OPS-M14-HNBR,Y,PC,Press 8000T,M,8/5,8.0,5.0,27.0,0.8,1.0,2.0,"Available Capacity, hours",27.0,16.800769230769227,0.622250712250712,OPS-M14-HNBR,True,0.00504551282051282,RM-COMP-SILI,0.306,KG,RUBBER COMPOUND SILICONE,3.0,0.042,0.014,1.0566,0.323,Gaskets,Active,M14-HNBR GASKET 06,8005.0,5804.0,4258.0,615.0,2203.0,174.0,122.0,143963.29,39619.13,183582.41,2026.04.03,OPS-M14-HNBR,10034.0
