Status,Connector RCCP pivot,Connector Plant_Material nr,Material number,Material Description,Cycle time,Work center,Tool number,Project_name,Gasket Factory,Gasket Final,Gasket Description,All delayed,demand_month,demand_pcs,product_type,demand_year,demand_month_num,pipeline_plant,factory_production_type,Plant_2_6,Type_2_6,Sap code_2_6,Material description_2_6,Total QTY_2_6,Tool No._2_6,Work center_2_6,Cycle times Standard Value (Machine)_2_6,OPS plan GD_2_6,Rev no_2_6,Material Status_2_6,Project ID,Region,Owner,Probability,Requested delivery date,Customer segment,Total expected PCS,Total expected EUR,Revenue tier,Submission channel,Description_2_3,Material Type_2_3,ABC (SAP)_2_3,Procurement Type_2_3,In House Production Time (WD)_2_3,Production LT Weeks_2_3,Transportation Lanes Lead Time (CD)_2_3,Planned Delivery Time (MARC) (CD)_2_3,Standard Cost in EUR_2_3,Avg Sales Price in EUR_2_3,G37 - Vendor_2_3,P45 - Supply Group_2_3,P55 - Operations Group_2_3,Is Network Material_2_3,Base Unit of Measure_2_3,WC-Description long_2_5,Size_2_5,Weekly Schedule_2_5,Hours_2_5,Days_2_5,Weekly available time_2_5,OEE (in %)_2_5,Daily breaks (in H)_2_5,NR of stands per WC_2_5,AP Limit_2_5,cap_avg_available_hrs_per_week,cap_avg_load_hrs_per_week,cap_utilization_pct,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP,ops_avg_planned_pcs_per_week,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Total Scrap Factor,Effective Component Quantity,Comp Plate/Gasket,BOM Status,Header Description,Stock Qty_3_1,ATP Quantity_3_1,ATP Qty (allow negative)_3_1,Reserved Stock Qty_3_1,Stock in Transit Qty_3_1,Safety Stock Qty_3_1,Minimum Safety Stock Qty_3_1,Stock Value (EUR)_3_1,Stock in Transit Value (EUR)_3_1,Total Stock Value (EUR)_3_1,Calendar day_3_1,Operation Group_3_1,inv_usable_qty_3_1
Not approved,NW09_Northwind Alpine,NW09_MAT-101467,MAT-101467,S160/PL.18 304TL 0.5mm,1.356,PRESS_1,T-70269-A,PRJ-EPSILON-0619,P01_NW09_Northwind Alpine,MAT-101467,S160/PL.18 304TL 0.5mm,0,1 2028,7453,Gaskets,2028,1,NW09,Both,NW09,Plates,MAT-101467,S160/PL.18 304TL 0.5mm,253143.0,T-70269-A,PRESS_1,1.356,195467.0,A,Active,SF-100618,APAC-East,K. Suzuki,75,2026-11-02,Data Center,27597,119404.35,Strategic,Distributor,S160/PL.18 304TL 0.5mm,FERT,C,E,5.0,3.0,14.0,14.0,66.56,122.77,V-66871,SG-84,OPS-S160,Y,PC,Press 3300T,S,12/5,12.0,5.0,41.8,0.78,1.0,1.0,"Available Capacity, hours",41.80000000000011,18.878653846153846,0.45164243651085634,OPS-S160,False,0.06544551282051281,RM-COIL-SS304,6.269,KG,COIL SS304 1250mm 0.4mm,4.0,0.057,0.007,1.0644,6.673,Plates,Active,S160/PL.18 304TL 0.5mm,10842.0,6669.0,5341.0,1946.0,1408.0,357.0,250.0,156161.58,20279.98,176441.55,2026.04.03,OPS-S160,11893.0
Not approved,NW04_Northwind Southbay,NW04_MAT-101002,MAT-101002,PRO-9X/PL.03 304TL 0.7mm,1.865,PRESS_4,T-70381-D,PRJ-OMEGA-0195,P01_NW04_Northwind Southbay,MAT-101002,PRO-9X/PL.03 304TL 0.7mm,0,1 2028,4484,Gaskets,2028,1,NW04,Both,NW04,Plates,MAT-101002,PRO-9X/PL.03 304TL 0.7mm,156001.0,T-70381-D,PRESS_4,1.865,206751.0,C,Active,SF-100194,EMEA-West,L. Tran,10,2026-02-10,Refrigeration,10060,611350.44,Small,Distributor,PRO-9X/PL.03 304TL 0.7mm,ROH,B,E,5.0,8.0,30.0,28.0,115.0,216.07,V-95327,SG-14,OPS-PRO-9X,Y,PC,Press 11000T,L,24/5,24.0,5.0,80.0,0.75,2.0,3.0,"Available Capacity, hours",80.0,56.38935897435897,0.7048669871794871,OPS-PRO-9X,True,0.14720384615384616,RM-COIL-NI,6.976,KG,COIL NICKEL 1200mm 0.35mm,8.0,0.021,0.03,1.0516,7.336,Plates,Active,PRO-9X/PL.03 304TL 0.7mm,10994.0,9419.0,8012.0,441.0,2434.0,496.0,347.0,410222.83,90820.66,501043.49,2026.04.03,OPS-PRO-9X,12932.0
Not approved,NW04_Northwind Southbay,NW04_MAT-200757,MAT-200757,M14-HNBR GASKET 38,0.529,PRESS_1,T-70465-C,PRJ-ALPHA-0694,P01_NW04_Northwind Southbay,MAT-200757,M14-HNBR GASKET 38,0,1 2028,3070,Gaskets,2028,1,NW04,Both,NW04,Gaskets,MAT-200757,M14-HNBR GASKET 38,159646.0,T-70465-C,PRESS_1,0.529,201587.0,A,Active,SF-100693,,S. Iyer,75,2026-11-26,Food & Beverage,33870,702236.1,Strategic,Distributor,M14-HNBR GASKET 38,ROH,B,X,7.0,4.0,21.0,14.0,64.65,6.85,V-82235,SG-25,OPS-M14-HNBR,Y,PC,Press 3300T,S,12/6,12.0,6.0,48.0,0.75,1.0,1.0,"Available Capacity, hours",48.0,34.33576923076924,0.7153285256410258,OPS-M14-HNBR,True,0.08372371794871794,RM-COMP-AFLAS,0.5,KG,RUBBER COMPOUND AFLAS,8.0,0.032,0.005,1.0372,0.519,Gaskets,Active,M14-HNBR GASKET 38,8849.0,7833.0,4429.0,884.0,933.0,373.0,261.0,33267.09,3507.54,36774.62,2026.04.03,OPS-M14-HNBR,9409.0
Not approved,NW11_Northwind Levant,NW11_MAT-100287,MAT-100287,HT80/PL.38 304TL 0.3mm,1.573,PRESS_4,T-70048-D,PRJ-EPSILON-0615,P01_NW11_Northwind Levant,MAT-100287,HT80/PL.38 304TL 0.3mm,0,1 2028,5962,Gaskets,2028,1,NW11,Both,NW11,Plates,MAT-100287,HT80/PL.38 304TL 0.3mm,194111.0,T-70048-D,PRESS_4,1.573,243049.0,A,Active,SF-100614,EMEA-West,K. Suzuki,50,2026-11-16,Industrial,37367,993641.47,Large,OEM,HT80/PL.38 304TL 0.3mm,FERT,A,F,21.0,4.0,21.0,60.0,25.81,177.32,V-20376,SG-54,OPS-HT80,N,PC,Press 11000T,L,24/5,24.0,5.0,77.6,0.73,2.0,3.0,"Available Capacity, hours",77.60000000000021,33.524166666666645,0.4320124570446721,OPS-HT80,False,0.11777243589743588,RM-COIL-TI,8.182,KG,COIL TITANIUM 1200mm 0.4mm,4.0,0.05,0.016,1.0668,8.729,Plates,Active,HT80/PL.38 304TL 0.3mm,7444.0,5996.0,2413.0,912.0,596.0,935.0,654.0,354896.57,28414.61,383311.18,2026.04.03,OPS-HT80,7105.0
Not approved,NW01_Northwind Midwest,NW01_MAT-100725,MAT-100725,XL520/PL.26 304TL 0.5mm,2.267,PRESS_6,T-70400-A,PRJ-OMEGA-0168,P01_NW01_Northwind Midwest,MAT-100725,XL520/PL.26 304TL 0.5mm,0,1 2028,116,Gaskets,2028,1,NW01,Both,NW01,Plates,MAT-100725,XL520/PL.26 304TL 0.5mm,196988.0,T-70400-A,PRESS_6,2.267,58249.0,A,Active,SF-100167,EMEA-East,T. Novak,50,2026-12-11,Data Center,54009,773067.33,Strategic,Direct,XL520/PL.26 304TL 0.5mm,HALB,B,X,21.0,6.0,7.0,28.0,99.53,167.15,V-16857,SG-95,OPS-XL520,N,PC,Press 13900T,L,24/5,24.0,5.0,86.0,0.8,2.0,3.0,"Available Capacity, hours",86.0,68.53102564102564,0.7968723911747166,OPS-XL520,False,0.02933397435897435,RM-COIL-HC276,14.023,KG,COIL HASTELLOY C276 1250mm 0.5mm,6.0,0.037,0.013,1.0505,14.731,Plates,Active,XL520/PL.26 304TL 0.5mm,8789.0,6838.0,3277.0,249.0,1611.0,474.0,332.0,204176.46,37424.99,241601.45,2026.04.03,OPS-XL520,9926.0
Not approved,NW09_Northwind Alpine,NW09_MAT-200029,MAT-200029,M14-HNBR GASKET 30,0.587,EXTRUSION_1,T-70148-B,PRJ-OMEGA-0584,P01_NW09_Northwind Alpine,MAT-200029,M14-HNBR GASKET 30,0,2 2028,6268,Gaskets,2028,2,NW09,Both,NW09,Gaskets,MAT-200029,M14-HNBR GASKET 30,22463.0,T-70148-B,EXTRUSION_1,0.587,181301.0,B,Phase-out,SF-100583,,M. Silva,75,2026-02-28,Food & Beverage,48693,1011556.74,Strategic,Distributor,M14-HNBR GASKET 30,HALB,B,F,21.0,2.0,21.0,35.0,88.59,87.63,V-12237,SG-25,OPS-M14-HNBR,Y,PC,Extrusion line A,M,12/5,12.0,5.0,39.46,0.741,1.0,2.0,"Available Capacity, hours",39.46000000000003,27.91833333333333,0.7075097144787965,OPS-M14-HNBR,True,0.04253653846153843,RM-COMP-NBR,0.399,KG,RUBBER COMPOUND NBR70,8.0,0.038,0.025,1.0639,0.424,Gaskets,Active,M14-HNBR GASKET 30,1354.0,752.0,578.0,254.0,3256.0,385.0,270.0,10944.85,26319.37,37264.22,2026.04.03,OPS-M14-HNBR,4225.0
Not approved,NW09_Northwind Alpine,NW09_MAT-200029,MAT-200029,M14-HNBR GASKET 30,0.587,EXTRUSION_1,T-70148-B,PRJ-OMEGA-0584,P01_NW09_Northwind Alpine,MAT-200029,M14-HNBR GASKET 30,0,2 2028,6268,Gaskets,2028,2,NW09,Both,NW09,Gaskets,MAT-200029,M14-HNBR GASKET 30,22463.0,T-70148-B,EXTRUSION_1,0.587,181301.0,B,Phase-out,SF-100583,,M. Silva,75,2026-02-28,Food & Beverage,48693,1011556.74,Strategic,Distributor,M14-HNBR GASKET 30,HALB,B,F,21.0,2.0,21.0,35.0,88.59,87.63,V-12237,SG-25,OPS-M14-HNBR,Y,PC,Extrusion line A,M,12/5,12.0,5.0,39.46,0.741,1.0,2.0,"Available Capacity, hours",39.46000000000003,27.91833333333333,0.7075097144787965,OPS-M14-HNBR,True,0.04253653846153843,RM-COMP-EPDM,0.257,KG,RUBBER COMPOUND EPDM80,2.0,0.053,0.028,1.0825,0.278,Gaskets,Active,M14-HNBR GASKET 30,1354.0,752.0,578.0,254.0,3256.0,385.0,270.0,10944.85,26319.37,37264.22,2026.04.03,OPS-M14-HNBR,4225.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-200327,MAT-200327,M22-NBR GASKET 08,0.806,PRES_3_1,T-70347-C,PRJ-DELTA-0575,P01_NW03_Northwind Carpathia,MAT-200327,M22-NBR GASKET 08,0,2 2028,2592,Gaskets,2028,2,NW03,Both,NW03,Gaskets,MAT-200327,M22-NBR GASKET 08,177375.0,T-70347-C,PRES_3_1,0.806,254301.0,B,Active,SF-100574,,P. Kovac,50,2026-06-19,Refrigeration,43958,343030.21,Strategic,OEM,M22-NBR GASKET 08,FERT,C,E,14.0,3.0,21.0,35.0,104.96,35.53,V-66787,SG-79,OPS-M22-NBR,N,PC,Press 3300T,S,12/6,12.0,6.0,45.72,0.76,1.5,1.0,"Available Capacity, hours",45.720000000000056,22.746666666666673,0.49752114319043406,OPS-M22-NBR,False,0.056315384615384594,RM-COMP-NBR,0.373,KG,RUBBER COMPOUND NBR70,2.0,0.057,0.027,1.0855,0.405,Gaskets,Active,M22-NBR GASKET 08,479.0,331.0,333.0,85.0,71.0,907.0,635.0,13743.07,2037.07,15780.15,2026.04.03,OPS-M22-NBR,0.0
Not approved,NW12_Northwind Cerrado,NW12_MAT-200117,MAT-200117,M14-HNBR GASKET 38,0.583,PRESS_1,T-70125-B,PRJ-BETA-0667,P01_NW12_Northwind Cerrado,MAT-200117,M14-HNBR GASKET 38,0,2 2028,206,Gaskets,2028,2,NW12,Both,NW12,Gaskets,MAT-200117,M14-HNBR GASKET 38,184993.0,T-70125-B,PRESS_1,0.583,253306.0,D,Active,SF-100666,APAC-South,T. Novak,50,2026-02-22,Pharma,6486,821113.63,Large,Direct,M14-HNBR GASKET 38,FERT,B,F,5.0,8.0,21.0,45.0,52.57,21.54,V-38770,SG-74,OPS-M14-HNBR,N,PC,Press 3300T,S,8/5,8.0,5.0,24.6,0.74,1.0,1.0,"Available Capacity, hours",24.599999999999937,11.670064102564107,0.4743928496977291,OPS-M14-HNBR,False,0.025448717948717944,RM-COMP-FKM,0.397,KG,RUBBER COMPOUND FKM75,3.0,0.046,0.024,1.0711,0.425,Gaskets,Active,M14-HNBR GASKET 38,3061.0,2512.0,2753.0,601.0,174.0,951.0,666.0,15010.28,853.25,15863.53,2026.04.03,OPS-M14-HNBR,2284.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200008,MAT-200008,M10-BFG GASKET 09,0.593,EXTRUSION_1,T-70636-D,PRJ-DELTA-0289,P01_NW05_Northwind Pacific,MAT-200008,M10-BFG GASKET 09,0,2 2028,4460,Gaskets,2028,2,NW05,Both,NW05,Gaskets,MAT-200008,M10-BFG GASKET 09,2489.0,T-70636-D,EXTRUSION_1,0.593,185752.0,B,Active,SF-100288,EMEA-East,H. Lindqvist,75,2026-08-12,Refrigeration,25867,473621.91,Strategic,Distributor,M10-BFG GASKET 09,FERT,C,X,7.0,6.0,14.0,14.0,112.83,10.96,V-25838,SG-25,OPS-M10-BFG,N,PC,Extrusion line A,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,14.160705128205118,0.5187071475532996,OPS-M10-BFG,False,0.02333333333333334,RM-COMP-FKM,0.376,KG,RUBBER COMPOUND FKM75,4.0,0.056,0.01,1.0666,0.401,Gaskets,Active,M10-BFG GASKET 09,5535.0,4371.0,3713.0,421.0,1846.0,384.0,269.0,185474.85,61858.46,247333.31,2026.04.03,OPS-M10-BFG,6997.0
Not approved,NW11_Northwind Levant,NW11_MAT-200600,MAT-200600,M10-BFG GASKET 01,0.524,PRESS_1,T-70578-A,PRJ-OMEGA-0195,P01_NW11_Northwind Levant,MAT-200600,M10-BFG GASKET 01,0,2 2028,3728,Gaskets,2028,2,NW11,Both,NW11,Gaskets,MAT-200600,M10-BFG GASKET 01,145715.0,T-70578-A,PRESS_1,0.524,72798.0,B,Active,SF-100194,EMEA-West,L. Tran,10,2026-02-10,Refrigeration,10060,611350.44,Small,Distributor,M10-BFG GASKET 01,HALB,B,F,14.0,6.0,14.0,28.0,98.7,79.32,V-14701,SG-78,OPS-M10-BFG,Y,PC,Press 3300T,S,12/6,12.0,6.0,43.56,0.73,1.5,1.0,"Available Capacity, hours",43.56000000000013,30.221923076923083,0.6937998869817033,OPS-M10-BFG,False,0.1385596153846154,RM-COMP-EPDM,0.248,KG,RUBBER COMPOUND EPDM80,8.0,0.038,0.026,1.065,0.264,Gaskets,Active,M10-BFG GASKET 01,10651.0,5833.0,4508.0,1210.0,1076.0,1143.0,800.0,89121.24,9003.33,98124.57,2026.04.03,OPS-M10-BFG,10584.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-200682,MAT-200682,M12-EPDM GASKET 03,0.671,OVEN_1,T-70608-D,PRJ-BETA-0019,P01_NW03_Northwind Carpathia,MAT-200682,M12-EPDM GASKET 03,0,2 2028,3694,Gaskets,2028,2,NW03,Both,NW03,Gaskets,MAT-200682,M12-EPDM GASKET 03,10359.0,T-70608-D,,0.671,95418.0,A,Active,SF-100018,EMEA-West,P. Kovac,25,2026-03-15,Marine,53981,505103.5,Small,Direct,M12-EPDM GASKET 03,FERT,B,F,14.0,2.0,14.0,28.0,25.36,63.85,V-52388,SG-54,OPS-M12-EPDM,Y,PC,,,,,,,,,,,,,,OPS-M12-EPDM,False,0.044792948717948707,RM-COMP-HNBR,0.381,KG,RUBBER COMPOUND HNBR60,8.0,0.049,0.019,1.0689,0.407,Gaskets,Active,M12-EPDM GASKET 03,11651.0,6926.0,9204.0,334.0,1164.0,1187.0,831.0,129353.88,12923.18,142277.06,2026.04.03,OPS-M12-EPDM,11628.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-200130,MAT-200130,M12-EPDM GASKET 11,0.536,PRES_3_1,T-70070-B,PRJ-GAMMA-0485,P01_NW03_Northwind Carpathia,MAT-200130,M12-EPDM GASKET 11,0,2 2028,1329,Gaskets,2028,2,NW03,Both,NW03,Gaskets,MAT-200130,M12-EPDM GASKET 11,48631.0,T-70070-B,PRES_3_1,0.536,306062.0,C,Active,SF-100484,,R. Weber,10,2026-11-24,Marine,11633,297355.84,Large,OEM,M12-EPDM GASKET 11,FERT,C,F,14.0,3.0,14.0,45.0,103.16,39.36,V-97952,SG-82,OPS-M12-EPDM,Y,PC,Press 3300T,S,12/6,12.0,6.0,45.72,0.76,1.5,1.0,"Available Capacity, hours",45.720000000000056,22.746666666666673,0.49752114319043406,OPS-M12-EPDM,False,0.14555064102564103,RM-COMP-HNBR,0.413,KG,RUBBER COMPOUND HNBR60,4.0,0.055,0.01,1.0655,0.44,Gaskets,Active,M12-EPDM GASKET 11,7161.0,6076.0,5970.0,113.0,1990.0,381.0,267.0,286394.57,79587.38,365981.94,2026.04.03,OPS-M12-EPDM,8770.0
Not approved,NW08_Northwind Iberia,NW08_MAT-200637,MAT-200637,M14-HNBR GASKET 38,0.607,PRESS_1,T-70429-D,PRJ-DELTA-0406,P01_NW08_Northwind Iberia,MAT-200637,M14-HNBR GASKET 38,0,2 2028,11017,Gaskets,2028,2,NW08,Both,NW08,Gaskets,MAT-200637,M14-HNBR GASKET 38,7927.0,T-70429-D,PRESS_1,0.607,287031.0,B,Active,SF-100405,APAC-East,T. Novak,10,2026-09-02,Industrial,12045,1155637.84,Large,OEM,M14-HNBR GASKET 38,ROH,B,F,10.0,8.0,30.0,14.0,21.94,183.35,V-20735,SG-104,OPS-M14-HNBR,Y,PC,Press 3300T,S,8/5,8.0,5.0,27.0,0.8,1.0,1.0,"Available Capacity, hours",27.0,10.931730769230768,0.40487891737891735,OPS-M14-HNBR,True,0.06780384615384613,RM-COMP-SILI,0.277,KG,RUBBER COMPOUND SILICONE,6.0,0.013,0.027,1.0404,0.288,Gaskets,Active,M14-HNBR GASKET 38,3766.0,2574.0,2727.0,328.0,2435.0,845.0,592.0,138805.28,89747.97,228553.25,2026.04.03,OPS-M14-HNBR,5356.0
Not approved,NW07_Northwind West Coast,NW07_MAT-200383,MAT-200383,M22-NBR GASKET 24,0.756,ASSY_1,T-70310-C,PRJ-EPSILON-0224,P01_NW07_Northwind West Coast,MAT-200383,M22-NBR GASKET 24,0,2 2028,7105,Gaskets,2028,2,NW07,Both,NW07,Gaskets,MAT-200383,M22-NBR GASKET 24,66957.0,T-70310-C,ASSY_1,0.756,137157.0,C,Active,SF-100223,EMEA-East,S. Iyer,25,2026-08-17,Industrial,24149,351918.58,Small,Direct,M22-NBR GASKET 24,HALB,C,E,7.0,4.0,7.0,21.0,75.23,192.34,V-48858,SG-60,OPS-M22-NBR,N,PC,Assembly cell,S,8/5,8.0,5.0,26.54,0.7885,1.0,1.0,"Available Capacity, hours",26.53999999999997,17.713076923076915,0.6674105848936298,OPS-M22-NBR,False,0.15875128205128208,RM-COMP-FKM,0.495,KG,RUBBER COMPOUND FKM75,3.0,0.014,0.026,1.0404,0.515,Gaskets,Active,M22-NBR GASKET 24,2101.0,1533.0,820.0,338.0,1747.0,335.0,234.0,97730.24,81263.55,178993.79,2026.04.03,OPS-M22-NBR,3513.0
Not approved,NW07_Northwind West Coast,NW07_MAT-200383,MAT-200383,M22-NBR GASKET 24,0.756,ASSY_1,T-70310-C,PRJ-EPSILON-0224,P01_NW07_Northwind West Coast,MAT-200383,M22-NBR GASKET 24,0,2 2028,7105,Gaskets,2028,2,NW07,Both,NW07,Gaskets,MAT-200383,M22-NBR GASKET 24,66957.0,T-70310-C,ASSY_1,0.756,137157.0,C,Active,SF-100223,EMEA-East,S. Iyer,25,2026-08-17,Industrial,24149,351918.58,Small,Direct,M22-NBR GASKET 24,HALB,C,E,7.0,4.0,7.0,21.0,75.23,192.34,V-48858,SG-60,OPS-M22-NBR,N,PC,Assembly cell,S,8/5,8.0,5.0,26.54,0.7885,1.0,1.0,"Available Capacity, hours",26.53999999999997,17.713076923076915,0.6674105848936298,OPS-M22-NBR,False,0.15875128205128208,RM-COMP-SILI,0.328,KG,RUBBER COMPOUND SILICONE,6.0,0.039,0.009,1.0484,0.344,Gaskets,Active,M22-NBR GASKET 24,2101.0,1533.0,820.0,338.0,1747.0,335.0,234.0,97730.24,81263.55,178993.79,2026.04.03,OPS-M22-NBR,3513.0
Not approved,NW01_Northwind Midwest,NW01_MAT-200617,MAT-200617,M8-NBR GASKET 18,0.467,PRESS_1,T-70277-A,PRJ-DELTA-0604,P01_NW01_Northwind Midwest,MAT-200617,M8-NBR GASKET 18,0,2 2028,3008,Gaskets,2028,2,NW01,Both,NW01,Gaskets,MAT-200617,M8-NBR GASKET 18,9517.0,T-70277-A,PRESS_1,0.467,153687.0,D,Active,SF-100603,EMEA-East,C. Moreau,75,2026-04-12,District Heating,38812,352100.98,Medium,OEM,M8-NBR GASKET 18,ROH,A,X,21.0,3.0,14.0,60.0,87.03,211.92,V-22763,SG-79,OPS-M8-NBR,N,PC,Press 3300T,S,12/5,12.0,5.0,43.0,0.8,1.0,1.0,"Available Capacity, hours",43.0,31.20948717948717,0.7258020274299342,OPS-M8-NBR,True,0.040905769230769225,RM-COMP-FKM,0.438,KG,RUBBER COMPOUND FKM75,8.0,0.015,0.015,1.0302,0.451,Gaskets,Active,M8-NBR GASKET 18,9061.0,5002.0,4176.0,957.0,404.0,596.0,417.0,464418.62,20706.89,485125.51,2026.04.03,OPS-M8-NBR,8869.0
Not approved,NW15_Northwind Indochina,NW15_MAT-200768,MAT-200768,M10-BFG GASKET 09,0.452,PRESS_1,T-70184-B,PRJ-ALPHA-0681,P01_NW15_Northwind Indochina,MAT-200768,M10-BFG GASKET 09,0,2 2028,7048,Gaskets,2028,2,NW15,Both,NW15,Gaskets,MAT-200768,M10-BFG GASKET 09,252577.0,T-70184-B,PRESS_1,0.452,25249.0,A,Phase-out,SF-100680,LATAM,T. Novak,75,2026-12-10,Industrial,53001,1164473.0,Medium,Direct,M10-BFG GASKET 09,FERT,C,F,5.0,4.0,14.0,45.0,16.83,64.68,V-73336,SG-29,OPS-M10-BFG,Y,PC,Press 3300T,S,12/6,12.0,6.0,44.28,0.74,1.5,1.0,"Available Capacity, hours",44.27999999999995,18.093076923076918,0.4086060732402199,OPS-M10-BFG,True,0.15229038461538463,RM-COMP-FKM,0.423,KG,RUBBER COMPOUND FKM75,2.0,0.029,0.029,1.0588,0.448,Gaskets,Active,M10-BFG GASKET 09,10039.0,7528.0,8375.0,1255.0,790.0,639.0,447.0,472538.96,37185.55,509724.52,2026.04.03,OPS-M10-BFG,10190.0
Not approved,NW11_Northwind Levant,NW11_MAT-200751,MAT-200751,M22-NBR GASKET 32,0.516,PRESS_3,T-70336-C,PRJ-OMEGA-0108,P01_NW11_Northwind Levant,MAT-200751,M22-NBR GASKET 32,0,2 2028,2129,Gaskets,2028,2,NW11,Both,NW11,Gaskets,MAT-200751,M22-NBR GASKET 32,106167.0,T-70336-C,PRESS_3,0.516,212435.0,C,Phase-out,SF-100107,APAC-East,A. Meyer,75,2026-10-05,Pharma,39652,269902.33,Medium,OEM,M22-NBR GASKET 32,FERT,B,F,5.0,4.0,14.0,45.0,77.57,115.01,V-25606,SG-99,OPS-M22-NBR,Y,PC,Press 8000T,M,12/6,12.0,6.0,43.56,0.73,1.5,2.0,"Available Capacity, hours",43.56000000000013,19.200512820512824,0.4407831226013032,OPS-M22-NBR,False,0.011058333333333335,RM-COMP-AFLAS,0.526,KG,RUBBER COMPOUND AFLAS,8.0,0.015,0.023,1.0383,0.546,Gaskets,Active,M22-NBR GASKET 32,3808.0,2966.0,1881.0,11.0,2399.0,242.0,169.0,173079.33,109038.16,282117.49,2026.04.03,OPS-M22-NBR,5965.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200403,MAT-200403,M6-FKM GASKET 04,0.377,GRINDING_1,T-70623-A,PRJ-ALPHA-0050,P01_NW05_Northwind Pacific,MAT-200403,M6-FKM GASKET 04,0,2 2028,10321,Gaskets,2028,2,NW05,Both,NW05,Gaskets,MAT-200403,M6-FKM GASKET 04,180235.0,T-70623-A,GRINDING_1,0.377,10469.0,D,Phase-out,SF-100049,,T. Novak,10,2026-10-15,Marine,10183,692545.79,Small,Distributor,M6-FKM GASKET 04,ROH,C,F,14.0,4.0,14.0,35.0,86.66,60.91,V-48565,SG-36,OPS-M6-FKM,Y,PC,Grinding line,S,8/5,8.0,5.0,27.3,0.8075,1.0,1.0,"Available Capacity, hours",27.300000000000075,13.930705128205126,0.5102822391283915,OPS-M6-FKM,False,0.05551730769230767,RM-COMP-SILI,0.284,KG,RUBBER COMPOUND SILICONE,8.0,0.019,0.027,1.0465,0.297,Gaskets,Active,M6-FKM GASKET 04,2405.0,1513.0,2002.0,122.0,3171.0,794.0,556.0,10093.63,13308.48,23402.11,2026.04.03,OPS-M6-FKM,4782.0
Not approved,NW12_Northwind Cerrado,NW12_MAT-200460,MAT-200460,M20-SILI GASKET 21,0.618,PRESS_1,T-70631-B,PRJ-BETA-0597,P01_NW12_Northwind Cerrado,MAT-200460,M20-SILI GASKET 21,0,2 2028,638,Gaskets,2028,2,NW12,Both,NW12,Gaskets,MAT-200460,M20-SILI GASKET 21,170243.0,T-70631-B,PRESS_1,0.618,147371.0,D,Phase-out,SF-100596,APAC-East,K. Suzuki,75,2026-04-12,District Heating,37168,471045.49,Strategic,Direct,M20-SILI GASKET 21,HALB,C,X,10.0,2.0,30.0,28.0,101.57,60.53,V-71241,SG-78,OPS-M20-SILI,Y,PC,Press 3300T,S,8/5,8.0,5.0,24.6,0.74,1.0,1.0,"Available Capacity, hours",24.599999999999937,11.670064102564107,0.4743928496977291,OPS-M20-SILI,True,0.0321525641025641,RM-COMP-SILI,0.347,KG,RUBBER COMPOUND SILICONE,6.0,0.018,0.006,1.0241,0.355,Gaskets,Active,M20-SILI GASKET 21,9451.0,7065.0,5749.0,1663.0,3281.0,787.0,551.0,502317.32,174383.99,676701.31,2026.04.03,OPS-M20-SILI,11945.0
Not approved,NW02_Northwind Heartland,NW02_MAT-200299,MAT-200299,M6-FKM GASKET 20,0.359,LATHE_1,T-70541-C,PRJ-OMEGA-0297,P01_NW02_Northwind Heartland,MAT-200299,M6-FKM GASKET 20,0,2 2028,4426,Gaskets,2028,2,NW02,Both,NW02,Gaskets,MAT-200299,M6-FKM GASKET 20,231520.0,T-70541-C,LATHE_1,0.359,127543.0,C,Active,SF-100296,EMEA-East,P. Kovac,25,2026-02-26,Industrial,31058,457506.81,Strategic,Distributor,M6-FKM GASKET 20,HALB,B,F,14.0,3.0,30.0,28.0,88.69,216.14,V-32849,SG-30,OPS-M6-FKM,Y,PC,Lathe cell,S,8/5,8.0,5.0,26.16,0.7789999999999999,1.0,1.0,"Available Capacity, hours",26.159999999999943,18.715448717948714,0.7154223516035456,OPS-M6-FKM,True,0.12906602564102562,RM-COMP-HNBR,0.318,KG,RUBBER COMPOUND HNBR60,3.0,0.01,0.013,1.0231,0.325,Gaskets,Active,M6-FKM GASKET 20,4117.0,2798.0,1626.0,114.0,1035.0,1115.0,780.0,234924.67,59059.27,293983.94,2026.04.03,OPS-M6-FKM,4037.0
